target_id,LB_I_24H_5,LB_I_6H_3,LB_I_9H_3,DM_NI_48H_4,DM_I_48H_4,LB_NI_9H_4,LB_NI_6H_4,LB_NO_0H_1,DM_I_24H_2,DM_NI_24H_2,LB_I_48H_3,LB_NI_48H_5,LB_NI_24H_3,DM_NI_48H_5,LB_NI_3H_1,LB_I_6H_2,LB_I_24H_4,LB_I_9H_2,LB_NI_9H_5,LB_NI_6H_5,DM_I_48H_5,DM_I_24H_3,LB_I_48H_2,DM_NI_24H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_3H_5,LB_I_9H_1,LB_I_6H_1,LB_NI_3H_2,LB_I_48H_1,LB_NO_0H_3,LB_NI_24H_1,LB_I_3H_4,LB_NI_3H_3,DM_NI_24H_1,LB_NO_0H_2,DM_I_24H_1,LB_NO_0H_5,LB_NI_3H_4,LB_I_24H_1,LB_I_3H_3,LB_NI_48H_1,LB_NO_0H_4,LB_NI_3H_5,DM_NI_48H_1,DM_I_48H_1,LB_I_3H_2,LB_NI_6H_1,LB_NI_9H_1,LB_I_48H_5,DM_NI_24H_4,DM_I_24H_4,LB_NI_9H_2,LB_NI_6H_2,DM_I_48H_2,LB_I_3H_1,DM_NI_48H_2,LB_I_24H_3,LB_I_6H_5,LB_I_9H_5,LB_NI_24H_5,LB_NI_48H_3,DM_NI_24H_5,LB_I_48H_4,DM_I_24H_5,LB_NI_9H_3,LB_NI_6H_3,LB_I_6H_4,LB_I_24H_2,LB_I_9H_4,DM_NI_48H_3,LB_NI_24H_4,LB_NI_48H_2
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_662185,38.3936,45.2117,21.8827,22.7906,53.2655,94.7917,32.7139,134.174,19.3614,10.2008,32.0488,40.5492,55.6974,44.2504,43.3492,17.7997,19.3256,20.6634,97.6924,28.8453,458.384,18.3697,42.4093,37.6357,17.6508,27.8217,57.8822,51.9688,32.1153,39.296,62.3831,55.5928,98.7018,23.0564,53.9861,23.5985,43.362,48.4129,68.3993,23.6661,76.1625,49.6245,62.4538,188.939,24.6501,19.5842,12.5323,3.09941,11.2573,22.0805,36.6688,40.772,26.8032,22.6913,29.8571,30.6073,45.7934,26.2032,43.1305,45.0638,44.7778,27.7593,35.6709,11.4785,25.7385,16.7714,14.3701,52.3896,31.0054,50.1113,18.9689,21.7874,27.2425,36.8792
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_683491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27371,4.20314,8.31578,1.05887,0.0,2.54704,1.04534,0.0,0.0,0.0,0.0,0.0,1.06172,0.000210419,0.0,0.0,0.0,0.0,0.0,4.02931,2.90723,4.89929,0.0,6.39913e-07,0.0,2.07942,3.61514,1.07261,1.10346,0.0,0.0,0.0,1.10426,19.4919,0.0,0.0,2.9023,0.0,0.0,0.0,1.08256,2.14014,0.0,26.005,0.0,0.0,2.9477,0.0,0.0,0.0,0.0,2.46941,12.3004,0.0,0.0,0.0,0.0,0.0,0.0,2.64251,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_706847,42.6777,0.0,2.14981e-05,28.834,23.0775,2.20487,0.0,115.45,0.0,1.09036,0.0,11.0663,0.0,7.90936,92.4687,1.18433,0.0,0.0,386.566,0.0,87.3883,0.0,92.8762,0.0,0.0,0.0,0.0,0.0,0.0,1.29625,1.12565,15.0853,6.19048,9.83309,0.0,1.34142,3.31571,0.0,21.721,0.0,0.0,47.5767,2.1991,39.7237,0.0,7.71833,0.0,1.14138,0.0,0.0,8.99853,26.9666,0.0,0.768345,2.11528,0.0,38.4599,7.44141,0.0,55.5496,0.0,98.1917,15.257,1.23222,4.47935,2.2344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17052
NI_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_819018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79308,0.0,0.0,0.0,1.05788,0.0,0.0,0.0,1.15906,0.0,0.0,0.0,0.0,5.95266,3.117,0.0,0.0,0.0,0.0,1.05321,0.0,12.6513,0.0,8.48103,2.41222,0.745196,1.04555,6.78932,0.0,7.1266,5.86502,0.0,0.0,0.0,0.0,1.23967,3.65552,0.0,5.54838e-06,73.3813,1.12905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53714e-08,0.0,8.05,0.0,83.1336,0.0,20.3742,0.0,0.0,0.0,0.0,0.0,4.60957,0.0,0.0,0.0,0.0,0.0,2.05547
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1454375,6.25658,2.07289,12.5341,8.23425,9.24552,7.22948,2.06398,19.5384,5.15168,2.1143,8.23878,8.30191,20.0791,11.2756,7.23614,7.3007,3.08181,6.13476,7.26506,6.21807,98.1853,3.10754,6.21108,5.09913,7.1777,6.22568,5.12242,2.05391,6.23198,8.27507,7.18816,12.2846,10.543,5.14972,4.11929,3.11966,14.3159,5.16721,21.8898,5.14334,10.325,16.5555,12.4187,51.0924,5.11592,2.08346,7.21563,2.09287,0.0,15.6683,10.2265,14.6511,9.24537,2.10609,5.1579,5.18655,10.3247,7.3102,7.19036,10.2486,4.16402,14.3667,6.2284,11.5333,6.11939,7.18747,18.6203,6.14071,5.2011,9.2376,4.18075,10.2821,6.20612,3.04525
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_969329,32.1865,13.4941,33.7651,53.7088,58.3616,46.8261,36.9229,119.947,0.0,11.6139,53.6952,33.7484,60.1864,28.778,50.3934,28.3379,76.1004,13.6451,65.7906,10.5665,337.106,12.447,60.6733,31.6965,17.4014,48.1292,55.2374,0.0,35.0399,34.6971,64.0014,63.7746,69.3686,15.7596,50.1981,0.000286164,49.5948,23.1247,27.6597,0.0,96.1348,58.3391,68.9902,64.3164,13.7908,8.74959,10.3952,4.70756,23.2079,36.2628,18.5477,0.0,70.4651,110.735,2.38247e-07,50.0182,68.7916,8.49027,52.0158,11.8062,57.8047,22.8487,61.2206,36.7002,19.744,0.0,16.1048,52.8103,65.2628,73.7092,39.1724,10.1157,65.8738,9.88379
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1045431,0.0,2.09237,0.0,1.05054,0.0,1.01478,0.0,70.0286,0.0,1.08023,2.39616,0.0,0.0,0.0,64.726,1.15852,2.10114,0.0,0.0,0.0,4.18654,0.0,1.1057,0.0,5.31069,2.11153,0.0,0.0,0.0,0.478841,2.95059,19.8674,0.0,0.0,0.0,3.13714,17.5591,3.93399,2.14305,2.85671,7.45089,1.04556,1.06622,47.3696,4.80028,1.09188,0.0,0.0,83.1182,0.0,1.1097,1.0789,4.51145,0.0,0.0,1.07065,20.7058,4.22563,0.0,0.0,0.000179052,4.30284,2.12653,2.41103,0.0,0.0,0.0,1.22775,50.6585,10.9475,0.0,0.0,0.0,1.12173
NI_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_364981,97.1033,114.832,102.255,87.2946,109.907,291.994,85.4932,369.822,61.2023,43.7451,119.893,146.457,164.655,130.234,176.527,96.5764,97.6473,62.266,129.106,108.577,1442.05,54.1171,147.698,81.0231,52.2448,87.2921,126.943,92.5968,85.1125,112.706,175.039,167.948,108.277,48.5511,131.552,55.4645,154.07,129.059,207.749,65.0226,291.025,130.211,205.145,485.96,50.8438,27.2784,110.802,20.0756,49.4724,108.659,102.351,114.652,134.238,111.646,76.5363,97.7395,113.069,117.728,136.697,102.444,105.755,92.813,130.462,47.3149,73.5593,62.6019,60.8668,119.398,82.154,142.522,96.0817,74.2461,80.2009,111.136
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1902683,136.343,153.559,163.188,150.428,174.652,249.202,147.449,561.065,84.062,63.5421,188.733,226.692,239.638,168.28,235.968,170.311,189.645,87.1279,236.858,165.413,2107.66,81.9405,176.604,143.071,72.9449,143.405,180.484,139.095,132.193,127.483,222.068,238.725,153.71,69.0264,208.487,88.6598,194.423,193.748,271.252,79.6557,317.56,171.292,341.749,879.056,85.6866,66.2881,113.88,28.0244,60.5219,146.715,159.223,204.293,107.574,156.527,92.1321,137.624,192.939,147.406,169.087,177.906,212.859,157.879,161.578,99.5666,143.177,81.2711,74.1688,149.103,116.241,228.3,105.587,148.598,139.401,161.68
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_267292,1.02275,1.04153,0.0,0.0,3.13167,0.0,0.0,19.4748,0.0,1.08012,12.824,5.36263,12.3457,0.0,2.08093,2.32725,0.0,0.0,373.082,4.12773,0.0,3.19156,25.3349,0.0,12.0969,0.0,116.942,1.15109,0.0,3.85458,1.08374,7.36175,0.0,2.16902,3.20984,0.0,8.74869,1.04799,0.0,22.9889,59.9987,5.40651,9.53989,29.4233,1.10675,6.27999,0.0,4.54378,3.19575,0.0,0.0,2.12572,28.7617,0.0,3.15227,28.02,4.18723,0.0,1.05308,0.0,0.0,0.0,3.23437,0.0,2.98989,0.0,0.0,0.0,0.0,0.0,0.0,2.15995,0.0,2.20773
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1222981,84.9849,107.139,80.3495,71.1736,118.12,160.903,78.4011,299.081,66.1739,38.8779,96.2127,120.239,182.598,131.501,141.697,64.7072,107.187,72.1565,163.279,102.657,1061.33,60.259,76.7935,65.7601,50.4122,93.5387,118.926,106.148,63.0729,93.1747,137.006,135.424,66.6434,28.973,142.605,44.5507,132.102,84.4379,134.316,52.1664,179.608,104.912,206.679,493.58,65.06,42.5895,60.0381,18.3517,39.8502,74.1689,141.015,110.665,102.871,68.3212,55.9706,84.9748,123.41,69.8291,110.89,114.146,143.707,100.08,177.222,31.9974,86.7085,51.2674,76.8878,71.4604,79.2826,115.943,78.831,58.4227,68.168,99.8219
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1780444,37.7761,34.039,34.8278,23.1446,47.5227,74.4495,33.9239,124.464,11.7012,13.9544,40.2038,46.2659,36.5128,30.0793,49.151,26.064,29.7866,12.3498,62.5789,24.6707,381.944,25.4657,32.2922,27.7659,9.58894,33.6217,35.6162,32.008,31.365,34.3067,47.5173,42.2419,19.4961,17.3913,56.0596,20.4154,38.5078,35.8541,37.495,25.5447,55.7377,28.2693,47.3369,154.035,19.109,9.50746,21.1103,8.62446,13.0489,29.4428,37.9229,47.1073,20.3414,18.298,26.9496,27.5297,40.5517,28.6726,44.6097,35.7861,26.5632,74.9207,22.7436,15.3336,24.2161,22.6849,22.473,36.4306,23.2932,16.9222,34.0446,16.846,30.0306,36.8548
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_913345,0.0,0.0,30.1345,0.0,1.03363,0.0,0.0,3.01532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92024,0.0,0.0,0.0,2.01826,1.11436,0.0,0.0,0.0,0.0,4.15463,4.00938,4.17834,0.0,0.0,0.0,0.0,17.0747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000780425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02114,0.0,3.8927,0.0,0.0,0.0,0.0,0.0,10.136,12.334,0.0,0.0
I_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_759376,0.0,1.00487,1.01516,0.0,0.0,0.0,5.04735,3.01876,0.0,0.0,1.0134,1.00246,0.0,0.0,0.0,1.00747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.00363,0.0,0.0,0.0,0.0,0.0,0.0,2.00928,1.01246,2.02018,0.0,1.01346,0.0,0.0,4.09083,0.0,0.0,2.01022,0.0,0.0,0.0,0.0,1.01357,1.0067,1.01234,0.0,0.0,6.03367,0.0,0.0,0.0,0.0,1.00378,0.0,0.0,5.05758,0.0,0.0,1.0043,0.0,0.0,2.00875,0.0,0.0,1.00233,0.0,0.0
NI_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1535199,25.6945,11.1918,8.27524,11.81,17.6982,23.41,10.6559,31.4196,12.7894,4.93947,19.4605,23.6318,12.3817,15.8365,20.303,9.85194,16.4868,6.99047,55.77,6.24835,101.928,8.71884,29.0446,7.06988,4.46212,7.21558,13.9114,20.1866,6.60967,14.2308,14.7097,15.0241,2.50249,6.16287,9.21805,3.25312,14.6747,10.6043,17.1987,4.59007,15.1609,19.1807,29.4691,60.7746,18.7219,7.04996,7.77265,0.0,8.84735,11.8179,14.1623,12.426,8.39691,25.5751,8.55099,12.5805,15.1433,8.91637,34.0436,7.5209,26.5197,12.3209,6.99899,3.61015,15.4894,3.16791,3.521,18.8941,12.6355,23.4402,5.07804,12.7475,11.3052,5.19608
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_826721,32.9566,35.5592,23.0568,27.2963,36.6802,52.7929,35.3129,87.8801,17.7786,3.68987,40.1414,48.9948,69.7855,52.2544,52.4452,27.538,35.5986,18.631,17.2601,24.2514,435.772,20.3675,42.6551,30.0532,18.7611,40.6214,44.6356,18.2786,28.1214,24.5877,44.0469,44.961,9.00754,14.6223,28.4358,15.6377,35.1832,23.6256,52.5146,23.1899,52.2541,45.7045,78.3645,203.25,27.9588,11.0992,30.671,5.77672,15.7924,34.7088,45.2488,38.4547,29.0092,25.0046,33.8508,20.1515,42.3892,36.1804,58.267,36.1875,46.1665,24.3157,83.8758,19.4173,32.4575,14.3232,28.652,47.3868,26.4678,20.8183,19.9878,18.7736,21.0778,39.7315
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_183452,13.7877,17.2852,18.775,26.4829,24.4939,47.505,8.99795,72.4775,6.40705,3.29852,21.6436,23.6644,18.8641,26.8101,24.6028,8.95009,8.17574,13.6634,47.3917,18.7199,297.449,9.06924,24.2833,13.2551,8.82149,14.5099,24.5201,17.6775,13.9705,15.8859,21.876,30.2485,6.24323,5.58665,33.1517,11.0786,24.3833,14.6507,34.7733,14.3428,38.3015,14.0569,58.9956,83.8367,14.1096,1.29989,20.2941,2.78523,9.44568,13.1893,12.308,26.4117,20.8815,15.724,13.8547,18.2775,22.5847,16.5355,20.6175,15.9736,40.873,30.486,17.3059,4.94473,27.1517,10.9037,30.7148,7.85576,17.7987,21.7767,38.9996,12.9599,19.7982,17.8701
I_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_413614,1.12795,2.07106,2.05384,1.01441,5.56284,1.02664,5.04724,5.3949,2.03577,2.36014,6.44446,9.21154,1.11519,2.04693,3.35368,3.84324,0.0,0.0,0.0,0.0,24.3622,2.51086,7.042,0.0,0.0,5.43979,0.0,0.0,2.07164,1.0601,3.54392,8.90951,0.0,1.13251,3.83375,1.26228,0.0,1.10315,18.071,1.16661,0.0,0.0,4.10372,16.6115,0.00131919,1.0,1.67699,2.0,3.08403,3.5428,0.0,0.0,7.50506,0.0,7.82607,8.01567,0.0,4.69233,2.00526,14.1307,0.0,3.47393,2.69379,0.0,11.0134,2.27432,0.000650947,1.01448,2.11466e-06,12.9256,4.92466,0.0,5.19826,2.3519
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_163878,223.748,175.73,161.048,170.01,218.749,367.377,142.529,648.403,114.422,57.4605,226.263,257.031,269.027,230.173,320.066,179.28,201.045,131.727,200.736,202.544,2476.44,107.811,238.08,171.558,102.575,200.727,240.883,198.381,143.855,190.23,317.652,358.319,263.691,97.6755,235.694,101.303,266.043,194.065,341.364,129.687,409.815,255.94,435.158,1036.15,105.751,97.2872,110.679,26.1756,86.0676,183.092,207.169,239.219,252.949,193.112,164.954,196.924,221.525,196.89,212.109,227.557,211.829,205.864,251.541,98.417,152.478,136.427,129.694,191.21,146.118,233.223,121.652,173.852,150.932,197.805
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1131996,76.6311,74.9142,68.7283,69.6994,82.3954,266.357,45.9454,241.449,35.6384,24.4612,96.3606,94.8378,92.2255,72.4749,127.176,53.7384,37.6064,33.5512,42.146,61.7139,859.064,43.811,79.9618,61.9703,49.048,59.5585,91.7059,91.6236,62.087,61.4847,96.7873,121.916,59.7863,29.7706,106.41,31.7763,101.704,72.5955,131.64,44.7482,162.372,78.9694,159.933,348.713,51.7646,30.8871,60.714,12.3976,39.8785,70.607,63.1071,77.8498,74.5095,66.9289,46.7958,60.5035,99.6238,55.9577,88.6562,60.3612,87.911,68.4815,72.1752,43.7834,53.9822,47.9098,58.4636,64.4071,54.7316,91.9514,42.7038,53.2476,54.2976,62.9082
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1160285,30.1828,17.8025,17.0071,24.8166,2.36279e-06,29.207,10.1519,75.0595,10.2515,21.5223,23.9993,36.8851,14.5416,27.7046,24.8456,29.5692,31.4804,14.5517,18.5367,6.28577,231.258,0.0,47.9703,20.7206,9.24654,28.0576,41.0192,24.7021,18.2511,10.6624,17.2686,37.6886,48.2681,12.3629,19.8702,7.59205,35.9573,15.4689,53.2071,13.3842,0.0,19.3941,31.8211,144.819,19.7421,0.0,16.5643,3.97285,8.10747,17.8154,0.0,18.8744,18.5722,20.8361,8.8465,12.3615,36.7279,23.5713,28.6935,15.0341,67.492,26.6548,20.7151,3.80759,8.64013,12.345,6.18959,37.0186,14.5301,22.9464,20.9413,5.95907,0.0,19.4821
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1019045,26.4423,0.0,1.14649e-05,35.699,2.19797,0.0,0.0,74.5191,0.0,0.0,1.13059,3.17849,2.1639,7.70767,60.389,0.0,0.0,0.0,298.19,0.0,64.8395,1.05052,53.6402,0.0,1.4517,0.0,0.0,0.0,0.0,3.28417,0.0,23.5885,18.1771,15.6665,0.0,0.0,0.0,0.0,38.592,0.0,0.0,11.45,8.31085,31.3137,1.10111,1.04667,3.45045,0.0,0.0,0.0,3.61234,43.6843,0.0,0.0,2.09211,1.02889,23.3034,9.41434,0.0,59.2831,0.0,57.885,7.28218,0.0,0.0,3.50865,2.05088,0.0,0.0,0.0,1.06735,0.0,0.0,5.39505
NI_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_836670,55.1288,57.9866,46.9287,38.922,49.4535,125.215,45.1313,190.921,42.3438,21.323,75.0615,84.443,60.38,63.3629,106.42,76.2557,43.2621,28.7853,35.0258,78.0659,764.847,50.4873,73.0911,55.7546,33.2078,73.0643,77.0755,58.609,43.0537,29.9169,89.5603,105.038,75.5995,30.3435,73.2794,36.9661,91.9808,42.5723,133.216,37.9224,130.653,78.5455,105.178,293.183,36.3211,24.0571,52.5268,6.65926,36.6104,67.319,77.1137,56.446,62.8545,33.0072,38.3105,54.429,76.8473,59.1578,92.0201,59.9874,51.5092,44.0859,90.4423,25.7208,52.6722,34.6379,52.2898,71.8475,35.6896,62.6757,37.0584,47.2601,48.2067,60.525
I_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_307409,17.3728,12.5819,13.3343,11.0036,21.991,33.2502,4.83677,79.9432,11.8035,13.5563,12.0954,24.4766,11.5918,9.72899,29.9291,12.8014,5.66055,7.92667,7.20303,20.0363,168.863,11.3772,8.39988,9.0963,4.11043,23.2513,17.4726,13.8779,1.50859,14.7691,22.4875,17.7487,5.04554,2.95018,23.478,11.8097,25.0888,8.17928,30.0089,6.75664,41.5222,14.182,39.4685,87.8779,9.35387,13.391,23.6163,1.51366,8.61441,2.67174,18.0002,9.43053,13.8204,10.9289,17.6859,12.3239,20.3654,13.8438,21.587,16.9563,21.8956,13.0724,17.8982,7.5909,5.08201,11.0715,1.27318,16.8908,4.34445,11.5397,8.36616,13.766,16.6309,17.2281
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_658578,0.0,4.16587,0.0,1.05054,0.0,0.0,8.03291,89.9183,1.20178,2.18072,9.71921,3.79964,1.51467,8.9876,5.52515,11.8433,12.6068,0.0,0.0,1.54723,3.37325,0.0,14.8189,0.0,5.98792,0.0,12.3504,0.0,5.3804,1.31332,4.15478,55.4935,0.00121886,6.28606,39.5147,2.11099,0.0,6.69432e-05,27.2894,5.61965,6.57417,1.1871,15.3937,16.1876,21.43,8.93779,8.36456,0.0,3.16316,2.3192,11.0298,1.45371,15.555,0.0,1.05764,15.2757,1.26923,8.37744,0.00390845,4.8579,0.0,4.26328,13.9464,4.92887,6.66708,14.8165,0.0,1.24507,15.7728,0.0,1.04813,0.0,0.0,17.5254
NI_24H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1220607,20.3173,19.1466,16.375,12.0337,16.9761,31.678,11.7598,52.2338,10.7996,8.40016,26.672,25.3757,27.8419,10.6248,29.1662,15.9542,15.6058,12.4538,25.6012,12.9848,193.068,2.41259,19.8497,17.5535,12.0437,7.17934,16.2646,18.4107,11.1715,4.84933,28.292,17.4578,16.3922,7.02771,15.772,7.77663,22.356,17.7188,30.9051,6.80785,52.6517,25.742,21.2017,92.763,8.92972,11.6811,14.2865,0.0,8.45331,14.4257,22.8936,21.749,23.4737,7.72934,13.1872,14.5331,28.4971,21.5124,28.176,17.8379,27.8895,21.0356,11.2064,6.27717,17.4224,8.39023,8.52501,13.5908,6.51865,18.7173,8.35524,22.7474,7.74373,20.9539
NI_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_58250,13.1088,17.8591,19.928,16.1146,10.5147,52.2271,17.9588,69.357,14.8558,3.024,30.6887,17.7437,19.466,22.5436,35.5769,6.53456,22.0192,6.38354,14.6983,11.9949,198.939,1.67736,18.498,21.43,16.3818,27.7945,23.064,10.965,14.9124,8.55906,33.0576,38.8759,12.1005,5.51927,18.8221,9.48637,25.0536,28.8319,26.084,6.89972,25.8647,30.4802,35.874,72.8943,13.4395,9.93786,12.2335,1.33518,6.69387,24.1566,3.90089,25.7453,19.4459,11.1581,19.327,32.9774,33.2296,14.9234,26.7123,24.3023,27.8772,31.2917,35.4288,14.8757,12.8674,8.32268,5.46154,18.1063,14.1743,17.9808,26.6928,6.21033,13.5856,13.2959
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_936015,15.2854,17.6914,21.2285,18.2998,23.2949,65.3025,21.6863,90.6277,10.8569,8.14675,22.2433,32.9467,33.0422,15.5487,31.9571,9.73672,28.0578,12.6306,11.3407,16.1977,332.659,17.3522,20.8486,13.1209,15.1699,8.2461,27.7192,10.7315,17.3275,12.292,13.1944,40.8131,2.26476,4.61687,28.3577,6.44149,30.032,21.8949,23.7351,6.60847,52.5368,22.7801,44.1798,86.3895,7.32844,3.32239,14.6249,3.09846,10.8147,19.2359,6.9472,20.3005,22.5209,27.6285,4.43592,10.9814,11.176,15.2988,24.9572,24.7336,34.9103,23.8848,36.7411,7.20352,13.0243,7.94784,3.10411,20.4625,30.9029,45.9549,15.1538,13.571,14.6612,19.3288
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1135748,1.06047,1.04619,0.0,0.0,2.13184,0.0,4.17303,5.32422,0.0,1.08023,3.57944,2.15423,2.24371,0.0,0.0,0.0,0.0,4.20267,0.0,0.0,0.0,0.0,3.48669,0.0,0.0,0.0,0.0,1.04473,1.0516,1.08725,3.47858,0.0,0.0,0.0,2.07757,5.20823,6.4909,0.0,1.06978,0.0,0.0,0.0,0.0,15.0638,2.09307,1.07616,1.1488,0.0,0.0,2.09381,1.06348,2.12543,2.11935,0.0,0.0,0.0,0.0,2.14673,0.0,0.0,1.04905,0.0,3.19691,0.0,0.0,3.18518,0.0,0.0,0.0,2.05834,7.33688,0.0,4.14167,7.39227
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_823628,60.1528,48.1429,45.8495,38.554,46.819,113.408,29.647,187.462,27.5135,12.241,41.8491,58.1495,62.5724,51.0964,66.7173,30.0067,62.0455,19.3414,39.7744,42.5938,625.081,32.6572,48.6707,41.7044,22.5011,62.5267,69.3538,43.8169,52.8348,36.6293,92.0888,86.4445,59.8511,26.7341,55.3046,31.3101,67.2447,43.963,67.9588,25.4473,101.793,53.3864,100.224,251.406,28.9547,25.3257,29.9324,6.19882,21.6362,41.5623,51.4644,72.2315,52.1099,43.3198,41.785,39.0413,52.4231,37.8053,77.7636,40.9671,34.1734,35.8208,67.6878,27.7329,30.589,26.5448,21.5551,30.112,33.0724,93.0759,29.6903,28.7195,38.9593,25.3952
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1917025,5.72796,3.40919,14.7643,0.0590985,4.03148,20.4488,11.0273,3.32496,3.05086,0.341223,3.20141,9.49267,9.99659,4.05571,8.3985,6.80499,2.02304,1.4108,1.64496,0.0737602,15.7452,0.0,0.0,2.35192,2.85815,0.0,16.4262,0.0,14.4451,0.0,0.0,0.0,0.375528,0.0,6.11396,6.13996,2.72815,0.0,0.0,8.36084,0.0,0.0,7.90695,22.1886,4.5532,0.0,0.0,0.0,3.06128,1.64327,0.0,0.610129,8.09645,0.0,0.0,0.0,0.0,0.0,12.2027,0.0,25.7987,3.65077,7.70004,0.0,11.1848,0.187504,1.46468,0.0,13.3953,0.0,13.5147,4.74627,7.43784,0.929749
NI_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_1982258,4.23539,20.7881,14.8972,7.27698,11.9648,8.23584,8.18225,39.2622,8.20525,5.14242,16.7788,10.6303,14.775,24.6222,19.8303,9.52128,6.11436,11.3223,21.049,8.38466,172.745,4.10611,10.4286,15.7452,6.14129,16.6152,11.3005,12.4177,11.9366,11.4482,14.7322,27.1118,47.6888,8.26074,25.2951,8.21015,14.7497,22.7087,21.129,12.3236,47.8399,18.5997,17.8429,112.196,10.2206,7.21583,9.4626,1.06721,4.15998,12.6455,19.559,12.6392,17.4313,21.9104,9.22759,15.5716,20.198,20.8844,12.3574,23.6964,15.7334,15.4932,11.4599,14.7372,9.26794,2.05574,10.5764,3.0846,10.5033,8.29124,12.8228,4.14366,16.4449,17.2557
DM_I_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_560599,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_644406,12.6257,24.2334,21.4948,18.5331,15.8565,47.598,4.18903,33.8582,0.0,3.06723,10.1528,27.3511,45.6819,31.0937,22.8034,20.5712,12.5294,0.0,11.14,0.0,139.111,0.0,40.7813,0.0,0.0,11.7068,7.70182,9.63758,11.8421,0.0,11.6831,10.597,3.08972e-08,5.68332,21.1627,0.0,34.3038,21.0399,22.5521,10.049,32.1126,26.2442,20.4075,119.5,21.3291,6.18861,20.6335,1.6101,2.45959,0.0,12.3926,14.6197,4.449,12.4836,9.12096,13.6039,10.4182,6.10111,21.0972,7.38408,40.7039,17.5032,34.8774,22.9571,17.0501,19.3123,16.3185,13.8729,4.92933,24.5921,8.89084,10.0307,13.6843,31.4901
