target_id,LB_I_24H_5,LB_I_6H_3,LB_I_9H_3,DM_NI_48H_4,DM_I_48H_4,LB_NI_9H_4,LB_NI_6H_4,LB_NO_0H_1,DM_I_24H_2,DM_NI_24H_2,LB_I_48H_3,LB_NI_48H_5,LB_NI_24H_3,DM_NI_48H_5,LB_NI_3H_1,LB_I_6H_2,LB_I_24H_4,LB_I_9H_2,LB_NI_9H_5,LB_NI_6H_5,DM_I_48H_5,DM_I_24H_3,LB_I_48H_2,DM_NI_24H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_3H_5,LB_I_9H_1,LB_I_6H_1,LB_NI_3H_2,LB_I_48H_1,LB_NO_0H_3,LB_NI_24H_1,LB_I_3H_4,LB_NI_3H_3,DM_NI_24H_1,LB_NO_0H_2,DM_I_24H_1,LB_NO_0H_5,LB_NI_3H_4,LB_I_24H_1,LB_I_3H_3,LB_NI_48H_1,LB_NO_0H_4,LB_NI_3H_5,DM_NI_48H_1,DM_I_48H_1,LB_I_3H_2,LB_NI_6H_1,LB_NI_9H_1,LB_I_48H_5,DM_NI_24H_4,DM_I_24H_4,LB_NI_9H_2,LB_NI_6H_2,DM_I_48H_2,LB_I_3H_1,DM_NI_48H_2,LB_I_24H_3,LB_I_6H_5,LB_I_9H_5,LB_NI_24H_5,LB_NI_48H_3,DM_NI_24H_5,LB_I_48H_4,DM_I_24H_5,LB_NI_9H_3,LB_NI_6H_3,LB_I_6H_4,LB_I_24H_2,LB_I_9H_4,DM_NI_48H_3,LB_NI_24H_4,LB_NI_48H_2
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1262965,0.0,1.72428,2.14873,1.04771,2.19929,0.0,1.09504,0.0,0.0,0.0,1.19163,53.24,22.1976,1.13151,2.11731,2.14005,1.04534,0.0,1.09283,1.0841,0.0,0.0,1.16127,0.0,2.34884,0.0,1.05828,1.08085,0.0,1.22206,3.33914,3.41801,0.0,1.09827,2.17321,0.0,2.41689,2.24625,1.15926,1.07282,1.1188,0.0,2.25996,3.42448,0.0,0.0,0.0,14.9643,0.0,11.9311,2.10139,3.27972,1.10156,0.0,3.36116,0.0,1.17901,52.1461,2.27772,1.10734,0.0,0.0,1.16954,1.2324,1.06603,0.0,0.0,0.0,14.4025,0.0,0.0,0.0,1.31847,2.15101
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1202312,0.0,1.66425,1.86845,0.0,3.44129,1.1358,2.23422,2.21995,2.30654,0.0,1.09576,68.9239,85.6271,2.48686,4.50064,2.21446,0.0,0.0,2.23905,0.208703,3.88826,0.0,6.52954,0.0,3.36022,2.16349,2.68962,2.19024,2.12692,2.25012,1.08752,1.10919,2.0945,2.73116,3.26916,0.0,3.32551,1.21662,1.16669,2.13824,1.05242,1.06703,3.33655,10.2146,1.10547,3.30644,3.11927,11.4718,0.0,13.1924,1.13537,4.43887,0.0,2.04822,0.0,1.05574,13.0117,34.4801,0.0,1.19841,3.31839,0.0,1.1428,1.09085,0.0,1.10634,1.11246,0.0,11.586,0.0,0.0,1.36934,1.31712,3.5154
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1216752,868.575,484.148,774.652,440.384,353.467,1136.84,305.862,1898.23,196.566,161.214,626.806,870.814,7528.77,510.76,947.855,573.62,339.247,216.001,771.712,701.058,11831.0,238.021,728.653,211.471,248.071,437.104,618.125,321.542,548.56,506.425,736.416,684.375,886.073,291.07,513.679,211.024,529.695,458.217,1535.01,214.86,1316.94,656.605,1411.93,4448.06,179.51,302.675,488.474,103.462,163.416,702.497,312.949,966.884,488.875,471.468,245.397,377.463,718.397,762.864,525.518,592.134,815.367,464.014,1021.33,520.649,335.369,219.311,344.3,464.834,511.245,499.708,507.634,432.776,385.267,287.028
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1199477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1241264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1261418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00213,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1344881,22.2742,44.4982,48.6269,34.5686,46.4047,62.5885,19.9263,164.082,10.7494,10.2916,33.9067,29.5355,62.0479,47.1933,50.9709,8.47526,37.3068,46.9372,29.5806,43.202,1399.0,21.4007,44.3236,19.7663,13.3229,31.0518,53.9876,47.243,19.2617,22.4308,28.3091,76.9922,12.7522,22.9617,43.4014,18.6641,61.2977,45.9919,126.384,24.3352,94.7456,27.5268,52.2295,304.55,36.8031,22.8737,17.2489,6.5953,7.59175,17.8214,42.6326,45.1329,38.3846,9.4827,10.4579,27.3829,69.3387,24.9856,49.0666,17.791,35.1953,44.0889,28.4149,8.8235,42.4404,39.2432,7.97903,35.5154,36.89,108.147,28.4198,45.0078,21.469,33.5112
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_866563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42716e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_938146,14.8277,0.0,3.03319,20.2991,2.10489,8.11823,3.02681,55.8905,4.25792,8.18279,8.41656,25.1999,2.08815,2.04743,5.12618,17.2181,1.01381,0.0,0.0,1.01449,0.0,2.10835,18.8464,4.36199,3.12421,10.4543,11.2023,1.2181,13.6618,2.24913,4.11383,4.70924,0.0,6.09914,53.0936,14.2633,11.4976,0.0,39.2104,13.6475,0.0,5.12694,18.4935,18.9603,8.17738,4.02242,5.59085,1.03471,4.01598,6.11105,8.55259,9.22831,14.9038,5.03662,0.0,18.6804,0.0,6.14193,3.09345,57.7894,1.01954,3.12103,11.3317,0.0,1.02417,10.1136,0.0,0.0,7.19319,4.08902,7.16798,6.1356,9.1382,9.33084
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_936337,0.0,1.04619,1.01776e-05,0.0,1.07522,0.0,8.14552,4.11601,0.0,0.0820796,2.18697,0.0,0.0,0.0,3.17238,3.14283,0.0,0.0,3.04686,0.0,0.0,3.21807,5.28175,2.19272,3.11676,0.0,15.8185,0.0388309,5.25799,0.0265222,1.05547,0.0,0.0,0.0,2.34666,0.0,5.95935,1.04655,2.56603,2.33442e-05,0.0,0.0,10.5822,4.30395,7.81316,0.0,0.000642523,0.0,3.03087,0.0,3.54409,1.88015,0.0,0.0,0.34842,7.49458,0.0331254,3.51432,0.0,0.0,0.0,2.14008,1.0564,0.0,1.04732,3.30439,0.0,4.33806,2.05898,2.05834,0.0,0.0,0.0,2.08166
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_781876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_590025,0.0,0.0,0.0,1.01496,4.82866,0.0,1.00894,3.04112,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01652,4.52774,0.0,0.0,4.03929,0.0,0.0,1.02162,0.0,0.0,0.0,0.0,2.01121,0.0,0.0,11.5543,0.0,0.0,0.0,1.06028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75549,13.1474,0.0,0.0,19.3503,0.0,0.0,0.0,0.0,1.03509
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_836260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.241e-07,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1139441,0.0,0.0,1.03481,1.04358,4.46369,1.02402,2.05854,25.7134,1.51369,1.02795,1.03847,2.04295,0.0,4.74417,3.56313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.50791,2.11781,1.01405,0.0,1.19168,0.0,1.29431,1.53181,1.29372,8.95627,0.0,4.25924,2.37685,2.06744,3.16824,3.77311,11.6634,1.01975,0.0,3.13068,1.41091,29.0017,0.0,1.04667,0.0,1.03811,0.0,2.59012,3.06,2.07611,3.73619,1.02343,3.11605,0.0,0.0,3.5647,0.0,0.0,1.02994,3.1453,6.89836,4.2385,1.03071,2.09824,2.05088,1.03269,0.0,1.04694,9.56396,1.06787,0.0,1.02401
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_884239,4.44537,17.176,2.32804,2.18175,8.65311,1.18094,4.82098,26.1859,6.31319,3.04023,13.2232,9.50462,13.4862,1.11886,5.61969,8.14476,3.55271,2.13283,3.10049,2.16444,2.85985,2.48333,10.1741,4.75078,21.0826,3.2048,1.10961,13.2676,5.2115,1.17065,3.75969,2.81318,0.0,0.0,8.79134,7.78655,23.5785,30.4829,12.0567,3.62795,2.2974,3.46887,6.50249,32.1451,1.3359,6.65827,7.85118,2.62958,2.75641,3.2413,9.22544,8.31863,6.29868,1.04012,3.60959,6.36143,53.1149,6.50768,1.66131,0.0,27.0067,1.06645,9.6534,0.0,2.17735,8.09591,0.0,3.22598,2.00226,3.3325,4.79768,0.0,2.02248,1.8332
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_996493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1472958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25566e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1024746,0.0,1.00453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.50373,1.00355,0.0,14.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0726,0.0,0.0,0.0,0.0,0.0,1.01389,0.0,0.0,0.0,0.0317448,0.0,0.0,1.03713,33.5741,5.01173,2.02853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.007,0.0,1.0169
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1310519,62.9537,9.67549,35.0759,4.83038,5.52339,0.0,50.2428,25.4945,3.74782,6.56258,0.0,4.29282,1.34097,2.2322,16.9768,5.44709,0.0,22.1039,1.13115,0.0,0.134425,3.82342,8.64496,1.79845,4.09474,0.534133,10.9055,5.78352,14.4796,0.0,50.7572,17.5418,11.0581,3.17512,34.712,32.6233,5.92628,10.2069,9.21206,58.8536,57.8977,36.6121,4.93107,81.183,9.64144,7.42275,0.0,6.71036,9.60702e-05,1.45397,11.3878,18.5612,6.3536,0.0,31.2504,4.45938,0.0,11.6218,1.68331,5.67137,0.0,1.54528,4.85595,4.65835,0.0,9.40891,2.56328,7.04079,0.0,17.001,1.72075,45.9626,2.5694,10.5323
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_698939,1.04758,1.03552,1.04369,0.0,3.09993,0.0,3.05457,5.49953,3.95231,4.42314,3.30858,2.14974,1.10338,1.03349,2.11317,2.31721,1.05057,4.2145,0.0,3.10165,1.03669,2.11414,8.66202,6.51441,1.03457,0.0,3.11671,12.1328,1.25085,4.2001,2.08517,2.14561,1.02629,2.07488,3.09618,2.57705,0.0,9.38104,5.71413,3.06983,9.48623,1.02658,3.21823,17.5653,2.0626,2.14841,4.21472,1.01109,1.34093,2.09381,2.10984,1.04843,4.26506,0.0,3.10416,2.11622,7.3125,3.96163,2.80479,0.0,6.19156,2.12567,9.44865,0.0,1.04067,7.92076,2.25463,8.30584,1.47254,1.02565,2.07486,1.03868,1.47148,4.08278
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1206288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11085,0.0,0.0,0.0,0.0,4.54961,0.0,4.68648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8894,0.0,3.13938,0.0,0.0,0.0,7.33272,0.0,6.22171,16.1009,0.0,0.0,0.0,0.0,66.5619,0.0,5.30505,0.0,0.0,19.6068,0.0,9.88634,0.0,0.0,0.0,0.0,0.0,0.0,1.05669,0.0,2.14751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17858,0.0,2.26078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04406,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1231474,0.0,16.7227,51.5695,9.38945,4.60559,1.03395,7.07301,11.3078,5.67891,1.66787,3.57488,1.82305,2.16255,2.27335,3.17596,6.49333,0.0,29.583,0.0,1.09243,5.23123,5.05626,17.2358,0.0,9.9466,2.87086,2.77621,61.4821,7.67302,0.0,1.3511,0.0,0.0,0.0,26.5925,2.76775,4.24457,0.0,7.70033,19.0255,4.59253,1.50053,14.2797,42.3734,7.18559,6.66857,4.78986,12.2241,6.91472,0.292137,0.0,33.8288,5.31854,0.0,0.0,10.0271,29.3912,5.93051,0.0,0.00110052,15.6457,0.0,1.65824,0.0,9.59428,15.1377,4.64596,2.5763,1.30932,0.0,0.0,5.82808,0.0,1.55428
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_749704,0.0,0.0,0.0,2.02991,8.41955,1.01478,0.111578,45.0885,0.0,0.0,0.0,0.0,0.0,0.0,8.15431,0.0,0.0,0.0,0.0,4.73619e-07,0.0,4.2167,0.0,5.45248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5085,8.45517e-06,0.0,0.00152618,0.0,28.3228,6.24193,1.77696,0.0,0.0,3.07616,0.0,49.3473,0.0,0.0,12.1801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97098,0.0,0.0,12.5589,0.0,0.0,0.0,0.000105158,1.02225,0.0,0.0,3.03432,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1205667,72.1531,53.1481,71.5002,83.7377,92.2773,145.08,73.3217,252.974,52.8215,23.3665,112.93,78.0748,137.954,125.123,131.857,70.0494,96.3363,34.4676,82.0059,63.5452,1097.95,49.8024,86.7992,70.9643,39.7587,97.6528,103.629,70.0758,68.5407,85.351,119.868,118.676,44.8939,37.8586,136.722,51.1015,115.19,95.9309,146.51,54.7962,163.355,90.9624,177.756,467.312,53.67,33.8658,50.2346,12.3751,24.4574,60.9568,72.0998,85.7771,76.3199,87.2233,74.0854,73.5874,115.584,74.3089,77.6358,63.2371,116.454,91.7153,103.765,40.4358,72.1124,38.6303,80.5551,83.1133,62.7698,128.356,62.2809,56.1592,61.2751,69.8676
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_682350,0.0,2.18379,0.0,2.11839,1.61294e-06,1.1358,0.0,129.304,0.0,0.0,5.01475,6.05424,3.35549,2.76264,7.10639,2.35113,0.0,3.49453,0.0,1.5689,13.8865,0.0,13.5155,0.0,5.67315,3.24523,2.51142,2.55158,8.52202,0.0,5.67319,14.5894,9.424,8.41382,0.835805,6.28939,6.29894,124.285,23.9291,2.27256,0.0,3.15929,6.37158,48.0965,21.5031,10.3662,12.8508,2.17721,0.0,31.463,2.38193,2.81797,26.5308,0.0,5.58001,0.0,11.4046,2.81138,20.1543,4.19746,0.0,1.28158,8.96735,0.0,17.9996,12.1512,0.0,0.0,17.73,1.04061,0.0,3.16264,0.0,15.3968
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1229081,0.0,4.2993,2.11484,2.10998,5.11442,0.0,8.10767,15.5795,3.22564,3.07325,6.34259,14.8906,3.74359,3.35513,2.14641,3.16501,0.0,5.2559,2.04864,1.04351,1.06819,0.0,4.20202,10.6358,3.94156,0.0,0.0,8.24912,2.11558,3.32553,3.16956,3.28748,19.8977,2.09265,6.38192,4.18018,22.6975,15.3215,1.0798,1.06218,0.0,8.37758,2.11114,18.4013,4.02808,2.07324,1.03344,0.0,3.13109,3.15983,4.3273,5.03501,8.66615,2.04822,3.14225,0.0,3.15693,7.89016,1.06095,8.35623,2.21226,2.18977,6.47861,2.12024,1.06166,14.3825,0.0,0.0,2.10654,9.23469,3.23957,2.10843,5.25874,1.07525
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1765377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155294,0.0,0.0,0.0,0.0,0.0,1.02858,0.0,2.05114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45291e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06856,0.0,6.16894e-08,0.0,0.0,0.0,6.37831,0.0,1.02885
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_742602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1136879,0.0,1.03769,0.0,0.0,1.0391,0.0,0.0,18.0751,1.08531,1.05103,0.0,1.0595,1.08195,4.1143,1.14422,0.0,0.0,0.0,0.0,0.0,54.154,0.0,0.0,0.0,4.77152,0.0,0.0,0.0,2.24107,0.0,3.20691,0.0,0.0,0.0,1.062,1.05068,21.45,0.0,1.07919,0.0,0.0,4.24623,0.0,2.31041,0.0,0.0,0.0,0.0,0.0,1.12973,2.06567,0.0,2.30437,0.0,1.11251,3.08666,20.6908,0.0,0.0,0.0,0.0,6.3878,0.0,0.0,1.68331,0.0,0.0,1.11703,0.0,2.11455,0.0,0.0,0.0,9.71109
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1173229,0.0,3.07091,0.0,1.01102,4.08924,1.00331,7.92458,129.784,0.0,1.00644,0.0,0.0,0.0,16.1657,0.0,2.27019,0.0,0.0,0.0,0.0,6.15362,0.0,5.34441,7.17897,4.30822,0.0,0.0,4.50469,0.0,1.11044,7.19986,1.13979,0.0,4.91038,1.10122,1.01338,1.02125,1.90996e-07,3.09134,0.0,0.0,7.15694,4.04232,26.4047,1.17569,1.00625,0.0,0.0,0.0,0.0,3.06558,2.05381,2.14715,0.0,0.0,10.1024,0.0,2.02756,0.0,0.0,0.0,0.000229705,0.0,5.23191,1.01022,0.0,0.0,0.0,1.02704,1.02219,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_822123,0.0,2.07106,1.36405,66.1888,0.0,0.0,2.37245,18.7895,0.0,0.0,5.19714,31.2568,2.43231,12.2816,12.8718,1.15361,0.0,3.40922,2.20168,0.0,0.0,0.0,0.0,2.09275,1.42949,0.0,26.2202,9.82485,14.1794,10.3642,15.4673,4.7498,0.0,0.0,48.5244,1.02001,1.04322,1.0207,3.14394,4.96334,4.39871,3.07843,3.09581,10.873,6.80067,1.0,2.11468,1.03556,0.0,0.0,0.0,8.67012,12.743,1.0179,6.12816,9.15903,4.29351,1.02799,2.00526,0.0,0.0,7.41111,2.75675,0.0,2.39896,4.20929,0.0,4.52625,2.04421,0.0,3.18934,1.03984,0.0,3.2044
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_106905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_587841,0.0,4.0,0.0,1.34979,3.0301,0.0,0.0,5.28583,0.0,2.0337,4.06663,13.8273,2.01479,0.0,28.6914,1.11194,2.01362,0.0,0.0,0.0,0.0,3.14322,1.00704,0.0,0.0,0.0,1.00265,0.0,0.0,0.0,10.3547,1.15526,0.0,0.0,3.06408,0.0,37.5028,0.0,21.7761,2.41947,0.0,3.03647,0.0,13.3333,1.22095,3.01682,0.0,0.0,0.0,0.0,4.18102,7.09489,4.06229,2.64749e-06,0.0,3.0399,26.665,1.01086,1.02048,0.0,0.0,2.03262,1.01091,0.0,0.0,0.0,0.0,13.0556,2.01904,0.0,1.01171,0.0,0.0,8.21049
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_649498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.40149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23531,0.0,0.0,0.0,1.00666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0712,0.0,1.01268,0.0,0.0,0.0,0.0,4.15731,0.0,2.01121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3876,1.00831,0.0,0.0,0.0,0.0,0.0,1.01171,0.0,0.0,0.0
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_669019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27826,0.0,1.54672,0.0,0.0,5.34969,0.0,14.4503,0.0,0.0,1.20673,0.0,2.0503,0.0,0.0,3.19058,0.0,0.0,0.0,0.0,2.46138,0.00975799,1.22857,1.07222,20.5698,0.0,0.0,8.40926,0.0,19.3008,1.03489,1.04332,2.11002,1.04138,6.62588,10.4608,4.93996,22.7073,0.0,1.13915,1.04659,2.01634,0.0,3.27438,0.0,0.0,0.0,0.0,0.0,1.02255,0.0,0.0,0.0,1.02856,0.0,3.14377,0.0,0.0,1.01964,0.0,4.8884,0.0,0.0,0.0,5.113,72.6757,2.1894
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_819109,20.0116,37.47,21.2523,16.5597,21.0972,65.6969,20.549,100.131,20.9663,4.40891,29.8087,31.3109,32.8224,21.5005,37.8959,14.5983,26.6025,9.18502,40.4903,26.1484,334.003,17.2181,22.6672,19.3666,4.87444,15.4816,23.1342,15.2857,14.6529,26.5493,30.7477,44.7747,13.8,9.26054,37.1643,17.2218,38.7675,26.7895,29.4427,7.15305,52.7602,36.3075,52.4669,125.701,22.4737,14.5101,28.6707,4.3634,12.4395,20.9989,33.6484,31.9812,27.9039,14.4306,13.2569,18.5397,33.4162,28.5011,35.5501,27.6729,35.5685,37.022,27.1225,12.6702,19.1901,16.3249,20.1459,19.6311,20.5358,21.5298,19.0716,14.9773,21.7477,27.0517
