target_id,LB_NO_0H_5,LB_I_3H_3,LB_NI_3H_4,LB_I_24H_1,LB_NI_48H_1,LB_NO_0H_4,LB_I_3H_2,DM_I_48H_1,LB_NI_9H_1,LB_NI_6H_1,DM_NI_48H_1,LB_NI_3H_5,DM_I_24H_4,LB_I_48H_5,DM_NI_24H_4,DM_NI_48H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,LB_NI_6H_2,LB_NI_9H_2,LB_I_3H_1,DM_I_48H_2,LB_NI_24H_5,LB_NI_48H_3,DM_I_24H_5,DM_NI_24H_5,LB_I_48H_4,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,DM_NI_48H_3,LB_NI_6H_3,LB_NI_9H_3,LB_NI_24H_4,LB_NI_48H_2,DM_I_48H_4,LB_NI_6H_4,LB_NI_9H_4,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,DM_NI_48H_4,DM_NI_24H_2,LB_I_48H_3,DM_I_24H_2,LB_NO_0H_1,LB_NI_48H_5,LB_NI_24H_3,LB_NI_6H_5,LB_NI_9H_5,DM_I_48H_5,LB_NI_3H_1,DM_NI_48H_5,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_I_48H_2,DM_NI_24H_3,DM_I_24H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_6H_1,LB_I_9H_1,LB_NI_3H_2,LB_I_3H_5,LB_NO_0H_3,LB_I_48H_1,LB_NI_24H_1,LB_NI_3H_3,LB_I_3H_4,DM_I_24H_1,LB_NO_0H_2,DM_NI_24H_1
DM_I_24H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1104609,5.33353,1.03725,6.51408,8.33236,0.0,6.34632,0.0,0.0,1.07974,3.12595,2.09696,7.31832,11.1133,1.08639,0.0,0.0,0.0,0.0,2.06616,5.22897,0.0,2.76951,0.0,0.0,0.0,17.2177,0.0,1.05102,0.0,0.838834,2.07637,14.4749,0.0,0.0,0.0,5.54478,1.08666,2.05166,2.07012,0.0,0.0,3.16676,2.07422,0.0,2.14029,0.0,0.0,0.0,0.0,2.04861,1.09177,10.2716,7.78186,0.0,0.0,0.0,0.0,0.0,0.0,1.08637,0.0,0.984969,0.0,1.22282,0.0,0.0,0.0,7.53603,2.13534,1.05438,5.73364,0.0,8.67597,0.0
DM_I_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_814450,1.56501,1.6968,0.0,2.12039,5.92273,12.4396,0.0,0.0,1.51059,1.90858,3.12093,4.55168,9.60347,6.56426,1.99603,11.7985,3.85068,1.01965,0.0,7.79409,5.29807,0.0,3.55899,3.01268,0.0,2.84259,1.45557,3.04788,0.0,0.0,3.58035,0.0,0.0,0.0,0.0,0.0,11.4185,0.0,0.501139,0.0,0.0,1.15503,1.39619,7.106,2.78418,4.13951,15.4587,7.96095,0.0,1.23307,6.5812,0.0,3.2648,3.02318,6.08283,0.0,7.01522,4.27375,10.7528,2.34475,0.0,1.03131,0.0,1.08132,0.0,0.0,4.62605,4.78583,0.0,11.6371,0.0,3.11889,10.5191,5.52746
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_874431,39.9752,21.803,14.3456,65.8456,55.0304,94.111,5.00664,15.6752,12.1287,14.4451,10.1141,10.2609,29.4168,22.3434,30.9338,23.5669,18.8914,47.6341,26.2004,20.1667,9.19797,30.3742,21.4368,30.7793,35.5509,14.1296,10.2152,18.7758,23.3925,26.0351,15.8427,26.2153,25.2656,17.4423,15.3682,14.9322,30.8592,17.9423,41.5153,14.9938,17.0739,14.7851,8.82343,9.16303,34.2342,9.94956,88.4276,36.4755,41.8147,23.4071,35.0815,206.931,47.9544,31.3366,13.7156,14.3863,14.4015,32.8053,18.4709,22.0638,9.34231,18.7909,21.7727,29.8087,17.8346,34.8718,41.8889,29.6625,37.9813,31.768,13.0826,31.9355,24.662,13.0379
DM_I_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1471293,18.3428,20.5672,20.9497,33.0129,29.8403,48.8736,6.11652,2.84022,13.4847,9.67292,6.00703,5.24235,15.9646,32.593,9.07473,11.6913,4.32545,26.0708,50.5975,0.0,13.3901,8.00632,15.3678,0.0,16.0708,4.94409,12.5417,17.7645,0.0,12.0379,7.06967,5.38812,24.3192,14.1657,15.0141,21.1544,19.3603,6.13811,15.8938,21.4918,0.0,12.2869,6.9902,0.0,16.7242,8.88789,66.3362,7.91532,4.58992,10.2289,13.5625,101.127,8.86759,15.9437,0.0,0.0,3.4104,31.689,5.57742,8.07326,0.0,10.9774,0.0,26.4334,4.85796,22.608,17.8838,5.24223,5.0112,20.4128,0.0,12.2059,16.989,9.1217
DM_I_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1362280,142.588,67.8883,51.0714,159.229,134.807,405.575,8.40286,55.0409,72.7425,31.3992,36.3825,57.353,83.4247,80.5457,84.4817,51.7486,101.408,95.2648,70.5332,63.6057,81.9795,81.0539,64.0945,48.3391,120.836,44.2811,44.3577,59.7523,41.7289,135.265,71.6215,57.9652,43.5065,42.06,53.8383,67.9219,89.6133,57.6039,191.842,76.6651,83.3938,94.6717,72.3638,24.9409,90.1471,33.628,259.5,89.4295,130.089,58.5815,56.8018,733.839,124.387,102.249,43.2001,79.3044,62.0487,105.755,56.723,45.0768,26.6343,52.8238,65.0057,74.3379,83.2605,79.9467,100.687,98.263,102.42,73.5689,29.6259,80.0892,101.023,41.5009
NI_48H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_810966,0.0,1.37194,14.7018,0.0,2.80719,5.75525,1.11409,1.11057,0.0,10.7089,1.13428,0.0180494,0.0,1.66012,6.31598,0.0,2.17316,11.5107,0.0,0.0,0.600388,3.52923,0.0,0.0,1.04501,2.19715,3.60893,0.0,0.0,0.0,39.3531,62.0462,2.36069,0.0,0.0,1.24757,2.12881,1.02583,0.0,5.15523,26.9779,2.17123,4.2647,0.0,0.0,0.0,68.1078,0.0,0.0,0.0,0.0,3.10159,0.0,1.03264,0.0,21.1772,0.0,3.84407,0.0,0.0,14.2031,3.10159,0.0,0.0,1.2547,0.0,11.531,1.07658,0.0,4.2175,0.0,0.0,6.62852,0.0
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1675384,42.6709,26.675,56.1489,115.972,0.0,1.13688,16.3427,32.0313,0.0,55.8998,0.0,11.7753,0.0,0.0,51.3075,0.0,1.07534,19.166,0.0,36.6054,0.0,0.0,0.0,0.0,17.9485,0.0,26.7811,0.0,0.0,0.0,0.0,0.0,1.14357,0.0,0.0,0.0,12.7339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.013,0.0,182.08,0.0,46.0817,0.0,0.0,50.8944,0.0,0.0,16.1955,0.0,0.0,0.0,0.0,0.0,26.6011,0.0,0.0,24.6145,3.40736,0.0,7.59901,8.46282
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_658311,31.1622,6.57086,2.47281,9.97942,4.70301,44.5245,1.52203,1.05478,9.61559,4.6468,0.0,4.70438,10.5316,2.09981,5.38063,9.73196,6.34387,2.53731,4.11789,11.8856,0.0,15.1573,1.49367,4.76805,7.06023,6.83867,1.39175,6.72339,5.64894,3.08681,4.14883,2.06784,2.5032,0.0,10.5983,7.0057,11.1896,6.61147,1.03506,3.47772,3.56815,0.0,6.0062,2.43366,9.70757,4.20505,20.4208,20.796,8.89299,1.0243,1.18744,0.0,8.41319,8.88883,15.3347,11.6055,3.17342,5.67183,9.00823,0.0,1.02686,2.80511,1.22231,11.5623,4.35515,5.8087,4.60942,7.01912,2.66176,5.18042,3.67216,11.1025,13.1535,4.8972
NI_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_705863,19.5287,11.4996,2.9751,37.6783,18.1255,80.6022,2.58896,8.04018,9.26639,11.7429,7.30497,9.45888,9.79737,14.8788,20.0173,9.35471,0.0,6.23995,6.90639,6.83142,15.3151,10.097,16.0993,11.4852,22.8536,8.54621,5.36933,3.6117,11.6667,22.3188,5.24091,3.1367,13.1765,16.5662,8.20953,0.0,10.1906,0.0,8.51743,6.98808,8.91443,14.5397,10.3193,5.16836,14.2696,0.0,23.9619,4.99816,25.4054,4.00587,42.206,131.869,24.8791,9.84017,0.0,9.39587,3.82822,15.5304,12.4241,3.81765,0.0,10.5188,18.3647,7.14123,8.27132,17.78,12.7841,22.8499,0.0,21.7877,0.0,9.17132,15.1281,8.40579
NI_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_952473,7.12752,2.06327,0.049509,1.03632,1.12871,6.50051,1.01555,1.05478,0.0,2.02315,0.0,0.000194723,2.56272,4.19961,2.10202,1.54078,0.0,0.00402586,0.0,12.9503,0.0,4.96436,2.11884,3.37098e-08,1.11207,8.39851,0.0,1.06945,2.16512,0.0,4.8431,0.0,1.0744,0.0,0.0,1.04437,1.90498,4.88015,1.6926,0.0,2.3473e-07,1.02629,1.03711,0.0,7.29967,3.58993,1.03687,1.34605,0.0,1.0243,0.0,3.06668,2.54913,0.0,0.0,0.0,0.0,5.8962,3.68921,1.84881,0.0,0.0,2.79256,10.0968,2.28757,0.0,7.98048,2.09314,0.0,5.53193,0.0,1.81785,0.0,2.09878
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_846769,0.0,0.0,1.66668,1.60083,1.59888,15.874,0.0,4.8803e-06,0.721809,0.0,0.0,5.67437,2.32442,1.15755,2.17443,1.89719,3.67539,1.02311,1.36072,0.0,0.0,1.34203,6.48344,1.34604,15.2764,24.7843,0.0,4.58424,0.0,0.0,0.0,0.0,1.24797,0.0,0.0,9.08526,3.21015,12.2226,0.0,1.03586,2.14058,0.0,0.0,0.0,8.64965,4.80894,9.62604,3.49831,10.2155,1.37517,0.0,0.0,0.0,0.0,0.0896708,3.76437,8.25131,6.7755,14.0912,6.9723,0.0,0.0,0.426316,1.3963,0.0,0.0,10.3977,0.0,0.0,15.5581,0.0,1.69358,29.7165,1.2002
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_135864,1.0877,0.0,1.13576,0.0,0.0,2.38669,0.0,0.0,3.04814,3.11093,0.0,2.11481,0.0,0.0,0.0,5.81476,1.07414,2.06843,0.0,0.0,0.0,0.0,0.0,0.0,1.64621,1.08001,0.0,0.0,0.0,0.0,0.0,0.0,5.77114,0.0,0.0,0.0,0.0,0.0,2.07403,0.0,1.04043,0.0,3.08447,0.0,0.0,0.0,1.03848,1.17912,0.0,0.0,1.03713,0.0,1.05345,0.0,0.0,1.01329,1.04662,0.0,0.0,2.07193,0.0,0.0,0.0,2.11327,1.07533,0.0,0.0,0.0,0.0,0.0,0.0,1.0833,2.21535,1.01586
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_55487,0.0,0.0,0.0,1.13184,0.0,7.64158,0.0,0.0,1.28766,6.32115,0.0,1.04457,1.35661,3.88956,0.0,2.60924,0.0,0.0,1.74845,6.65439,0.0,1.21454,0.0,3.72023,0.0,2.80176,0.0,0.0,2.42024,3.16775,8.56899,0.0,0.0,0.0,0.0,0.0,1.57332,0.0,0.0,0.0,1.03436,0.0,0.0,1.63708,0.0,4.02131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35776,1.467,1.3417,1.14911,2.51012,0.0,0.0,0.0,1.30798,0.0,2.2406,1.4461,1.03663,2.19963,2.88008,2.0426,4.05503,1.67963
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_2085899,111.384,82.2577,44.4918,132.372,91.8248,246.653,8.82079,45.0908,55.9167,25.9773,14.3315,45.4291,44.6735,48.2587,95.9174,60.1597,89.9243,98.4198,49.4447,39.3027,20.5533,67.8448,49.8408,69.7903,104.089,37.1852,32.6735,43.3551,38.9655,110.723,49.8674,35.0678,38.6158,19.0659,46.7868,57.9435,58.2947,47.8618,99.4647,42.0913,72.5774,50.5379,49.6373,20.3568,62.6765,20.2145,181.715,94.5741,92.6556,70.9116,53.3201,644.927,84.8646,79.5256,35.0094,61.4647,51.1813,80.3279,59.5175,35.8504,16.6699,47.7041,41.9154,47.7948,35.7726,63.4466,105.001,82.0438,34.6105,54.8544,32.062,86.0776,85.9077,29.2282
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1870628,170.021,127.772,53.2447,161.404,185.28,438.346,25.3697,72.0645,95.2576,42.5193,50.7804,60.1965,98.2071,104.63,98.4504,77.0178,109.14,118.726,122.431,68.6273,79.4468,103.216,58.6216,131.463,98.6262,40.1685,30.1634,76.1483,44.1591,127.768,69.7194,77.9699,88.4425,29.8577,68.1993,87.0064,86.1771,74.7143,138.606,81.6849,90.7205,95.5683,76.0468,35.0751,109.629,63.6825,315.917,127.182,156.27,106.654,129.468,1179.89,134.366,90.0975,49.6176,71.2259,73.1306,114.531,63.0453,54.2275,33.1318,71.6439,74.683,104.263,100.369,109.811,148.463,143.203,95.0312,95.8739,30.8568,123.555,122.382,33.4238
NI_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_322677,0.0,2.39731,0.0,2.15038,0.0,14.1348,0.0,0.0,0.0,5.13946,1.47294,3.41652,6.62947,4.4468,0.0,7.12786,6.41219,0.0,2.04238,2.12565,0.0,7.09031,28.787,3.68386,0.0,3.02795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37742,0.0,0.0,3.15235,0.0,0.930686,1.37171,0.0,1.22604,0.0,1.77745,3.89409,7.36915,6.45465,7.99307,0.0,3.10315,0.508096,0.0,3.87627,4.49281,1.25465,0.0,4.82817,0.0,5.02696,1.72575,0.0,0.0,0.0,4.79562,0.542957,0.790743,0.912605,3.45076,0.818745,1.65272,0.0,0.0,0.0,6.35558
BL_3_CKDL230008524-1A_H5HLYDSX7_L2_2_447453,0.0,0.0,9.26388,28.1348,27.1923,24.8638,3.37491,7.36849,15.5702,0.0,3.40677,5.56761,14.3812,14.4215,9.84562,0.0,18.4289,8.74241,26.1175,0.0,10.807,27.5382,10.5718,25.5813,12.2534,9.33035,10.499,0.0,0.0,28.4674,4.75687,23.041,0.0,5.5165,0.0,6.14909,26.0749,16.0889,63.6768,11.3318,10.2924,11.5305,0.0,0.0,0.0,6.79466,39.0439,17.8106,18.2812,15.3968,18.0296,114.384,27.49,0.0,12.895,23.586,12.8658,0.0,9.70086,6.46898,7.36728,7.70137,17.3226,9.35051,0.0,19.7247,14.6603,0.0,59.0719,0.0,12.8701,12.084,0.0,0.0
BL_3_CKDL230008524-1A_H5HLYDSX7_L2_2_787642,5.73157,0.0,0.0,0.0,0.0,0.0,5.44278,0.0,0.0,0.0,0.0,1.3677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00819e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21497,0.0,0.0,0.0,0.0,6.56255,0.0,0.0,15.2837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36948,1.07073,1.11688,0.0,1.07712,1.2142,1.05049
BL_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1059558,220.897,93.7645,39.9767,233.906,231.938,504.424,13.6837,75.5939,81.6285,43.1621,54.123,65.1311,106.763,102.594,136.646,107.053,102.428,113.704,127.902,60.2206,97.9751,119.961,98.7545,84.8455,136.149,48.0704,51.12,86.3834,94.0838,145.14,84.9482,75.5671,82.7288,83.6026,69.564,128.382,107.221,72.718,219.039,100.97,110.1,99.8375,89.4544,33.0574,111.239,55.6716,327.627,135.517,221.889,112.722,132.855,1075.55,157.916,103.98,59.8683,112.543,87.999,117.796,98.5113,41.6416,57.1111,81.0755,85.8046,103.677,116.754,125.457,182.695,164.338,70.7262,124.68,51.755,113.055,138.692,46.5706
BL_2_CKDL230008524-1A_H5HLYDSX7_L2_2_963223,12.6889,1.24202,1.55655,5.14359,0.0,60.4451,0.0,3.92617,1.15357,6.00162,0.213678,5.47619,7.52092,2.75117,1.27507,13.6301,0.0,1.51867,1.02119,2.44695,0.337855,8.08878,2.07308,3.56873,6.4895,5.03059,0.0,0.0,0.0,0.0,0.0,7.48544,2.42168,0.0,5.75117,2.2621,5.44382,1.42835,2.16133,0.0,1.82367,1.11295,3.53424,1.30692,8.60401,1.07821,15.9709,11.7697,2.49327,0.517191,0.0,1.06621,0.0,0.0,1.45553,0.0,4.62584,4.06635,7.74649,2.73481,0.0,4.24747,4.63433,2.40227,1.62887,6.74177,4.76679,0.0,4.73563,5.68012,4.22282,1.21684,1.39225,3.9345
BL_5_CKDL230008524-1A_H5HLYDSX7_L2_2_832973,5.40793,0.0,10.1158,7.28353,0.0,3.61963,0.404588,0.0,2.12362,0.0,0.0,0.0,0.0,2.16182,0.0,1.05045,1.0504,0.0,0.0,0.0,0.747293,3.93323,0.0,0.0,28.0028,2.10372,0.0,18.8036,0.0,0.0,3.07598,0.0,0.00981798,0.0,1.02274,1.09954,0.0,1.02583,0.0,0.0,0.0,0.0,5.09089,0.0,2.12277,0.0,2.27948,0.0,0.0,0.00982162,0.0,0.0,0.0,0.0,0.00110207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11942,0.0
BL_1_CKDL230008524-1A_H5HLYDSX7_L2_2_230743,77.895,66.6756,32.1739,103.733,145.809,331.974,8.8978,52.3338,49.4341,28.2947,47.1737,39.7027,66.8371,78.4854,53.3412,71.0009,113.377,71.1303,106.231,57.0825,43.59,50.9166,53.7242,62.1982,75.1915,31.9353,15.8141,46.7239,31.7304,63.9084,35.9922,53.7483,57.3544,32.2545,40.5321,69.3373,86.7528,31.4051,100.292,60.5813,45.273,74.6874,54.6116,17.391,94.3761,30.388,210.801,106.938,84.7678,49.0845,75.2036,739.374,111.382,68.3611,31.1793,70.0487,44.8524,96.7919,56.2636,35.9232,26.5354,63.2093,84.3463,36.004,52.862,88.5079,87.873,82.8622,52.602,64.2479,37.1032,55.4196,66.2921,39.0209
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1651600,138.311,106.974,43.7213,243.517,164.313,478.918,10.3707,57.9174,78.6904,49.5045,35.2055,50.7524,106.674,88.8768,108.992,83.0462,127.645,116.253,111.411,79.3967,87.914,126.882,78.0836,105.367,149.794,43.1225,51.1912,82.4338,69.885,103.297,72.3929,69.9777,80.4923,71.8753,75.707,104.208,85.6782,81.7597,174.71,86.8576,92.0258,116.533,98.9059,27.8788,112.835,48.8984,335.7,124.807,166.832,66.0755,231.194,1045.65,151.044,101.635,62.0174,120.727,89.6269,92.1267,97.9101,52.0008,50.1402,95.7645,75.7066,83.7281,85.6545,127.958,158.018,155.14,137.592,134.075,41.2002,83.5009,126.516,50.0978
DM_I_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1974567,196.61,138.36,65.5173,208.556,228.476,580.433,15.9643,98.392,104.622,55.6564,49.5168,85.0017,94.4006,161.87,152.588,117.641,169.536,182.377,177.951,90.3309,93.5717,159.948,120.322,155.351,123.992,76.6837,46.3646,85.2161,84.7916,177.393,91.8358,66.5442,98.1716,83.6026,80.1754,127.255,123.19,89.499,282.594,106.707,94.3711,116.09,115.173,39.8968,133.941,43.8265,407.226,160.783,156.628,112.722,175.6,1501.24,195.348,157.126,62.216,150.057,96.1042,140.67,126.819,50.6452,55.9456,100.488,102.966,109.312,106.552,130.019,184.979,143.796,191.309,139.55,44.5334,128.052,167.112,45.4063
DM_I_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1509305,74.7308,83.0383,41.0295,118.619,128.305,263.693,10.3052,43.977,59.4043,18.7109,36.0281,49.6626,45.2465,77.5837,101.448,41.873,99.3531,67.543,84.4353,42.8079,30.561,60.1273,20.6538,66.8563,41.2322,25.9985,29.1235,29.2747,41.9756,119.78,35.2772,27.3991,47.2492,45.1155,37.2027,37.9552,80.6328,38.0779,75.9176,45.1214,69.8079,71.4238,62.6446,24.7482,75.6048,22.7097,171.487,83.501,61.7387,73.0871,30.6654,678.036,113.423,63.2641,53.9965,64.1566,55.0358,103.018,60.7595,37.6804,25.9982,48.0165,45.9644,29.2897,37.4669,69.7492,104.4,97.2312,40.4317,60.5016,27.1912,50.6464,87.8839,47.332
BL_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1832067,16.2518,18.801,8.65756,25.9709,21.7986,64.8976,0.0,11.424,12.6983,5.21766,3.13561,7.14002,12.3044,13.3468,7.43916,9.53823,20.9857,14.3834,17.4125,9.22149,3.10802,7.24791,16.4374,8.2132,12.5484,3.85557,4.21494,16.351,6.38262,4.10626,4.17933,17.8237,7.2009,6.24505,6.20398,8.17301,12.2857,8.22909,55.9902,7.51228,10.3417,9.41214,3.30154,4.08742,16.5523,7.22784,25.7774,19.9627,15.0417,6.28847,19.7097,101.213,9.65441,10.227,11.2676,15.2975,14.683,3.18407,13.3815,9.30608,2.054,2.07669,9.38482,23.9642,12.9329,9.19888,10.184,13.6545,26.7856,17.4671,1.0313,13.4052,12.2616,7.25413
BL_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1633131,77.7494,57.9611,47.5423,208.765,88.2279,344.688,7.00106,24.4115,70.5069,24.7622,21.0613,52.6855,56.4378,60.2623,0.0,62.1148,104.984,55.4049,47.7942,38.3998,20.0673,62.3297,0.0,40.1467,41.5501,19.3159,33.8143,45.3381,59.6158,67.4496,62.0399,53.7668,74.376,24.0511,28.0674,60.5018,77.9513,43.6182,258.499,53.164,61.2772,42.7294,32.6171,8.56708,81.5093,28.4787,244.847,83.979,80.5462,64.9981,67.2068,666.096,127.47,77.1566,61.8323,42.0774,28.0494,60.8926,36.7616,28.6409,34.8657,60.8473,44.1472,78.7211,59.315,56.3204,72.8911,80.4639,30.2309,66.1948,15.5511,46.8782,43.8599,21.8428
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_3846413,70.9132,31.0817,18.3508,109.211,64.1879,148.305,12.091,44.5809,59.6176,19.9938,23.4202,15.805,39.4988,29.4111,45.506,31.7074,59.5607,37.9151,39.8443,46.7539,44.5556,49.2368,22.3984,58.1492,37.1074,25.7253,11.2152,38.2101,32.1895,34.6241,28.534,21.3536,47.8759,42.2056,35.2979,36.1466,38.2739,43.0215,30.5795,54.7229,47.4584,55.1178,34.9156,16.1725,33.8424,23.0732,149.752,43.5937,54.9068,46.4019,46.1374,347.524,58.499,47.6737,39.5727,33.5599,41.0666,48.186,30.7882,23.6079,20.7707,39.052,23.5712,41.9479,42.7192,42.8476,40.4912,60.0232,29.9449,41.9579,19.9357,49.8713,57.8165,19.8027
I_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1176476,2.10078,0.0,0.0,0.0,0.0,2.21001,0.0,2.04239,0.0,0.0,0.0,0.0,0.0,2.02632,1.01479,0.0,0.0,1.00596,1.03431,0.0,78.2966,0.0,1.012,1.00053,1.01883,0.0,0.0,0.0,1.00893,0.0,0.0,0.0,1.01464,0.0,0.0,1.03564,0.0,0.0,2.03237,0.0,1.01112,0.0,0.0,0.0,2.02393,1.03055,0.0,0.0,1.00162,0.0,0.0,2.00069,1.01087,0.0,2.03992,0.0,3.51826,2.03116,1.02136,0.0,0.0,1.01255,1.01732,1.00657,0.0,0.0,2.00495,0.0,0.0,2.0925,0.0,0.0,0.0,1.01794
I_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_761767,0.0,0.0,26.3637,2.07094,1.05257,14.5241,0.0,8.54169,0.0,0.0,0.0,1.4062,28.8909,0.0,9.5589,2.07861,0.0,0.0,0.0,0.0,67.838,64.5521,0.0,0.0,3.16738,0.0,0.0,0.0,2.21704,2.03423,0.0,4.27739,0.0,0.0,0.0,2.17044,1.15763,0.0,0.0,0.0,1.08485,0.0,1.56298,1.04113,0.0,0.0,0.0,5.39712,10.7211,0.0,0.0,2.13241,0.0,0.0,0.0,0.0,3.51052,7.58001,2.46306,0.0,5.15763,0.0,0.0,2.55777,25.3485,0.0,2.53774,2.11946,0.0,0.0,0.0,0.0,3.25672,5.76594
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_2713143,1.06476,8.25307,1.54711,1.03632,2.27472,11.7263,0.0,0.0,1.10731,0.0,1.04007,1.04457,1.05442,1.0499,1.17891,3.17077,1.0557,2.03202,1.03308,2.11019,1.02666,1.0345,0.0,2.11803,3.11438,3.22784,1.04392,2.09182,1.07651,0.0,6.22325,0.0,12.4478,1.12933,3.06442,2.08874,3.14592,2.04909,0.0,0.0,3.10309,0.0,0.0,0.0,2.12818,1.05126,25.9217,6.29156,1.09105,1.0243,0.0,0.0,1.05165,1.03264,0.0,2.0476,2.11561,4.20676,3.26089,0.0,0.0,1.03386,2.09079,4.80536,0.0,2.11515,1.05345,2.10408,0.0,0.0,0.0,2.07294,3.22531,1.03591
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_2861970,1.12191,0.0,6.66107,0.0,0.0,1.20648,0.0,1.20384,0.0,0.0,13.3736,7.7206,0.0,1.10798,0.0,0.0,0.0,0.0,2.23841,20.0937,0.0,1.11775,0.0,1.09423,0.0,0.0,0.0,14.8952,5.9184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.03848,18.3397,0.0,62.6344,35.3266,0.0,0.0,0.0,1.09021,0.0,0.0,0.0,0.0,0.0,0.0,2.18752,10.1406,0.0,14.6724,0.0,0.0,1.08367,0.0,2.12859,12.4505,0.0,29.391,91.8951,0.0,0.0,1.30484,0.0,0.0,10.1263,3.43263,0.0,0.0,0.0
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_1225995,0.0,0.000464953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01979,0.0,0.0,1.12383,0.0,1.72299,0.0,0.0,0.0,0.0,0.0,2.05959,0.0,2.68675,2.06956,4.34358,2.89312,0.0,0.0,0.0,1.55219,1.02048,2.23028,0.0,0.0,0.0,0.0,0.0,2.94358,0.0,0.0,1.02904,0.0,1.29701,3.91669,3.10552,1.13406,4.86364,3.80245,3.44417,0.0,3.58982,0.0,0.0,0.0,1.59421,0.0,4.10997,1.18756,4.37168,4.68765,0.0,1.03131,0.0,1.29886,0.0,0.0,1.23706,1.49648,0.0,5.83534,0.0,2.23411,1.46787,4.28575
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1261685,1.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_3277802,281.342,183.218,87.7033,311.269,332.789,855.53,32.1013,130.724,164.856,56.124,73.203,91.6077,205.578,176.484,206.071,141.26,193.501,208.967,174.821,142.73,94.4938,176.417,123.411,207.839,130.749,87.9921,82.4503,124.114,145.488,217.732,125.246,116.885,177.994,83.3771,139.391,143.222,137.434,101.534,264.321,188.09,154.259,177.276,168.664,52.0415,183.765,92.346,595.783,233.326,210.159,169.628,105.792,2156.57,263.089,203.995,88.9242,180.338,148.306,189.097,144.413,62.0622,91.9888,168.026,124.751,146.617,162.109,180.722,284.528,237.377,199.306,207.333,74.3006,167.865,198.739,78.433
