target_id,LB_NO_0H_5,LB_I_3H_3,LB_NI_3H_4,LB_I_24H_1,LB_NI_48H_1,LB_NO_0H_4,LB_I_3H_2,DM_I_48H_1,LB_NI_9H_1,LB_NI_6H_1,DM_NI_48H_1,LB_NI_3H_5,DM_I_24H_4,LB_I_48H_5,DM_NI_24H_4,DM_NI_48H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,LB_NI_6H_2,LB_NI_9H_2,LB_I_3H_1,DM_I_48H_2,LB_NI_24H_5,LB_NI_48H_3,DM_I_24H_5,DM_NI_24H_5,LB_I_48H_4,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,DM_NI_48H_3,LB_NI_6H_3,LB_NI_9H_3,LB_NI_24H_4,LB_NI_48H_2,DM_I_48H_4,LB_NI_6H_4,LB_NI_9H_4,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,DM_NI_48H_4,DM_NI_24H_2,LB_I_48H_3,DM_I_24H_2,LB_NO_0H_1,LB_NI_48H_5,LB_NI_24H_3,LB_NI_6H_5,LB_NI_9H_5,DM_I_48H_5,LB_NI_3H_1,DM_NI_48H_5,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_I_48H_2,DM_NI_24H_3,DM_I_24H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_6H_1,LB_I_9H_1,LB_NI_3H_2,LB_I_3H_5,LB_NO_0H_3,LB_I_48H_1,LB_NI_24H_1,LB_NI_3H_3,LB_I_3H_4,DM_I_24H_1,LB_NO_0H_2,DM_NI_24H_1
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1262965,5.64034,1.11055,3.7316,2.11514,2.11025,7.68878,12.9853,0.0,7.27992,0.0,0.0,1.07427,1.05739,0.0,0.0,27.1429,0.0,0.0,2.23841,1.03864,0.0,2.47271,0.0,1.09423,0.0,1.7327,0.0,0.0,0.0,0.0,9.45907,0.0,0.0,0.0,0.0,1.20971,0.0,0.0,0.0,2.1232,0.0,0.0,2.07974,0.0,0.0,0.0,0.0,25.2024,11.8643,0.0,0.0,0.0,0.0,1.58162,0.0,0.0,1.28095,1.57227,0.0,0.0,2.07699,0.0,0.0,1.11649,0.0,0.0,1.10286,0.0,0.0,0.0,0.0,0.0,1.39379,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1202312,0.0,0.0,0.0,0.0,2.09417,8.5065,7.13312,1.49776,6.2293,0.0,2.31216,2.13907,0.0,2.29168,1.34909,17.6959,0.0,0.0,0.0,1.04458,0.0,7.1522,1.03654,0.0,1.83109,1.72816,0.0,0.0,0.0,0.0,8.70346,2.12433,0.0,1.05263,0.0,1.20871,2.20609,0.0,2.16133,0.0,1.08485,0.0,0.0,0.0,0.0,1.07821,0.0,31.6413,42.8722,1.03438,3.06264,1.06621,1.0513,0.0,0.0,0.0,1.28992,3.08325,0.0,0.0,1.10165,2.81995,2.05821,1.15485,1.26677,0.000479559,0.0,1.05736,1.27973,0.0,0.0,0.0,3.94137,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1216752,1227.89,454.415,134.871,940.285,1009.28,3453.27,78.5445,335.357,565.191,101.17,215.263,98.4802,308.075,176.501,747.094,587.406,588.37,397.023,291.961,155.746,329.34,523.532,260.099,310.338,736.269,131.757,420.541,224.434,401.571,356.122,417.648,306.181,310.562,217.359,280.033,146.305,206.973,220.369,698.434,619.157,351.79,638.825,272.733,97.1808,425.636,118.02,1399.23,607.784,5171.84,498.872,617.509,6233.46,615.588,297.106,107.891,196.665,479.552,497.604,110.445,122.296,167.193,300.718,450.407,186.332,349.732,393.96,376.363,438.78,661.667,374.986,188.673,283.344,322.331,154.631
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1199477,63.143,0.0,0.0,6.0043,4.0,11.0342,0.0,0.0,0.0,0.0,0.0,0.0,4.00176,1.00104,0.0,4.00598,5.0047,1.0,2.0,14.0,1.0,3.00182,3.00159,0.0,2.00307,1.002,2.00197,0.0,2.00135,2.00087,2.00182,0.0,0.0,0.0,19.0524,4.01259,2.00675,0.0,1.0,1.00057,2.0018,1.0,1.00073,1.00139,0.0,1.01072,24.3953,2.00251,2.00108,1.00055,0.0,0.0,4.01273,4.00251,0.0,1.0,2.00105,1.0007,0.0,2.00245,2.00398,1.00096,6.00407,1.0,1.00207,2.00921,4.00452,6.00494,0.0,0.0,0.0,3.0,5.07924,10.035
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1241264,1.00563,4.03306,1.0,2.0,0.0,4.12286,0.0,8.10768,0.0,2.0,0.0,1.0,5.0,2.03198,2.0,3.02162,4.19159,0.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,1.01383,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.05543,1.00688,0.0,1.0,1.0,6.0,0.0,2.00992,3.0,4.0,1.00038,3.0,1.0,0.0,3.0,4.05951,1.03112,0.0,5.13021,2.0,2.0,0.0,8.0,2.01461,0.0,0.0,4.0251,0.0,3.10758,2.0,2.0,0.0,1.01723
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1261418,0.0,0.0,1.0078,0.0,0.0,1.01711,0.0,0.0,4.04961,0.0,1.00377,0.0,1.00597,1.00724,2.02762,0.0,1.00776,0.0,0.0,0.0,0.0,31.2893,0.0,0.0,0.0,0.0,1.02338,2.0097,0.0,4.01152,8.03575,0.0,1.15084,0.0,0.0,0.0,3.02965,0.0,0.0,0.0,4.00899,3.00701,0.0,0.0,1.05331,0.0,3.03745,20.1054,0.0,0.0,3.17899,77.0541,5.2329,0.0,0.0,2.40946,4.78699,3.05859,0.0,1.0135,0.0,3.01216,0.0,0.0,0.0,0.0,0.0,2.00514,0.0,0.0,1.00429,2.0068,7.22351,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1344881,144.899,40.0615,25.0583,90.7023,51.9371,322.498,7.33888,20.2211,17.7222,5.73413,22.8253,38.7832,53.0642,33.5737,45.7359,28.3514,35.8878,12.7613,53.7751,13.3853,9.56647,72.5422,33.8623,44.1437,28.3587,43.6009,9.20582,46.7445,28.8339,113.331,40.7378,47.3897,26.3126,9.63044,23.8637,34.4033,50.2787,19.913,61.7254,63.2778,37.1328,21.9294,35.6038,10.6703,36.4526,9.80542,178.493,32.2755,42.9719,42.7297,35.0553,1613.01,64.2965,59.5796,41.2615,49.4267,6.6212,61.9381,19.6872,22.2029,17.2907,31.4691,20.3565,42.9149,22.4435,56.4228,93.7145,29.1885,11.6469,48.7593,25.3828,51.9304,65.2529,19.3433
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_866563,0.0,5.68021e-08,0.0,2.02935,2.02197,2.41628,0.0,0.0,4.07611,0.0,0.0,0.0,2.1584,0.0,2.02529,1.01839,0.0,0.0,0.0,0.0,1.9591e-08,1.41316,0.0,0.0,0.0,1.02732,0.0,0.0,1.01789,2.01524,1.00909,1.04118,1.12712,0.0,0.0,1.03685,0.0,0.0,0.0,0.0,0.0,1.03868,0.0,0.0,0.0,0.0,0.0,8.90685e-05,0.0,0.0,9.54932,0.0,0.0,1.00386,2.01887,1.0045,0.0,1.02671,0.0,0.0,0.0,0.0,0.0,1.04597,1.01287,2.0395,0.0,1.009,6.51573,0.0,0.0,1.01193,1.11439,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_938146,46.5541,18.3676,35.598,0.0,19.3932,145.863,4.1234,7.61406,12.2297,4.01878,16.1179,10.2737,30.5625,16.9204,14.3971,36.0351,2.04929,57.5912,3.0639,1.02739,5.10763,6.10582,19.5826,13.3153,12.2672,13.2271,14.4673,1.02325,7.18867,4.1036,26.6151,23.7802,2.33135,0.0,9.13243,30.038,13.6842,3.06185,8.12138,10.1627,18.2299,15.693,27.4332,8.20731,32.0602,15.6713,92.4136,45.4905,2.08354,4.04344,0.0,0.0,11.3195,9.13324,1.02237,1.01929,32.486,23.0417,29.6013,4.19164,3.10652,10.2211,29.2384,1.20685,26.6669,15.4227,33.2137,5.10725,0.0,64.4069,16.2151,219.291,22.2813,26.5847
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_936337,2.5337,0.0,0.00175064,1.03529,11.3076,8.63767,0.0,0.0,0.0,3.02519,0.0,7.73797,0.0,2.96046,2.49782,5.87258,0.0,0.0,1.37744,2.59575,0.0,3.43394,8.38388,4.6188,2.06071,2.17245,0.0,2.06858,5.37666,2.05787,2.04874,0.0,4.28039,0.0,2.04295,2.48708,1.05267,8.19638,0.0,2.0529,2.0633,0.0,0.0,1.06028,2.63587,0.0,3.30659,2.90715,3.23933,0.0,3.04578,0.0,4.18521,0.0,0.0,0.0,3.11949,4.69107,2.16183,3.17403,3.08059,0.0,6.27237,0.0,0.0,16.9576,0.0,2.06769,0.0,3.04037,0.0,1.03408,4.72636,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_781876,0.0,8.2217,5.0,0.0,1.02564,0.0,0.0,2.00153,1.00395,1.00057,0.0,0.0,5.67468,1.00208,1.00161,1.0037,1.0014,1.0,4.0,0.0,1.0,0.0,2.00319,0.0,3.7108,4.02397,0.0,3.82216,1.00203,0.0,1.00091,0.0,0.0,0.0,1.0483,0.0,1.03084,4.69573,2.0,1.00057,0.0,0.0,0.0,0.0,0.0,1.04946,4.05477,1.05223,1.00108,3.00332,0.0,1.00035,0.0,6.1268,1.00664,0.0,1.05386,4.96642,0.0,0.0,1.00199,0.0,0.0,0.0,1.00207,2.01045,2.12512,1.09434,2.0037,0.0,0.0,0.0,0.0,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_590025,0.0,0.0,0.0,1.0145,0.0,1.03852,0.0,0.0,0.0,11.0517,2.01474,0.0,1.05388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.24,0.0,1.73518,0.0,0.0,20.3434,0.0,0.0,0.0,0.0,1.03579,4.71498,1.02685,0.0,0.0,0.0,1.0462,1.01284,0.0,2.0684,0.0,3.07674,1.0289,2.87426,0.0,0.0,0.0,5.92015,0.0,1.01989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59579,0.0,0.0,1.02031,0.0,1.59635,1.01345,4.03959,1.06475,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_836260,0.0,0.0,0.0,0.0,0.0,1.20906,0.0,0.0,0.0,0.0,0.0,1.38969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000379817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1139441,12.1834,3.08716,1.10987,0.0,1.61804,39.0869,1.04926,0.0,2.40031,0.0,1.01501,0.0,3.94059,3.06659,2.06236,4.95548,1.02974,0.0,0.0,3.07948,1.0298,0.000941228,0.0,4.13913,7.07974,3.14258,5.20301,3.0627,10.5206,1.02755,2.17209,1.05905,2.05278,2.03177,0.0,2.05036,6.18039,2.08568,1.00228,1.0281,0.0,1.51966,1.03945,1.03179,3.09957,1.40997,25.8544,5.70639,0.0,0.0,0.0,4.11298,3.10741,4.62871,1.02588,0.0,0.0,5.03408,3.12849,0.0,3.04432,0.0,1.26669,4.15708,4.73546,1.18715,9.16307,2.86084,4.16203,4.29023,5.25311,3.50775,4.18223,2.0567
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_884239,4.17657,0.00815332,2.74668,2.48806,5.16425,54.6287,3.57511,7.74266,2.09578,2.05739,6.90064,0.0,5.09549,8.62563,8.56435,5.38698,22.5204,0.0,1.62928,3.33372,1.04368,40.3283,5.9776,1.73648,8.57175,5.36171,0.0,1.59103,4.45133,4.03,0.0,0.0,3.99919,0.0,2.55654,3.30642,9.66388,2.82095,1.07303,2.20725,11.4194,2.19871,0.700224,1.59405,9.81699,6.28554,23.7422,10.3999,14.2124,1.04713,2.05234,2.56964,5.5545,1.46618,0.0,0.0,8.00594,5.29152,5.78092,2.38958,11.5342,1.36822,4.21062,11.2651,2.36445,1.4419,4.19602,6.14261,0.0,8.37862,0.0,26.9407,19.5469,8.46609
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_996493,0.0,0.0,1.79511,0.0,3.0117,3.12434,0.0,2.02023,8.09922,0.0,0.0,1.00908,3.0132,3.02637,1.00567,5.04349,0.0,1.00206,0.0,3.01652,1.0031,2.05444e-07,0.0,0.0,4.01601,0.0,0.0,2.0097,2.01228,1.00878,0.0,0.00012875,1.00457,0.0,0.0,2.03358,2.03639,0.0,2.0597,0.0,0.0,0.0,0.0,0.0,0.0,2.02986,4.06933,4.03202,1.0123,0.0,3.17899,0.0,0.0,15.5226,6.68243,0.0,1.09118,5.02502,1.02938,0.0,0.0,0.0,0.0,2.03008,0.0,1.00652,1.02255,1.00488,1.03561,2.04156,0.0,0.0,46.9261,1.04616
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1472958,2.3781,0.0,0.0,6.51262,0.0,0.0,0.0,0.0,2.08346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02298,0.0,0.0,4.89562,0.0,0.0,0.0,0.0,5.01139,0.0,0.0,0.0,10.932,0.0,2.05272,0.0,1.02236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00836,1.06613,0.0,0.0,0.0,0.0,1.02512,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1024746,2.03263,2.01347,0.0,1.0055,1.00409,1.01777,0.0,0.0,1.016,0.0,0.0,3.03249,0.0,1.01142,0.0,1.01179,1.00934,1.00206,1.00509,0.0,0.0,1.24786,0.0,0.0,0.0,0.0,1.57391,1.00661,0.0,0.0,2.01411,6.0999,1.00718,0.0,0.0,2.0431,0.0,0.0,0.0,4.93065,1.00802,0.0,0.0,0.0,33.9635,0.0,4.1844,1.01109,0.0,0.0,6.35799,0.0,1.00867,16.0515,0.0,0.0,1.08945,15.0648,2.04808,0.0,0.0,1.00405,1.00493,0.0,0.0,1.53977,1.01762,0.0,0.00010188,0.0,0.0,5.03012,34.2406,2.08648
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1310519,0.0,36.0547,57.1428,43.3712,3.89519,71.224,6.52499,0.0,1.62619,0.000101573,7.12156,8.87003,6.67921,11.0367,14.5694,10.1651,0.0,6.63543,1.76359,30.0398,0.0,0.0,3.41386,1.16043,5.27075,9.20253,3.75248,0.0,1.57762,16.1459,0.0,46.2676,4.13965,4.59093,2.64268,8.46657,5.59763,52.9826,0.0,6.21191,2.11631,63.3477,6.34453,6.87306,0.0,3.20959,23.5602,1.97172,1.17237,0.0,1.18849,5.53039,16.3104,2.49237,11.9666,0.0,5.18347,7.69484,1.53882,3.54255,4.01093,0.515654,14.2293,2.79021,0.0,12.9946,17.4116,52.7875,10.6646,34.3242,2.87059,10.4631,7.04385,38.8532
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_698939,5.21617,1.01938,2.3093,4.06696,2.04512,18.7581,1.2607,1.80848,1.02653,2.00338,2.07026,0.0,3.5162,1.16658,0.0,1.58222,3.37075,0.0,3.82365,4.25891,0.0,5.63891,1.21672,3.44451,17.0076,8.90258,0.0,1.5384,3.08031,1.27203,2.05522,1.03392,7.92698,1.12933,1.76128,6.92726,0.0,3.64896,0.0,0.0,0.0,1.02629,1.42932,4.67374,4.55558,2.67494,3.65164,2.44753,0.0,3.07291,0.0,0.0,3.98325,2.23836,1.03568,1.0238,2.59,7.92761,7.53172,3.13751,1.02686,0.0,0.0,13.8222,3.97472,2.78525,2.9914,1.41604,4.93852,3.08938,2.02454,10.1021,4.43454,3.56254
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1206288,28.1938,23.9371,1.08834,1.02502,6.01216,28.1584,0.0,1.10594,6.30873,0.0,2.03772,0.0,16.8979,2.0941,1.03132,3.08498,0.0,0.0,1.00509,3.07595,0.0,0.0,2.03998,0.0,5.13125,2.13119,1.85102,2.25212,6.33984,0.0,3.0625,0.0,2.70772,1.04253,1.02627,4.27794,0.0,4.207,7.18659,0.0,3.48956,0.0,5.14225,1.01199,6.1862,0.0,4.59326,7.93325,8.86256,1.03132,0.0,0.0,6.55677,1.02285,23.261,1.016,0.0,11.8249,1.06289,0.0,3.10187,1.02778,40.7513,0.0,2.43965,8.3712,20.1786,8.24087,0.0,9.51632,0.0,1.02196,72.1945,0.0110765
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1231474,12.341,1.54294,19.4353,4.32259,12.8205,38.5764,12.705,4.81536,0.0,6.69526,5.49815,7.2814,6.01968,0.0,32.884,5.8034,13.2077,0.0,0.0,0.0,0.0,29.01,10.0695,0.0,1.93336,14.217,2.02568,11.2753,0.0,0.0,1.25916,5.83161,2.41766,2.51738,0.0,1.66876,3.45521,3.13051,2.07403,50.9568,16.0802,0.0,9.02203,1.60548,3.76562,5.79121,10.004,2.28199,1.85704,1.06619,0.0,0.0,3.16006,2.91304,28.5863,0.0,6.67556,17.527,0.0,4.25717,9.81482,2.16342,7.07601,61.4143,0.0,0.0,0.0,1.43943,0.0,25.9363,0.0,0.0,4.70054,2.83851
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_749704,1.79848,3.06126,0.0,5.36855,0.0,35.9742,0.0,9.93141,0.0,0.0,1.06431,0.0,1.54787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42148,4.87806,0.0,0.0,12.9181,0.0,2.0518,0.0,0.0,0.0,0.0,3.04414,0.0,10.5263,0.323621,1.01517,1.01277,0.0,0.0,2.02568,0.0,0.0,0.0,53.209,0.0,2.52709,4.2643e-05,0.0,0.0,6.52556,2.38854,0.0,0.0,0.0,0.0,7.67441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8753,0.0,0.0,43.6527,0.0,1.97507,28.149,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1205667,177.244,118.98,71.1139,227.584,231.497,612.914,14.5076,67.9533,79.9909,34.723,48.409,75.0078,98.9104,93.5379,112.663,101.545,157.228,127.305,106.25,91.5191,114.37,143.269,94.1988,129.718,137.177,57.0426,47.9386,97.7454,77.8885,166.462,82.665,73.6679,112.04,88.9394,76.8741,93.3282,120.366,95.9817,203.826,102.035,79.9507,112.879,109.507,37.687,153.194,65.1818,364.122,121.542,187.406,98.3093,96.581,1311.24,174.342,152.915,47.7291,114.778,93.2335,114.631,99.46,64.1494,50.0134,120.468,86.4521,99.2189,109.183,138.442,154.463,164.941,57.7926,160.517,57.389,123.777,149.984,66.6752
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_682350,23.438,3.11755,2.21272,0.0,6.23016,45.4232,2.17902,12.7818,30.6162,0.0,10.2718,20.1027,26.3057,2.30204,2.30762,1.82784,0.0,3.05529,19.4027,5.48983,0.0,11.278,0.0,1.28827,6.3219,10.5263,0.0,18.7306,0.0,1.01499,16.9732,3.1655,0.0,0.0,0.0,14.9772,2.43121e-07,0.0,1.08067,0.0,2.15712,0.0,2.07222,0.0,5.76011,0.0,107.217,5.92183,2.90797,1.55538,0.0,13.4583,5.99776,2.56631,3.42531,0.0,2.47844,13.2012,0.0,0.0,5.49897,4.21941,8.25415,2.48348,0.0,2.61857,13.7784,3.4857,9.82494,4.7955e-06,8.34405,127.574,8.00481,6.28678
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1229081,1.0558,9.74353,1.03669,0.0,2.40474,20.656,0.0,1.37009,8.30574,3.08368,3.08155,3.97151,11.1346,5.26821,5.01757,9.48284,5.10741,8.19788,1.02119,3.093,1.82659,5.70908,0.0,2.83286,7.72822,14.4699,2.08879,1.04714,4.2569,9.9097,2.0529,2.11033,0.0,3.15788,5.6793,1.04581,6.38869,9.20625,7.4164,3.10327,4.62566,0.0,2.05776,3.80143,7.06183,3.13867,17.3597,14.5901,3.84142,1.03438,4.03585,1.3599,3.12068,3.19045,6.05653,0.0,6.68344,5.05463,11.5766,0.0,3.87342,0.0,3.44385,8.32467,3.25774,0.0,4.27779,4.13021,21.3569,6.89003,2.07556,16.2972,22.2447,5.91468
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1765377,0.0,2.69452,0.0,6.0675,1.01514,7.01928,0.0,0.0,1.04173,1.01366,4.46121e-05,3.10742,0.0,1.02461,1.01482,2.44015,0.0,1.01511,1.51572,0.0,0.0,2.02316,1.00944,3.09322,1.01719,3.08596,0.0,1.00934,0.0,0.0,0.0,6.33107,0.0,0.0,0.0,1.03818,3.07599,0.0,0.0,0.0,0.0,0.0,2.02445,0.0,0.0,0.0,6.79455,2.05534,1.02793,2.80596e-07,2.33291,0.0,1.15295,0.0,1.01369,2.03642,0.225885,5.37753,3.12678,4.09154,0.0,0.0,0.0,1.12563,0.0,2.0457,0.0,1.22675,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_742602,3.0,0.0,0.0,3.0,1.0,7.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,1.0,1.0,10.0,4.0,0.0,4.0,1.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1136879,1.08352,4.15123,0.0,0.0,1.06833,18.0981,0.0,0.0,1.08168,0.0,0.0,2.17082,2.2462,2.06813,1.03792,0.0,0.0,0.0,0.0,1.09838,0.0,20.496,3.04885,6.24872,0.0,1.07107,0.0,1.64993,0.0,2.07304,0.0,0.0,1.09742,0.0,0.0,9.70545,1.03455,2.55074,0.0,0.0,2.05809,0.0,0.0,1.04526,0.0,1.03237,28.7699,2.08959,1.06487,0.0,0.0,55.6443,1.12363,4.0729,0.0,0.0,1.11788,1.0687,0.0,0.0,4.7409,0.0,2.18607,1.23952,0.0,0.0,0.0,4.18932,0.0,1.04898,0.0,3.12964,21.4812,1.03775
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1173229,3.10146,34.679,1.99948,0.0,4.06058,30.9751,0.0,0.0,0.0,0.0,1.00916,2.32175,2.14283,5.12305,2.04977,2.03824,1.01813,0.0,0.0,0.0,0.0,1.52182,12.1133,0.000840162,0.0,0.0,4.65599,1.00934,1.03156,2.04604,1.02298,0.0,0.0,0.0,0.0,0.0,6.15198,7.99465,1.00228,1.01005,3.07246,0.0,1.01222,1.01274,0.0,0.0,133.983,4.11068,0.0,0.0,0.0,7.15607,0.0,16.1606,3.04106,0.0,3.30003,5.31118,7.29583,1.02289,5.94488,0.0,1.05138,4.50251,1.11475,0.0,1.11133,7.17581,2.07603,1.17026,5.2512,4.98692e-06,3.12446,1.01554
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_822123,3.11756,3.07341,4.946,4.59439,3.08011,13.5999,1.0406,2.12187,0.0,0.0,1.00377,6.49323,13.4056,0.0,114.732,1.02488,0.0,0.0,2.01019,12.0583,2.02713,4.25775,9.16782,7.32026,3.06055,5.21814,0.0,2.49198,3.16001,0.0,2.03611,2.10132,5.61225,0.0,0.503767,4.50378,0.0,2.40037,2.05331,1.35395,2.05767,0.0,69.0365,1.01199,5.16493,0.0,24.134,31.1131,1.15859,0.0,2.32408,3.08194,16.2589,14.2464,3.37009,0.0,2.36894,0.0,2.11915,0.0,1.44371,0.0,20.3795,8.77104,26.2261,26.2326,6.97143,16.4872,0.0,46.3581,0.0,1.02196,1.05819,2.57469
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_106905,0.0,0.0,0.0,20.6136,0.0,4.39476,0.0,0.0,0.0,0.0,0.0,0.0,1.76188,0.0,0.0,0.0,1.00094,5.61358,0.0,2.14031,0.0,0.0,0.0,0.0,0.0,0.0,3.32102,1.06264,0.0,1.59684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95303,0.0,1.00043,0.0,10.6746,5.65977,3.00161,0.0,3.17245,0.0,1.85967,4.92877,0.0,0.0,0.0,0.0,1.02053,1.36795,0.0,2.00192,0.0,2.0,0.0,1.14298,2.29844,0.0,0.0,1.30935,0.0,0.0,0.0,2.01917
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_587841,44.9159,10.8206,9.75077,5.41377,5.07498,39.3002,0.0,0.0,0.0,0.0,6.33704,2.99546,9.03599,12.082,23.0747,0.0,0.0,0.0,4.06421,5.43048,5.41666e-07,53.3272,5.05653,27.0265,2.63323,0.0,10.7431,4.37049,2.69082,3.26724,4.03375,0.0,12.6567,0.0,0.0,8.23048,7.79593,0.0,0.0,1.03266,12.3365,14.1136,2.98338,6.12564,5.10212,0.0,86.9308,42.1697,3.03664,1.34813,1.06019,0.0,53.7318,0.0,1.004,2.0301,3.295,10.4198,0.0,4.33987,0.0,0.0,0.0,1.06161,0.0,2.30299,21.7961,13.6637,0.0,5.38747,0.0,3.01467,34.6332,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_649498,1.5141,4.07215,0.0,2.02312,31.4706,7.63169,0.0,0.0,0.0,0.0,7.05159,0.0,1.02032,0.0,0.0,0.0,1.02145,2.00775,1.0213,0.0,0.0,0.0,4.09669,2.04322,8.11701,2.02019,17.3975,2.02043,1.01391,0.0,0.0,0.0,0.0,0.0,1.00521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08093,1.05454,1.02712,13.7993,0.0,0.0,0.0,0.0,0.0,0.0,1.01505,1.10626,6.24427,1.08639,0.0,2.45295,1.01473,0.0,0.0,0.0,4.06253,2.88817,2.03587,1.04383,0.0,0.0,1.0082,2.32591,3.74652e-06
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_669019,1.03815,6.1434,2.1014,1.02854,11.3353,7.078,1.03085,1.1025,1.05947,3.02519,0.0,24.8124,0.0,3.22058,0.0,1.03319,1.03116,0.0,0.0,0.0,0.0,1.02018,3.1329,0.0,3.10114,1.02028,0.0,0.0,1.02798,0.0,1.02271,5.1696,7.05808,0.0,73.3033,2.16762,0.0,0.0,0.0,2.03892,0.0,0.0,0.0,1.54607,3.13336,0.0,2.28215,2.07332,8.43328,4.07384,0.0,0.0,13.4369,0.0,1.14785,0.0,0.0,3.1739,0.0,0.0,0.0,0.0,0.0,2.42896,4.81177,0.0,18.6416,1.04718,0.0,11.5397,0.0,1.02653,17.2861,0.0
