target_id,LB_NI_48H_3,LB_NI_24H_5,LB_I_3H_1,DM_I_48H_2,LB_NI_6H_2,LB_NI_9H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,DM_NI_48H_2,DM_NI_24H_4,LB_I_48H_5,DM_I_24H_4,LB_NI_48H_2,LB_NI_24H_4,LB_NI_6H_3,LB_NI_9H_3,DM_NI_48H_3,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,LB_I_48H_4,DM_NI_24H_5,DM_I_24H_5,LB_NI_48H_1,LB_I_24H_1,LB_NI_3H_4,LB_I_3H_3,LB_NO_0H_5,DM_NI_48H_1,LB_NI_3H_5,LB_NI_9H_1,LB_NI_6H_1,LB_I_3H_2,DM_I_48H_1,LB_NO_0H_4,LB_NI_24H_1,LB_I_48H_1,LB_NO_0H_3,LB_I_3H_5,LB_NI_3H_2,LB_I_6H_1,LB_I_9H_1,DM_NI_24H_1,DM_I_24H_1,LB_NO_0H_2,LB_I_3H_4,LB_NI_3H_3,LB_NI_24H_3,LB_NI_48H_5,DM_I_24H_2,LB_NO_0H_1,LB_I_48H_3,DM_NI_24H_2,DM_NI_48H_4,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,LB_NI_6H_4,LB_NI_9H_4,DM_I_48H_4,LB_NI_24H_2,LB_NI_48H_4,DM_I_24H_3,DM_NI_24H_3,LB_I_48H_2,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_NI_3H_1,DM_NI_48H_5,DM_I_48H_5,LB_NI_6H_5,LB_NI_9H_5
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_229344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1180223,99.0308,58.4232,63.544,56.1056,44.2311,24.2471,55.8639,73.6429,86.7622,54.3623,61.4778,55.198,61.0547,44.3145,48.8438,66.2461,13.6354,30.5037,39.5974,119.178,52.566,42.9798,25.8308,23.0479,88.8819,134.331,50.3456,48.7875,83.2966,22.6525,35.0447,34.7189,25.8037,10.659,33.7869,278.296,43.378,72.7659,84.6964,75.9657,43.8167,50.2126,43.8964,31.4125,65.1329,70.6281,18.951,46.9706,96.5339,76.6505,31.9892,201.087,75.5908,15.7864,52.8009,50.2588,69.4675,62.9656,33.3506,176.599,59.9093,20.2763,16.1078,24.917,43.1743,59.157,34.1723,58.1942,53.4858,89.0488,54.7333,733.332,57.9133,30.2808
DM_I_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_954393,39.2583,33.0688,33.3444,53.6795,26.0146,23.4804,0.0,39.0853,57.9473,19.7945,33.3164,24.5115,33.6516,30.1572,28.541,53.505,2.46624,17.3705,41.4421,57.5308,36.4631,38.5758,19.8777,19.9109,65.6222,80.5888,23.0841,23.7097,71.04,8.91649,29.5849,17.7888,12.3101,0.0,17.6074,153.464,40.6719,51.021,71.41,52.5108,27.4521,16.5044,15.7095,14.9075,46.56,57.7586,8.11545,71.7404,69.2548,34.4337,10.1438,131.936,41.301,15.8469,57.9114,28.0255,21.3928,35.4805,13.0927,45.8911,36.2382,37.6052,26.7823,15.0606,18.0773,36.6141,28.1987,53.69,18.3637,73.5207,46.9785,527.911,17.1053,25.8518
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1070686,24.9628,1.09672,3.15982,0.0,8.15005,0.0,0.0,1.09068,5.2583,11.8406,6.90319,3.16584,3.66404,15.5923,0.0,0.0,168.86,0.0,0.0,0.0,29.2731,0.0,0.0,3.23691,9.62536,1.04669,34.0384,14.9552,15.1029,5.23212,16.6829,17.2147,16.8601,3.37643,4.66974,14.8269,0.0,6.07666,17.0206,2.12365,1.29554,2.21974,9.71252,0.0,3.15504,7.19448,20.456,1.07252,2.27872,6.47536,0.0,19.5076,0.0,1.07535,2.11336,0.0,38.7235,0.0,19.4579,29.262,0.0,2.12216,7.31164,3.23337,0.0,5.5438,5.40324,0.0,0.0,21.4096,1.08605,0.0,1.03665,0.0
NI_24H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_965609,9.35746,2.2856,0.0,2.54013e-07,0.543763,0.0,1.07451,1.87251,0.0,2.23179,2.18156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27688,0.0,0.0,2.14924,0.0,0.0,1.70809,0.0,0.0,1.3322,15.336,1.08419,4.26565,0.0,0.0,1.04845,0.0,0.00207921,0.0,1.20658,0.0,0.0,1.64098,0.640387,2.1043,0.0,0.0,0.000147651,0.526036,0.0,0.64412,6.56171,0.0,13.514,0.0,0.0,0.0,0.0749901,0.504245,0.0,2.84579e-07,2.3141,1.45622,2.61943,0.0,0.0,0.0,1.43049,0.0,0.0,4.9832,0.0,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1291578,1.66781,0.0,1.03406,0.0,14.5757,0.0,0.0,0.343189,0.0,1.98364,0.0,3.27626,5.07905,0.0,0.350095,0.0,0.0,0.0,0.0,3.43705,0.0,1.52034,0.0,1.57381,0.0,0.0,0.0,0.0,0.0,0.348808,0.0,1.26824,1.03515,0.0,0.0,0.0,3.01586,2.98196,0.0,4.44163,0.721022,0.0,0.0,1.10176,0.0,0.0,0.0,1.04028,52.8316,1.19318,2.7982,2.2444,1.74345,1.56879,0.0,0.0,0.0,0.0,0.428786,0.0,0.0,0.0,0.0,0.0,8.09806,1.30848,3.37219,0.0,4.17404,1.02327,0.0,0.0,0.0,15.4642
DM_I_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_906691,11.6005,14.7757,30.451,12.7236,2.30795,0.0,4.85801,7.20991,23.1047,9.26916,24.6873,7.47723,13.3077,2.28845,7.01034,22.0719,7.36763,14.0328,14.3455,34.593,12.8374,13.1522,7.89049,8.95349,21.1389,25.5662,6.8077,26.8465,35.864,3.41103,4.11048,12.1949,12.2231,2.48113,8.19347,78.777,59.1146,36.615,26.84,19.2293,20.1344,10.9477,10.1142,3.33858,21.7991,33.4559,7.07422,21.2354,23.8072,28.5825,8.17033,45.9133,18.9463,15.8766,13.024,24.4897,14.1662,18.5537,0.0,47.6494,10.3709,7.47552,1.43696,3.48673,12.9904,18.1148,10.1238,9.96091,10.936,12.1137,25.2478,169.45,11.2641,12.9285
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1224458,0.0,0.0,0.0,0.0,2.10572,0.234579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85764,1.04315,1.70732e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07436,5.34594,0.0,10.6152,0.0,66.8151,0.0,0.0,0.0,0.000671624,0.374374,0.0,1.16186,0.0,0.0,0.0,1.37049e-06,0.0,0.0,0.0,1.05823,0.0,4.59824,0.0,0.0,0.0,0.0,0.0,2.31343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0996,0.0,0.0,0.0,20.6182,0.0,0.0,0.0,0.0,3.14245,4.37966e-05,0.0
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1665495,5.56583,5.50996,6.71208,2.8063,8.64999,0.0,19.55,14.3592,0.0,8.69667,5.92118,0.0,0.0,15.2495,8.73967,2.57469,0.0,8.53271,2.36799,7.21522,4.73425,1.5081,5.53044,10.7798,29.8334,20.3271,3.43819,6.59349,20.6355,1.65367,4.00712,9.81564,6.04197,1.33494,9.74174,30.1484,0.0,3.56633,5.38063,22.8035,4.07253,1.85675,9.80568,0.0,6.27834,10.8663,0.0,3.14671,0.0,16.3968,3.90046,25.7996,12.0255,2.93348,8.48311,23.9855,2.72358,6.5681,10.1383,8.2223,2.739,8.72005,1.5332,0.0,4.90578,0.0,4.491,2.69248,0.0,7.69967,0.0,97.4862,4.96558,15.0784
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_960547,55.784,43.9593,41.5944,32.4913,34.1777,24.6432,59.6157,40.4153,56.2471,38.45,44.7922,50.2485,44.7057,40.5966,29.9296,27.7716,19.0191,14.198,22.0598,71.6951,45.1712,30.1747,22.6966,29.5677,93.5489,84.3272,33.9293,57.901,105.534,21.0645,24.0934,54.3311,22.0016,11.4132,24.0542,229.11,0.0,42.8206,68.4071,52.2333,28.5704,34.5683,82.0265,31.2308,54.6113,39.8249,10.7125,47.8966,51.5045,49.4302,19.6577,101.65,62.3163,15.9912,37.4868,29.0641,39.6664,32.5322,16.773,42.6315,39.8854,25.1795,17.0391,31.2745,31.4085,49.4618,23.4564,31.5013,21.3233,61.4769,47.2027,453.651,44.89,39.5155
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_403328,16.8114,9.44924,15.7979,9.16109,0.0,0.0,9.90988,0.0,3.27123,9.92242,8.37821,9.67259,20.4573,6.43488,7.92842,7.87651,7.85691,3.31685,3.69356,8.06261,4.92227,0.0,0.0,7.12136,15.302,48.4129,19.9632,21.3682,21.1766,12.2622,11.925,0.0,2.99506,4.27232,11.5171,29.4371,11.6451,5.52466,18.4234,14.9584,24.2484,6.17359,0.0,9.14861,10.3995,22.0515,0.0,8.0101,3.15588,8.18489,9.18008,56.3616,27.2495,11.8689,15.4017,0.0,20.7447,9.33653,6.74654,6.37595,21.9767,3.96155,5.89303,7.95514,6.47165,6.26239,28.572,12.3298,10.3834,23.0042,11.5745,142.62,12.9591,0.0
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1841289,10.7397,16.575,23.1535,16.1943,11.6652,24.7531,28.6168,28.6578,26.5684,17.4136,30.0064,29.3414,25.2488,19.8573,18.5604,10.2215,12.3389,12.6079,15.3991,42.2541,27.3838,39.1297,11.7636,17.1225,49.352,61.4009,13.7277,40.7764,36.4595,8.39705,8.10076,29.1985,13.7694,3.28843,10.3765,115.258,2.16959,29.8569,28.8097,23.1144,7.70799,20.9855,13.6366,9.88914,26.6849,27.2184,7.98878,21.1425,32.3749,36.0939,6.60233,86.7091,34.9704,12.0047,23.429,18.7825,29.122,18.3869,20.2723,42.4803,28.54,23.3084,18.6275,12.62,6.82818,26.7867,18.5722,13.0368,13.4429,32.9605,28.2096,308.111,20.0878,14.1024
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_645531,23.5447,20.3464,17.3541,24.4707,13.17,6.14098,16.4482,23.4117,17.3768,9.26526,16.4922,20.2952,12.189,22.2597,10.1908,11.2872,0.0,18.3504,13.8527,43.709,16.4216,12.18,8.26479,12.183,43.1081,61.2984,8.298,18.3687,28.8119,8.18453,9.10437,17.5345,16.29,5.13535,13.305,95.8581,3.12048,26.6766,23.5032,27.405,16.4184,12.4544,26.378,21.4353,17.2963,27.495,11.2339,31.581,45.9624,19.4665,10.4106,80.4663,25.6554,5.07565,19.3687,19.6269,16.3183,22.6347,14.2274,42.8534,11.1441,9.34008,8.13968,12.1806,13.1613,23.4562,15.2045,12.1562,10.273,30.8773,28.4378,267.753,18.4085,10.215
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_694176,162.306,101.268,114.599,94.6136,79.8808,133.219,137.518,115.125,174.473,94.6424,134.67,120.058,109.965,122.209,80.7573,113.209,79.1593,96.937,90.4051,140.152,88.5383,69.6363,59.4448,62.3789,244.118,288.206,50.0808,149.704,206.891,36.5907,58.6632,87.8667,43.7991,11.8038,97.5878,579.486,107.712,201.666,200.469,141.274,75.5251,90.695,108.212,67.7562,122.257,174.447,52.4804,136.824,203.243,128.196,55.8257,410.922,155.235,38.0534,118.511,111.683,116.551,84.1161,88.882,162.26,112.332,81.5946,60.9693,54.8433,89.5377,97.0331,80.1163,98.6299,93.0986,179.745,146.4,1579.72,136.842,94.2548
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_648590,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
DM_I_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_479387,31.8225,34.6501,41.294,11.535,10.9938,28.7068,22.8409,10.835,24.7947,36.3551,37.7868,25.6434,29.3952,29.5095,11.6652,52.3234,27.2611,18.213,10.8724,34.3074,23.2725,26.0265,5.92748,16.8407,42.8519,63.3079,10.8923,21.5784,31.7248,9.60926,20.2404,9.87454,19.6072,5.78324,20.2145,86.6587,25.89,19.2546,33.014,30.6444,7.93006,17.7472,12.5647,17.6342,20.2459,38.4484,5.39617,30.2482,33.2455,32.9285,21.3771,63.4775,19.5946,9.12588,17.5395,4.36347,46.6124,19.6432,14.7873,33.9312,30.3905,24.6877,14.9687,8.11177,35.216,24.0436,18.0265,43.8576,12.3551,26.5706,27.029,329.111,14.4971,28.6643
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1748596,70.8707,60.1836,64.9682,50.1416,52.8257,34.9327,71.1766,83.6876,59.0609,46.4658,70.3204,66.0849,64.1485,41.9136,62.334,56.1372,43.969,41.3578,23.8631,121.99,24.6992,47.8247,37.3345,32.5736,132.964,131.684,29.7967,69.5987,126.982,37.5001,37.4811,39.1571,32.6707,17.4758,42.0901,335.321,48.4345,100.624,106.498,86.4591,67.4112,47.7804,44.7225,44.6006,73.141,94.9496,25.6105,72.3502,84.3161,64.7378,40.7579,228.155,68.5727,19.3427,53.1845,76.4764,52.7417,92.4784,63.172,136.535,58.8884,74.8015,34.575,39.6838,41.6031,63.4756,42.6671,73.0602,52.53,91.9884,61.1156,803.417,57.4249,54.769
I_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1018327,27.5216,20.4746,27.9845,16.8617,12.1282,2.82897,24.2253,26.3135,12.8394,13.3501,29.8257,19.3712,23.063,32.2277,5.39362,26.6497,4.22484,11.7928,16.442,25.1317,16.8971,2.19138,15.3925,2.33502,48.3109,50.2796,5.45792,20.1357,33.2833,11.2768,13.5064,43.6446,2.78056,10.6145,17.1232,139.041,2.06184,30.3079,34.4975,16.0928,9.89803,18.0725,11.866,11.4225,9.13016,20.5272,14.0145,42.792,50.9884,35.391,8.75624,104.333,16.2069,5.99349,2.64043,16.357,18.9602,37.5487,18.8048,41.3356,23.5671,7.66238,3.26861,10.098,23.5438,22.4476,6.60549,21.1681,23.7001,26.9977,16.2715,248.19,24.104,11.1675
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_966966,66.2338,36.9585,67.9334,36.1513,36.8217,28.7504,49.6632,31.8119,44.3507,42.103,45.72,65.2833,45.1302,38.9141,38.7667,47.877,28.8974,35.8286,25.2152,43.6133,37.5768,41.9158,32.0258,28.085,94.8704,66.8171,18.4866,71.0209,83.5134,10.6708,33.4454,31.5201,11.5098,3.85503,33.1178,239.979,14.9535,58.7706,75.8319,60.5488,56.8917,36.4481,26.8393,35.4516,35.5867,67.7819,25.7731,61.2265,52.1651,65.546,17.1285,133.991,106.673,22.5845,48.485,54.383,46.9957,49.6698,25.95,125.545,41.5451,29.0034,14.9947,24.71,27.7897,51.4382,15.1916,52.7864,34.5527,71.8804,33.1508,609.213,51.2294,82.7392
I_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_992017,6.64939,11.7077,23.1467,27.6797,18.6728,5.5773,13.702,31.1599,29.9622,14.0956,13.7566,32.744,27.021,20.2131,17.3025,28.216,2.03689,19.0134,14.1016,29.4625,19.6179,22.5619,0.0,15.5158,37.0912,45.6888,6.8541,30.5726,27.4274,19.7947,15.4213,10.665,14.0785,5.5469,12.3309,92.7591,13.2763,30.9012,35.397,28.8083,16.2232,32.4572,18.6167,11.3504,35.0157,17.3328,11.4474,16.4026,26.3899,23.213,11.4887,57.9598,21.9092,5.85692,9.99633,15.1684,24.4217,14.645,23.4723,33.7652,26.5314,53.5344,10.6948,17.033,21.9346,46.3181,15.0018,16.0434,18.024,38.3196,26.8083,301.392,17.2481,3.6241
NI_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_847366,0.0,0.0,0.0,0.0,0.0,0.0,1.54133e-06,0.0,0.0,0.0,1.09078,0.0,0.0,0.0,0.0,0.0,0.0,3.1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39014,0.0,0.0,0.0,0.0,0.0,0.0,25.9683,0.0,0.0,0.0,121.056
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1691878,169.25,72.6076,113.512,88.6522,77.2558,45.6394,99.5318,81.2992,78.0646,94.4912,105.106,74.1679,106.4,82.6617,73.449,84.1661,74.0391,69.8127,71.0431,131.774,39.5729,78.8257,57.2423,29.6504,225.051,192.737,66.4355,110.199,97.7089,52.4298,74.5058,81.6266,48.9922,5.47461,48.1409,534.454,11.1345,180.352,163.147,104.45,101.992,53.9997,103.16,61.3732,131.434,110.177,47.7856,113.207,132.503,95.9759,45.4929,346.297,137.074,24.5982,85.5353,54.418,64.7893,95.138,53.0234,69.9799,94.9186,47.2064,66.8407,65.9453,72.5695,113.282,48.1926,53.6538,89.6189,131.902,73.2549,1247.5,109.337,104.921
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_722888,55.1243,37.745,51.2517,29.6643,25.9333,20.4844,48.0387,74.0003,45.0506,38.1644,55.1982,46.0573,38.5818,37.5639,28.7782,29.8626,28.3912,16.9,25.5527,72.5982,46.5923,31.673,27.0124,22.4102,78.1499,109.004,17.2911,56.7524,69.1971,23.9076,25.836,48.2906,16.1377,11.0997,27.7234,223.821,61.7481,71.2344,72.1124,54.2089,20.9492,28.5756,40.8817,26.9506,53.7294,65.8786,17.9467,70.5889,53.962,50.6817,17.2371,165.284,60.9478,14.0995,34.29,37.9897,37.9758,43.2077,45.2393,39.5509,48.2616,31.4484,24.0513,20.2392,38.5365,40.3086,43.3115,19.556,34.4416,72.3166,36.0979,568.715,51.7427,50.1701
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1198089,52.2871,62.1362,60.3365,39.8291,42.5923,29.0428,43.5846,47.8988,48.1177,45.8138,37.0795,43.4941,39.0605,43.5371,21.762,51.9798,22.1,43.8875,28.7746,41.7401,39.0593,22.6189,18.6348,29.4702,71.5085,117.677,23.3314,41.909,68.3661,16.3985,32.403,47.5564,15.2993,6.1658,36.8945,177.191,80.2275,55.8399,75.9355,43.6999,26.5319,25.4185,68.038,26.5698,38.0896,59.2143,19.4287,59.175,57.1196,43.4677,16.5705,162.029,54.1564,17.2836,38.1802,47.6212,48.4325,43.3083,30.5179,79.8062,42.6198,39.4024,12.2211,28.4512,39.8746,41.4772,33.8816,48.6708,46.8094,70.8255,52.9024,568.59,36.1994,58.717
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_581962,57.0384,17.9932,25.4899,27.8351,20.7425,42.3526,12.6045,24.2937,53.1934,26.1689,23.0972,34.3949,33.5105,22.9682,25.773,18.8859,5.40036,13.864,11.8542,37.778,14.8572,10.6627,7.81577,8.29809,52.3269,82.7367,9.26765,23.4817,31.4016,9.28493,14.3605,23.163,14.5781,0.0,22.4315,132.814,13.7833,36.4379,35.1632,38.1807,17.8372,22.3082,21.2941,16.8554,30.8909,42.2288,10.2692,41.3801,60.6349,32.2436,15.0972,79.9087,24.6841,4.15491,30.6515,24.6705,26.0679,24.5446,21.5931,63.0841,23.9516,25.001,12.4851,14.4774,15.0338,37.0626,4.3205,27.6649,24.1747,32.9422,16.8647,372.512,25.4632,16.7551
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1458816,20.1373,17.9756,11.2069,16.3233,6.54497,8.10716,22.245,24.9113,29.42,18.6568,19.467,15.4991,21.3077,11.0733,5.62693,11.0542,0.0,10.6896,13.7866,14.2185,13.8549,5.47887,2.87692,5.8515,24.6745,27.6798,12.23,15.1389,29.439,12.8836,8.39468,3.60345,3.71491,1.47286,16.2213,68.8183,13.0913,22.3555,12.0742,15.1633,30.2189,22.9345,43.7405,13.1875,9.34842,30.0935,7.47078,24.177,13.4711,11.5351,8.1111,43.5018,11.5224,4.16411,9.64173,28.5177,29.6348,7.76128,16.4588,67.0995,22.3355,14.768,8.31146,8.27564,19.8741,17.8567,11.8696,24.2299,21.5951,16.6574,25.1615,159.47,18.6377,22.746
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1002253,0.0,2.08163,0.0,26.7501,0.0,1.01241,0.0,0.0,1.0,0.0,0.0,1.02353,1.04618,0.0,1.01557,0.0,0.0,4.10048,0.0,1.00677,0.0,21.3719,0.0,0.0,2.02823,0.0,0.0,0.0,0.0,0.0,10.0714,0.0,1.01346,0.0,0.0,58.0922,0.0,0.0,1.15324,1.01821,0.0,0.0,0.0,0.0,1.12292e-07,1.01954,0.0,5.21123,1.04603,0.0,0.0,0.0,1.01513,0.0,3.01773,0.0,0.0,0.0,1.02144,0.0,0.0,0.0,1.0747,0.0,0.0,2.09233,0.0,1.0,0.0,0.0262976,0.0,0.0,0.0,380.349
NI_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1185904,28.5887,65.77,68.8944,28.3445,29.9428,65.0226,43.4213,44.3214,42.1383,23.0677,41.1217,81.984,21.7323,55.58,66.5596,52.4763,14.2748,0.0,38.0441,44.2624,62.0228,29.9778,18.8089,32.6338,46.1303,69.2217,0.0,78.9392,56.6581,26.0201,66.0136,29.3976,0.00390306,5.21339,25.0938,219.107,12.7947,51.8965,38.3454,85.1002,29.8361,63.4445,73.1453,38.8439,61.0495,16.2853,24.1455,33.3283,14.9522,55.4145,57.8111,189.016,39.465,9.15524,63.8962,77.1039,29.569,92.5962,61.0296,116.571,61.9493,80.4002,30.3581,64.0441,28.2804,18.355,43.3966,11.3277,17.6037,80.1915,66.7925,540.596,50.4022,116.099
NI_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_756994,14.2406,20.3881,23.4904,11.287,8.04906,20.812,56.0413,26.8133,14.8899,22.5204,14.7897,17.3212,18.5603,0.0,4.0717,19.4672,6.58231,0.0,13.8629,15.897,25.3219,13.2959,14.4601,12.919,41.3243,65.5492,10.0861,10.5945,33.1637,5.33976,17.7052,5.58097,11.0447,2.44081,7.95866,72.6435,0.0,19.4264,46.8452,30.2658,18.1221,8.6876,8.75662,12.6955,36.0155,25.731,31.354,18.0542,39.64,30.8198,5.39586,72.3649,26.4611,11.3032,13.2609,28.081,9.42409,22.5204,27.8906,2.60926,9.29769,27.7382,5.79515,8.71217,14.147,16.8914,3.91958,2.76563,8.29414,40.8328,10.6574,194.553,28.2902,3.51125
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_880990,55.6868,30.2623,29.8442,21.3395,27.3529,27.9794,25.423,54.0529,44.4733,20.5888,41.7346,27.0515,25.8305,37.0256,12.9112,33.8424,32.9942,21.926,14.8198,37.3156,30.0795,26.9746,15.2879,19.4279,60.9259,45.9637,34.5813,43.4018,46.4942,15.4232,23.4756,17.0034,21.6431,5.46995,27.666,135.431,43.8247,26.7293,45.5382,28.8206,19.7767,23.9172,38.3587,20.5132,24.0199,35.625,11.21,45.1232,81.4358,37.6916,17.5307,83.8117,103.827,12.841,38.0565,21.3729,27.4163,37.5026,18.4574,68.0502,25.2065,39.7445,14.8868,13.7592,19.3713,38.7308,8.30222,40.4366,20.3759,36.5174,43.3487,384.438,18.5474,61.0586
NI_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_365313,0.0,0.0,0.0,0.0,0.0,0.0,1.04407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_116195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_167816,34.8644,20.6759,57.8193,43.6837,45.3628,26.5626,74.2623,46.1927,50.5221,43.8606,35.1527,53.5471,40.0283,40.3559,24.5094,49.8374,23.0349,25.729,28.9708,68.4914,44.0626,36.6213,31.2257,17.0074,74.3051,122.173,18.3194,47.4286,47.0592,22.0087,40.6627,45.0144,28.0014,4.13271,17.4268,166.89,88.831,40.0842,41.3726,46.1635,27.0542,29.954,19.7891,16.8217,20.1452,50.8196,16.4308,35.5482,43.2036,36.6854,27.9888,129.711,61.7127,7.6581,28.0723,53.1275,20.3581,40.817,31.9898,123.096,48.927,17.1735,14.3411,20.8607,33.6437,50.847,17.5919,35.8539,36.1454,66.8001,55.9866,468.965,39.8635,50.289
I_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_741620,0.0,0.0,0.0,0.0,0.0,1.68592e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.20931,1.10111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88394,0.0,0.0,1.09403,0.0,0.0,1.1468,2.47891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03932,1.22342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14465,0.0,3.38675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1659,0.0,0.0,0.0,1.11283,0.0,0.0,0.0,0.0,0.0,43.9572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
