target_id,DM_I_24H_2,LB_NO_0H_1,DM_NI_24H_2,LB_I_48H_3,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,DM_NI_48H_4,DM_I_48H_4,LB_NI_6H_4,LB_NI_9H_4,LB_NI_24H_3,LB_NI_48H_5,DM_I_24H_3,LB_I_48H_2,DM_NI_24H_3,LB_NI_3H_1,DM_NI_48H_5,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_NI_6H_5,LB_NI_9H_5,DM_I_48H_5,LB_NI_24H_2,LB_NI_48H_4,LB_I_48H_1,LB_NO_0H_3,LB_I_3H_5,LB_I_6H_1,LB_I_9H_1,LB_NI_3H_2,LB_NI_24H_1,DM_NI_24H_1,DM_I_24H_1,LB_NO_0H_2,LB_I_3H_4,LB_NI_3H_3,LB_NI_3H_4,LB_I_24H_1,LB_I_3H_3,LB_NO_0H_5,LB_NI_48H_1,DM_NI_48H_1,LB_NI_3H_5,LB_I_3H_2,DM_I_48H_1,LB_NI_9H_1,LB_NI_6H_1,LB_NO_0H_4,LB_NI_6H_2,LB_NI_9H_2,LB_I_3H_1,DM_I_48H_2,DM_NI_48H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,LB_I_48H_5,DM_NI_24H_4,DM_I_24H_4,LB_NI_48H_3,LB_NI_24H_5,LB_NI_6H_3,LB_NI_9H_3,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,DM_NI_48H_3,DM_NI_24H_5,LB_I_48H_4,DM_I_24H_5,LB_NI_48H_2,LB_NI_24H_4
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_949875,1.00845,17.8995,1.00228,5.02781,7.03234,6.10255,10.0361,5.01644,11.1284,2.15735,6.01837,8.24338,11.08,4.02085,26.4666,1.00506,17.0959,9.03682,6.39992,2.00219,3.06424,2.47766,46.4842,1.21528,6.03417,6.99793,10.0693,3.22374,6.80633,4.02279,4.35694,1.06853,0.0,2.1725,13.0701,10.2159,4.72757,6.09881,40.2433,9.03462,8.46173,5.08235,26.6146,4.29552,2.10211,0.0,0.0,4.01981,3.67268,9.32969,6.02307,8.01508,25.2067,115.779,0.0,13.6005,7.65709,2.00215,6.04018,34.473,4.21108,8.06477,2.01237,11.2362,4.00731,7.67836,5.27604,2.00994,0.0,2.09507,3.03199,2.03146,9.10168,1.00355
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1517097,11.058,23.3453,4.39458,8.21078,11.0507,8.03744,6.00722,6.02713,24.0028,14.4356,23.3062,27.6647,31.9507,6.3456,18.9682,16.4521,21.0776,11.0391,7.04989,9.02055,12.1256,9.03473,23.1865,3.02826,8.02622,4.20991,22.0729,19.4153,9.10982,5.23735,14.1283,9.09852,5.02321,11.7417,9.02806,19.5434,6.09474,13.6036,7.05795,28.0687,11.0511,13.0223,16.05,6.00353,8.09761,0.0,6.33729,10.0183,6.95641,43.8661,12.2931,12.0175,15.0611,9.3523,30.1901,19.5234,15.057,10.7216,14.0311,9.05433,15.5025,17.0668,13.0598,11.3047,5.00307,10.0706,14.0416,9.37067,5.04703,7.04364,10.0413,16.1686,5.01987,10.077
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1188344,20.3261,73.1876,13.1228,40.2043,47.6913,24.0976,18.1008,21.769,40.8921,26.773,80.3761,60.353,66.2099,23.1997,33.7935,48.1496,52.7921,30.3716,19.886,29.7553,50.1314,38.2897,38.1901,235.942,20.8486,11.9855,56.7539,29.6599,31.8961,14.3186,48.7693,26.8404,27.0221,20.4753,32.7616,36.0421,19.8859,34.2263,8.5818,43.3288,28.0997,38.9574,54.6575,12.68,25.4492,6.28094,23.7066,44.7219,21.3098,141.067,24.6986,41.319,35.9197,32.7112,25.6797,51.7046,40.3459,34.4937,36.3174,30.2802,34.6661,19.5206,45.4329,26.6859,35.4094,28.1971,41.5495,34.5297,20.4221,18.4195,16.5095,19.0738,21.7287,22.2003
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1049172,41.2145,278.747,45.1526,110.955,88.3803,66.1766,93.3078,90.5378,119.358,65.5808,196.155,233.572,133.468,64.4269,114.634,99.4319,140.075,111.593,60.3675,88.8449,87.359,100.322,155.699,785.184,85.1929,42.8954,144.911,113.305,92.2071,68.7792,108.904,79.0603,116.202,50.3238,104.787,123.045,47.5338,107.438,45.9783,221.564,92.2419,157.044,184.253,47.2765,45.5253,8.62685,67.4164,97.7705,33.8318,385.928,79.9326,81.0926,111.854,75.5793,74.5728,99.2747,87.6104,119.144,112.409,105.065,109.22,138.078,93.7326,86.2494,102.085,72.7295,113.512,72.339,71.4915,40.6783,92.2115,60.3906,85.9444,61.2057
NI_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_931877,14.656,73.8517,19.8972,61.7263,50.0906,40.0476,25.1348,22.3336,40.7294,33.2691,86.1433,95.2026,63.0986,21.1095,28.8316,40.8716,50.2951,34.3504,58.6004,24.4572,29.3894,58.6714,29.2441,16.2113,18.0473,25.361,92.723,61.1272,36.1814,23.5343,49.6262,18.6887,58.2636,13.638,51.5245,71.7013,10.0073,73.9808,45.7143,92.9069,46.9029,38.6269,61.2586,9.35096,27.8501,3.14945,18.338,33.0437,20.684,140.037,31.1714,18.0203,43.7842,39.4263,42.9784,47.156,45.1894,41.5234,43.9039,36.8562,47.5622,91.7411,33.5353,30.6806,14.0161,33.088,41.0756,51.7986,19.5842,32.1875,39.0589,27.0172,40.1871,18.0523
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_607381,35.6922,185.911,12.9779,57.0075,38.134,53.199,46.6484,25.7932,54.3255,51.3546,51.729,99.2516,58.9511,13.9296,67.1845,48.4607,91.5866,62.6317,35.9532,37.6038,46.2813,47.9756,48.0724,448.741,49.6091,38.909,74.3439,62.9158,68.6803,35.1595,52.4456,49.8007,70.8021,41.6852,53.0303,65.8464,22.6685,61.1418,32.2083,107.042,66.7854,88.4074,71.027,25.9039,33.1064,5.85209,53.4986,50.6858,21.5285,245.82,40.1524,81.0184,67.4094,33.4697,52.5777,76.2289,63.0489,49.2023,65.4274,50.4224,78.9923,47.3382,56.3728,50.0396,25.4377,40.3096,47.235,42.8199,40.5302,32.6395,53.5068,24.3087,33.2131,45.8899
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1200451,32.0073,58.0611,11.079,29.9785,19.8474,19.7004,28.5201,13.0588,36.3209,24.4693,36.1824,17.2613,49.9046,17.3455,20.4534,27.6906,28.9058,12.1462,16.2353,23.2701,27.5371,33.7214,27.219,6.2268,20.0655,24.6313,26.7448,16.4953,29.3539,8.90243,33.1023,20.5513,39.1811,20.8158,29.9553,26.1794,9.14212,31.7172,10.6666,33.5056,21.7412,31.1699,27.7713,7.00412,12.7666,3.0733,7.12468,20.3137,7.18024,87.5035,22.1374,26.0379,15.5603,23.6215,25.4972,26.1106,25.6886,35.9874,43.199,24.3765,22.4497,38.093,31.5241,31.9637,8.67158,21.5126,29.0863,16.2257,11.1035,2.01247,15.2152,13.0014,15.0596,22.364
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1212740,24.5145,171.976,20.9514,77.036,55.6276,56.6614,61.1612,52.5082,68.2598,48.9254,117.775,76.6369,78.9935,22.2644,108.297,49.9126,93.299,84.1594,53.5704,80.993,30.7771,62.181,104.953,578.008,69.769,26.2341,80.1122,82.5169,69.9015,59.8434,36.0876,37.0644,85.9627,37.8367,83.0823,74.4816,31.7406,71.3482,26.276,120.305,81.2041,93.3901,114.047,17.5508,26.1331,11.2841,47.5438,30.9202,32.5001,298.497,65.9382,79.9094,64.7926,40.7821,65.6043,46.1656,54.5686,68.8603,47.937,59.1708,76.8712,83.7846,69.5526,48.5938,79.1905,49.0318,51.5733,36.9476,41.9801,33.5966,38.0074,34.6076,65.162,55.4062
I_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_687117,12.1301,26.2142,10.0744,18.11,19.0503,17.0838,15.0227,7.0226,21.1087,11.038,25.026,22.1032,29.1387,13.062,19.0992,24.1384,28.1502,20.0675,10.07,23.0342,12.0625,12.1078,37.1624,2.01272,8.02457,18.0754,19.0733,13.1083,15.106,7.04906,26.2273,13.1616,12.0545,12.0466,26.0771,23.4085,7.01557,18.2027,7.69178,34.1177,16.0537,13.206,24.0615,2.00876,13.1174,0.0,7.05186,16.0212,6.02058,46.4952,12.1446,11.0177,19.1161,11.0454,15.1036,13.063,17.0383,18.0128,23.2071,13.0627,22.1317,17.0948,21.1145,34.2347,14.0161,19.1029,17.0385,14.0891,13.1093,2.0165,13.0818,13.2155,11.0548,17.0546
I_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_864788,26.5862,138.144,11.6653,68.1187,43.1276,56.4164,34.4472,34.6868,61.9714,47.8532,143.685,114.597,69.4228,46.7446,67.1265,31.6037,70.0104,75.5297,26.0619,46.922,49.4609,46.3137,73.2835,457.691,44.1432,24.3541,49.4657,86.6189,75.894,22.3345,43.0395,38.7836,22.9072,16.405,57.55,53.8479,23.8387,71.672,32.7396,106.062,38.4568,85.8566,106.397,20.6674,16.492,2.41385,38.1706,39.4964,18.571,237.223,31.0269,38.4171,65.1215,37.5184,36.2742,60.3118,63.6413,45.858,52.3001,53.1383,34.2893,47.5466,52.079,60.6311,21.4271,42.5544,65.7901,37.0337,43.1192,19.691,42.4348,30.1158,49.8413,49.6519
NI_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_438435,18.807,94.8898,15.4416,41.1577,20.0764,23.5773,18.0899,20.6736,43.0808,16.2939,65.5131,50.059,71.4537,7.88745,21.356,24.218,49.0424,24.1658,11.909,34.4051,25.0448,30.8551,16.6974,106.442,14.2794,9.58005,67.7365,39.7605,36.2672,31.9723,44.9082,21.8468,39.175,22.7213,48.0176,54.7802,10.7607,32.8623,12.283,159.857,33.6961,46.9866,48.8126,15.3163,15.8822,3.20035,21.6256,26.3241,11.7119,162.453,33.5565,16.2988,44.6824,36.8588,40.1838,31.4665,17.1397,41.423,35.9859,47.0986,47.0214,29.5702,22.5555,31.932,24.9347,22.4076,38.5812,33.1847,24.2671,25.4938,33.025,18.5315,35.4459,17.4022
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_668600,47.7055,226.964,45.7871,109.429,80.8742,78.7865,90.8554,75.6383,60.8189,50.9297,115.206,138.716,120.904,55.7983,95.106,86.088,149.292,87.5272,45.5875,90.1312,74.2542,75.8631,118.611,813.02,75.8941,22.3956,123.836,132.841,88.465,69.2866,81.2066,87.8634,165.348,42.9431,95.7513,109.704,30.7017,111.252,49.6881,153.538,101.278,107.672,165.818,30.8209,59.7114,5.15727,53.3771,72.3691,40.7816,402.179,58.8859,58.4882,102.419,58.2939,81.5169,95.8028,86.8117,136.196,87.1223,83.8494,87.5486,133.729,98.8224,91.769,50.0225,54.8841,160.158,80.2966,66.4299,31.2033,59.9697,41.6755,73.9005,64.3624
I_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_736344,18.7891,144.678,17.2719,83.0519,57.5961,65.1402,50.121,36.786,65.5295,42.5284,116.413,97.8993,95.5884,52.971,60.8894,71.8414,85.5679,66.7884,35.0838,78.791,56.4497,67.6055,82.9153,167.234,52.2391,28.0245,89.7292,76.3224,61.0457,51.7936,87.195,39.045,91.5497,27.5827,86.1445,76.0503,33.5333,82.1082,41.675,113.073,67.5511,81.6073,105.461,29.1752,30.1777,2.90941,33.9231,62.2308,39.0438,263.751,51.4543,46.7292,74.6023,54.4626,51.7845,54.4957,60.9929,75.6079,81.5346,54.698,67.8714,73.3739,60.7481,54.0666,28.8705,55.1658,64.978,50.6986,38.8959,10.3388,35.858,27.619,32.2245,46.6176
I_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_611824,20.3142,79.1231,8.08624,24.7964,30.1382,31.4868,36.5657,15.4734,43.8182,21.3072,49.531,46.9125,43.6935,25.8828,32.9965,38.7717,39.7953,19.7224,31.468,37.1739,45.3679,19.5274,42.9155,6.05651,40.9245,10.9797,44.6833,17.7945,27.994,29.5232,28.8498,26.0954,68.5584,27.2337,40.062,36.7412,6.40422,35.5838,18.7103,69.8261,40.5739,56.9411,26.421,7.33765,21.784,0.0,18.4781,50.9679,11.7735,108.481,33.3772,31.1705,28.2227,22.652,34.2546,36.8297,29.0592,38.8443,39.2429,27.1585,13.9382,32.0238,30.5783,34.3805,11.0068,37.2129,27.6209,9.71003,8.1892,11.5958,20.3299,11.8422,35.5759,29.4032
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_128687,7.32431,73.6265,2.195,27.4555,15.6023,20.8103,14.5551,20.2014,34.6369,3.28898,24.549,36.446,13.1632,16.5043,19.6455,14.5029,25.5797,10.5674,3.97096,20.1034,9.23076,13.2542,33.5506,186.262,5.36048,5.27732,25.8815,33.2208,32.9057,13.2661,19.8415,19.8722,6.66928,4.33331,34.6357,26.0135,3.40646,27.296,7.3614,26.7643,13.2312,24.1457,27.5238,16.1014,10.9415,4.18192,5.08993,16.652,4.42322,80.4219,10.0689,47.2888,15.7909,14.9179,9.99317,22.2081,27.7226,36.3192,11.3005,23.171,11.862,21.6193,16.434,16.7197,18.7708,5.29367,30.5344,20.0669,9.11413,6.22431,9.9463,12.327,15.4047,8.84253
I_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_805586,99.269,470.348,63.3092,168.262,115.77,122.955,192.771,104.205,152.96,116.72,385.536,163.502,212.052,79.7402,175.402,103.585,281.957,187.045,70.6441,138.985,148.023,133.709,346.784,1415.24,104.751,53.2462,206.002,262.14,181.176,120.851,160.862,110.111,133.93,73.7417,157.342,223.455,63.2304,173.525,84.4799,242.18,158.796,225.932,262.296,54.6291,104.716,22.6084,116.914,154.159,56.639,757.919,91.2545,182.639,149.059,118.897,157.203,248.199,176.19,176.384,168.758,179.092,138.368,147.559,137.692,110.756,93.1084,103.347,156.899,138.57,113.896,66.0128,133.733,72.9586,140.708,106.502
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_1001896,44.9314,161.194,17.9747,95.8792,59.2184,50.7264,63.0634,45.334,70.8322,52.3818,121.012,90.2469,89.7845,41.0228,80.8604,57.3774,84.031,75.2766,27.348,69.5531,66.2284,65.3472,78.7835,546.719,59.9478,34.3026,117.123,99.3923,78.2753,62.5744,71.9198,48.8588,89.475,34.1442,65.5061,80.5131,27.0809,62.6555,19.6039,129.071,86.4969,96.6953,146.192,27.2078,49.1102,8.71936,55.2986,79.7591,36.4608,328.461,53.3578,85.3916,79.8886,60.5812,63.4774,96.6942,59.876,81.266,52.035,67.8655,60.9385,69.8867,81.5496,63.5092,58.9449,64.4667,95.5392,41.5024,51.9348,20.7453,46.8487,47.9622,58.558,40.2195
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_310940,39.0747,149.246,32.0779,88.2392,51.1831,66.1436,71.2076,59.1742,72.1296,49.086,131.371,210.142,115.348,54.1305,72.1829,89.1414,124.342,75.1891,50.1049,83.1567,66.1975,65.1788,94.2572,405.026,72.2082,37.0779,104.257,89.2146,80.2032,38.1273,72.1618,64.135,118.625,36.0685,84.1997,58.1223,25.0734,71.1056,31.0494,175.502,65.1689,98.3599,124.299,29.0739,41.0618,9.03145,56.2116,57.1955,30.063,266.82,60.1089,84.2642,72.1897,60.1325,63.2057,85.2694,59.1202,84.1737,93.1589,77.27,75.1657,89.3439,65.1592,62.157,77.2461,49.1981,73.1158,55.154,48.0946,44.1896,52.0771,41.0932,68.1109,55.1264
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1033273,11.7249,41.0996,11.7605,19.003,27.6396,28.7657,20.4563,13.3829,17.288,11.6838,40.1079,28.0291,25.1698,17.5605,16.5703,27.5584,44.5678,23.4584,13.8993,30.6588,23.2785,17.9321,36.1209,119.913,26.9753,5.17704,24.8422,28.8124,23.2838,24.7079,12.4834,15.0034,50.8813,10.4478,37.7169,19.6223,2.5624,23.0776,11.6787,48.2058,18.4797,24.186,45.3309,6.20472,10.9302,1.06239,24.4841,30.2647,5.96607,98.5111,16.1367,25.0859,20.3004,6.67304,24.8485,21.454,15.7661,29.7331,10.3996,32.926,14.4657,24.876,22.9325,29.9559,4.52708,18.1797,16.984,11.1595,14.1145,10.4737,17.1525,8.63242,13.9551,14.1611
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_526403,134.713,1249.69,127.155,325.423,223.036,295.38,327.595,357.135,302.615,278.854,753.542,437.542,380.246,159.798,394.945,299.948,529.549,435.644,232.79,356.997,261.859,360.258,441.847,4323.17,185.522,149.959,577.49,617.373,367.749,252.094,318.66,224.614,474.311,174.868,409.389,496.309,139.65,411.535,213.516,847.125,398.383,561.125,691.555,149.829,240.342,45.2461,229.934,294.883,155.188,1717.37,219.266,295.133,389.666,327.996,347.322,385.466,406.752,433.907,316.467,439.669,325.994,465.607,343.371,291.032,212.372,241.873,379.856,243.361,219.738,137.758,282.986,184.677,330.243,236.668
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_229344,36.5517,136.773,20.1991,55.6158,34.8948,58.0,49.9961,36.026,96.593,57.0799,193.573,87.9284,117.44,34.3179,65.9058,71.149,100.316,80.1325,40.3895,83.4278,70.8778,76.5354,87.8798,23.9156,50.0,29.1467,73.564,50.421,58.3997,43.2638,84.4576,52.2599,80.1365,34.3465,79.4335,76.0903,22.2559,71.3072,40.8688,168.778,81.9702,62.6818,105.543,22.7732,27.4254,5.0,57.7235,74.3943,30.8508,220.362,56.9562,58.5103,70.0209,64.7434,66.8497,88.1871,82.4579,65.4517,77.7692,59.6183,72.5356,60.5735,72.6407,86.917,35.5485,63.8288,74.8074,39.1372,34.5575,21.7332,58.3416,37.5895,47.3757,39.3564
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1180223,88.0489,460.849,45.2274,204.256,151.851,160.657,161.218,130.966,182.919,113.946,403.236,273.925,237.597,92.8117,157.627,151.917,244.752,158.367,78.8301,154.425,154.186,153.401,164.822,1008.73,91.3355,63.5809,232.472,194.874,170.234,115.032,145.478,131.535,143.686,107.264,193.077,191.389,64.1374,161.878,93.2119,330.414,147.995,213.459,257.49,77.4272,105.174,26.7046,97.0093,127.032,71.463,691.829,120.533,104.325,173.725,153.908,130.918,212.456,180.128,202.349,184.402,198.025,153.601,194.307,164.864,174.59,78.9579,143.845,227.822,118.683,80.9081,67.7135,117.491,86.7138,117.308,120.525
DM_I_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_954393,20.314,200.041,22.3104,81.2123,65.5087,50.9304,64.5449,76.9152,78.4865,61.1741,83.8753,115.283,72.9745,35.9517,52.2315,49.3232,120.264,59.4623,47.0975,35.0878,35.002,40.1315,68.4801,706.217,66.712,23.743,92.428,103.927,66.8035,29.2801,65.957,56.9342,60.7287,36.3221,95.7137,95.6875,11.4156,91.7702,48.4575,132.566,56.9432,125.263,117.821,25.698,30.9163,0.0,34.7999,46.6422,30.8153,241.181,42.2961,30.5703,59.357,55.6181,43.1986,68.7681,83.0642,99.6258,59.0585,54.4346,47.1077,59.5586,62.4175,82.8096,30.8581,64.9383,75.6443,60.2592,39.501,26.8819,51.0881,35.0909,63.0408,43.1048
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1070686,9.47126,65.5084,7.05027,22.1816,4.39655,52.7643,12.0244,12.5285,7.68431,15.7424,38.3495,15.3037,28.4871,9.05341,28.4712,16.094,31.318,11.2196,9.32592,20.9619,19.8513,8.02781,17.4118,0.0,6.01966,13.883,32.4185,27.1795,28.9035,11.0671,20.2107,10.7115,31.1439,8.05603,26.0876,16.4529,6.23659,32.7145,39.1231,28.6685,22.1233,32.7142,30.0837,8.91832,23.9698,3.17741,11.8444,27.1056,21.6663,131.409,11.0299,21.3156,22.2916,7.62308,20.7812,14.493,10.2998,18.0352,30.6691,15.3897,15.2062,43.884,9.05482,13.4926,168.691,21.1482,14.5348,28.6546,4.38197,2.32544,26.251,15.0522,30.325,7.35043
NI_24H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_965609,2.21236,30.4404,4.27715,16.7062,28.0475,17.8784,6.55214,4.01291,27.0852,11.3655,35.6509,15.2434,24.378,12.3433,14.6579,11.5659,35.9927,12.1511,16.3563,17.0292,14.7635,7.29611,26.3461,1.31777,26.587,6.09942,15.6361,12.289,6.64962,8.89708,7.79651,13.7752,25.1282,4.78844,25.5235,19.0747,5.66595,30.0971,3.16395,26.4515,16.6398,14.7098,18.3311,5.40294,9.29409,1.23838,6.18624,6.04935,6.02821,53.7673,8.49231,12.0255,15.7926,9.67247,16.468,15.0201,14.916,13.2694,14.4901,13.1257,16.5318,20.0728,11.99,24.8889,7.9844,12.7055,11.5134,10.3242,14.8807,7.52029,11.2856,11.9968,15.0027,16.564
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1291578,22.5106,59.4929,11.0641,35.7248,14.2164,38.1757,27.6272,20.5824,43.0719,12.7564,61.7394,97.606,48.5366,19.3219,19.591,36.2378,39.5127,43.6094,30.8019,27.8858,28.2206,28.5517,74.6199,7.89823,26.3676,23.0574,61.3836,22.1257,16.3447,15.8335,24.1484,30.1098,41.0442,27.2103,28.549,34.896,10.6428,36.6563,9.76973,57.3419,28.0511,32.557,40.9213,5.79915,32.8885,4.07715,13.5484,44.4107,10.3635,118.401,29.5223,29.2266,30.5011,25.729,34.8974,46.5567,35.5267,40.6597,36.4059,19.83,36.4209,28.4731,22.7532,27.7807,48.0295,27.3897,25.1987,20.0709,11.2932,7.90498,21.1854,18.167,28.145,38.0608
DM_I_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_906691,13.8374,68.5772,21.2691,21.0428,37.0475,27.2566,20.6252,17.7216,23.0546,4.47894,53.3398,48.7892,33.3178,14.436,24.7202,20.4373,38.9475,36.1378,9.24583,45.4358,23.7625,22.524,12.8688,197.848,10.3663,4.39665,52.5206,47.3107,27.7966,17.7579,13.9838,33.0394,57.7176,8.31536,36.3054,46.2077,5.08788,29.2173,9.04889,49.8066,31.3527,48.0451,35.8082,5.72719,15.0881,3.61843,12.5494,29.7799,17.1935,131.66,8.70268,11.6729,41.4281,31.9156,12.33,26.3021,13.8597,47.9774,24.6557,40.678,27.6995,24.5552,20.8884,33.7526,12.0191,23.2067,32.3556,31.3586,15.7638,9.48215,15.7438,13.7763,15.8755,18.4846
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1224458,10.1419,24.6167,3.02943,11.097,6.03408,6.02958,10.0626,15.09,16.154,15.0552,40.0289,18.0845,16.1085,11.0722,11.1476,14.1472,24.5317,14.0472,21.5964,8.0119,9.18726,36.376,7.49695,5.03179,12.0369,16.8654,15.139,5.26145,21.5372,10.1164,11.8205,15.1532,6.02727,4.02208,18.0534,11.4047,2.10407,3.54841,14.1024,11.0508,14.0765,71.8094,15.0711,4.03763,5.89944,2.48435,8.20917,7.02362,5.90897,52.7786,10.0746,11.0916,11.6037,7.02886,11.0781,18.123,5.63922,19.0135,9.09892,15.0723,13.361,11.0981,10.0643,16.6877,1.12333,9.02753,9.02238,9.03145,5.02923,5.36169,16.1984,7.09004,15.2797,5.01732
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1665495,8.6232,29.3523,3.05009,13.0665,19.1752,19.0071,11.0809,8.23853,13.615,12.1557,22.9885,8.08136,33.6193,0.0,6.71653,14.746,20.8662,9.86994,8.89501,13.8107,13.3804,16.2754,9.96195,117.189,17.829,3.60819,15.3298,16.46,28.3909,1.70433,18.3112,10.1453,21.1178,4.65881,13.1623,16.696,1.60197,11.4803,1.59487,26.3822,9.20583,31.2861,38.8479,1.51212,5.2482,1.59848,23.5514,11.0035,8.0376,54.7355,11.7915,13.9766,11.7603,5.09559,22.3356,21.4596,33.3086,7.68067,16.4837,10.7043,14.7063,13.6684,11.7095,6.01728,1.67925,6.42219,17.2643,3.9349,12.1203,7.81263,15.2273,11.6095,22.5792,17.6183
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_960547,33.5845,188.622,24.1662,89.9739,49.3651,72.9715,67.8646,55.4791,61.4448,39.8201,126.741,95.723,96.0479,47.3404,71.5938,59.199,97.9226,90.7074,36.7902,56.6704,38.5517,59.2969,45.489,602.606,52.4785,33.3885,72.3218,111.779,84.0912,51.075,95.6381,50.1589,53.3876,50.9659,99.577,76.1173,24.8589,83.0873,47.5341,137.277,77.4724,132.81,143.992,39.0157,47.0885,22.4467,54.5817,79.7174,37.8807,354.936,51.2393,36.8512,67.6496,52.7252,65.1474,69.1608,69.4423,107.472,81.2928,78.3,74.5876,77.2157,64.3583,59.9307,49.9305,55.1825,113.356,52.722,49.1825,34.1346,48.0214,39.7955,55.5642,59.7832
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_403328,29.13,162.841,28.4605,106.645,27.3583,61.3877,56.7962,57.7267,54.4033,25.6714,81.4765,59.3939,86.2404,35.797,37.0187,47.2364,106.678,57.1775,57.1869,47.4868,63.0743,45.4429,58.5868,269.793,21.8463,16.697,75.5375,67.4851,48.0291,31.7366,44.3414,77.9474,30.3932,51.558,64.2534,89.4018,25.3001,94.8382,44.8459,149.39,61.9354,61.9076,69.7031,29.095,50.3875,8.01168,29.5852,36.2761,11.4559,238.554,43.2007,71.1629,53.5969,38.6956,82.8852,62.4427,44.7547,67.8996,53.5365,49.7436,82.7128,61.4534,72.3197,66.1793,27.5856,33.3389,63.7172,50.9594,51.7954,19.702,57.7558,32.4633,27.6129,33.2866
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1841289,22.9986,125.626,20.6999,76.5426,36.9726,39.518,48.8775,38.6847,56.4578,32.035,108.529,69.7074,70.2378,24.0151,68.4673,26.452,62.7665,43.8867,42.5856,32.9576,34.5398,52.3914,22.3091,372.057,53.3442,28.9311,75.4086,45.725,54.8897,27.4489,43.1725,25.6298,25.0855,19.4381,47.7634,69.6801,17.3098,37.6603,22.3033,119.928,61.341,57.108,118.565,8.73078,21.6716,6.26671,28.3578,45.2924,22.7317,205.002,26.0566,76.2127,45.0156,29.5845,30.5022,68.0293,51.2035,56.8414,47.2925,54.1228,43.1074,46.1048,37.9134,27.2163,21.576,45.1013,60.9735,43.8601,28.7178,26.3273,43.7289,28.3646,39.9691,38.9202
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_645531,26.6692,149.144,8.12711,61.4223,37.255,40.0196,62.8393,48.9613,47.7362,46.7832,135.714,101.894,60.3687,32.04,43.8707,48.5334,77.9795,53.8432,26.3094,65.7672,49.4213,47.2619,42.9095,322.305,38.542,26.4387,75.7872,65.1882,64.1636,40.45,53.9486,38.9542,28.0458,35.7493,57.7682,62.0288,19.4056,72.7579,17.478,138.062,58.2089,58.8732,107.565,19.8462,24.2568,10.3071,26.6455,65.0395,25.4441,223.475,37.4904,15.3668,55.3751,62.2404,35.332,66.0018,59.5434,59.4088,57.6838,42.5234,40.6508,65.6469,54.9398,39.8631,29.1022,57.6589,98.795,35.972,33.6529,20.7426,42.6193,32.4808,55.6048,23.464
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_694176,94.942,611.945,59.141,250.548,175.035,176.279,134.693,178.23,193.847,134.574,272.722,305.105,220.165,97.7105,167.71,158.627,282.134,217.914,114.784,180.391,151.053,199.083,179.922,2040.0,195.69,103.918,270.424,295.935,227.386,149.695,174.749,138.216,181.745,106.215,194.419,299.301,71.6657,216.383,87.4017,415.491,215.713,304.435,378.269,59.7393,106.147,27.7864,125.874,156.551,60.9455,956.872,124.538,180.703,201.867,153.453,142.54,211.224,195.867,258.671,201.756,188.115,188.526,226.413,177.233,173.217,115.736,138.453,265.664,144.383,157.481,87.6653,117.817,104.078,172.024,109.591
