target_id,DM_I_24H_2,LB_NO_0H_1,DM_NI_24H_2,LB_I_48H_3,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,DM_NI_48H_4,DM_I_48H_4,LB_NI_6H_4,LB_NI_9H_4,LB_NI_24H_3,LB_NI_48H_5,DM_I_24H_3,LB_I_48H_2,DM_NI_24H_3,LB_NI_3H_1,DM_NI_48H_5,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_NI_6H_5,LB_NI_9H_5,DM_I_48H_5,LB_NI_24H_2,LB_NI_48H_4,LB_I_48H_1,LB_NO_0H_3,LB_I_3H_5,LB_I_6H_1,LB_I_9H_1,LB_NI_3H_2,LB_NI_24H_1,DM_NI_24H_1,DM_I_24H_1,LB_NO_0H_2,LB_I_3H_4,LB_NI_3H_3,LB_NI_3H_4,LB_I_24H_1,LB_I_3H_3,LB_NO_0H_5,LB_NI_48H_1,DM_NI_48H_1,LB_NI_3H_5,LB_I_3H_2,DM_I_48H_1,LB_NI_9H_1,LB_NI_6H_1,LB_NO_0H_4,LB_NI_6H_2,LB_NI_9H_2,LB_I_3H_1,DM_I_48H_2,DM_NI_48H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,LB_I_48H_5,DM_NI_24H_4,DM_I_24H_4,LB_NI_48H_3,LB_NI_24H_5,LB_NI_6H_3,LB_NI_9H_3,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,DM_NI_48H_3,DM_NI_24H_5,LB_I_48H_4,DM_I_24H_5,LB_NI_48H_2,LB_NI_24H_4
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1262965,0.0,1.04909,0.0,0.0,2.1211,2.06559,3.03096,0.0,0.0,0.0,1.05288,3.8684,11.5365,4.27737,2.18341,1.19176,7.22551,1.05045,0.0,0.0,1.25028,3.02533,3.66243,0.0,1.56402,1.11279,0.195502,1.29467,7.37225,0.0,0.0,0.0,3.08473,3.31005,1.03664,1.43157,0.0,0.0,2.04259,4.04406,2.04233,5.22398,3.08777,0.0,0.0,10.2361,2.06596,3.02368,0.0,14.2009,0.0,0.0,4.1638,0.0,19.2728,0.0,1.01869,0.0,0.0,2.03488,0.0,2.29314,1.1319,2.1261,0.0,3.10412,1.08655,8.005,0.0,0.0,0.0,0.00123777,1.7708,3.06293
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1202312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28632,0.0,2.07006,20.6866,18.5997,0.0,0.0,0.0,0.0,0.0,1.03529,0.0,1.26757,1.50404,2.42338,0.0,1.38781,0.0,0.968151,0.0,2.72615e-06,1.03803,1.22522,0.0,0.0,0.0,0.0,2.89353,0.0,0.0,6.66807e-07,0.0,0.0,0.0,1.03544,1.20386,1.12521,7.04636,2.06908,3.02431,0.0,4.48593,1.06657,0.0,4.18191,0.0,13.1073,0.0,0.0,0.0,2.36555,0.0,0.0,0.0,0.0,0.0,2.00365,0.0,0.0,7.58962,0.0,0.0,0.0,1.15464,1.76892,0.000634547
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1216752,75.1493,1142.16,57.4206,329.332,527.485,285.008,526.212,185.749,127.096,177.529,417.652,3779.85,453.095,67.623,369.708,63.6637,473.109,188.858,67.0847,110.432,403.625,398.643,495.251,3722.77,245.19,125.645,292.875,219.828,266.871,376.464,114.339,259.634,517.577,123.447,208.966,194.859,140.687,294.217,88.5244,746.857,363.137,1034.98,797.059,177.023,51.5288,70.7149,251.835,440.68,70.6793,2897.09,110.862,260.867,437.67,191.499,495.516,468.154,319.829,184.707,107.819,640.342,202.923,591.124,230.465,235.733,150.672,344.322,280.19,353.926,246.849,351.07,157.462,91.9641,85.0952,220.071
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1199477,34.0536,176.168,22.0045,73.014,54.0221,71.0106,83.007,51.0054,107.047,93.0644,170.021,90.0533,105.03,49.0057,58.0171,115.127,114.129,71.0108,50.0185,66.02,87.0234,71.0103,93.4096,13.0,71.006,34.02,120.035,74.0211,51.0558,47.0106,73.0175,52.0152,87.0049,72.1268,85.0098,93.5618,25.0051,89.0547,39.2792,159.038,80.0212,142.34,121.018,13.0135,39.0132,10.0453,49.023,101.027,28.0042,301.399,76.0249,82.0,81.0315,60.01,73.0295,123.027,78.0055,74.0095,110.043,64.0261,94.0566,73.0795,98.0,75.0393,54.0056,84.0118,95.0245,52.0107,47.0222,27.0103,56.075,57.0401,81.0403,76.0348
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1241264,73.0,219.0,50.0,137.0,98.0,120.0,111.533,69.056,166.379,106.0,312.593,157.707,175.26,90.1046,100.927,152.0,235.488,126.932,88.0,97.0,129.646,124.0,159.0,34.013,85.0,62.0,181.524,145.0,92.0,73.4763,155.0,101.242,218.0,74.6886,147.0,144.667,38.0,138.693,70.2007,225.0,148.102,131.572,192.0,41.7017,70.0,13.0,97.8389,132.0,62.0,404.557,109.0,150.0,144.0,105.542,129.517,175.701,106.911,158.238,191.525,116.0,143.0,157.527,139.0,127.655,83.0,131.0,136.989,112.0,62.253,43.0,89.0,80.0,101.443,89.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1261418,28.0479,113.451,29.0316,72.2948,39.0357,57.0171,52.0164,35.0176,85.1024,31.0865,133.592,97.0973,110.095,43.067,53.1742,73.1105,82.6952,53.197,36.086,58.2086,65.0259,67.9054,76.0112,90.0472,77.0347,15.0136,90.0587,53.0466,42.0797,39.0424,57.0568,31.0211,102.092,29.0816,87.0513,58.6321,22.0279,73.5358,27.0878,103.053,68.7244,70.3671,90.0546,18.0186,38.0817,8.06615,28.0364,48.0335,26.0379,196.056,43.0603,53.0406,90.2077,47.0196,48.0552,66.0883,48.0225,77.0233,80.0792,48.1409,57.0867,62.1068,58.0469,74.2915,36.0076,55.0283,52.0342,51.0397,30.0923,21.1463,39.0787,50.1578,67.4233,43.0465
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1344881,8.8503,163.319,10.5965,32.5014,58.0897,19.5399,19.4377,29.8858,41.995,17.9004,62.2112,33.1515,25.8823,20.6751,62.025,13.0483,55.2916,57.6703,28.8112,41.2389,6.02024,35.2308,33.4064,1690.64,20.2959,15.2296,25.9896,87.2113,53.5566,17.7234,40.1409,20.9741,10.0266,16.649,49.9057,52.0926,25.2734,37.4987,20.0823,69.0395,33.5071,135.285,39.1422,19.6294,30.6653,5.52288,12.7297,14.5905,4.54998,275.184,11.3676,8.23176,67.0905,31.9948,14.3329,42.5134,10.559,46.1077,27.649,39.5448,44.03,29.5691,33.0239,21.5658,0.000360391,25.5333,78.7212,34.1319,46.2587,9.60077,43.0213,40.2,26.1821,23.8814
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_866563,23.0858,50.0972,18.0196,32.8415,28.072,42.0318,31.0667,25.0511,47.1467,33.2063,62.0499,70.2695,53.0095,20.041,41.4213,50.1433,64.1147,42.9594,19.0622,36.0245,52.8787,37.0186,57.5449,17.045,31.0402,17.1048,56.0914,21.6511,34.1576,27.1259,37.5831,22.0417,77.332,30.1098,47.0623,58.5778,20.1192,51.4165,12.3439,79.2383,34.2931,44.3144,62.0891,14.0145,24.4551,0.0,21.2435,52.8359,28.0929,129.368,32.0653,40.9598,46.6272,41.1315,58.2096,45.1159,35.0357,54.0163,47.1433,37.0571,35.8229,45.0886,45.1441,50.0942,42.3499,44.103,41.0671,22.0414,24.1737,14.1107,20.0564,27.1741,36.1752,30.0456
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_938146,25.1514,150.974,15.0667,62.2945,30.0543,40.0476,40.2156,43.0669,51.3005,21.0582,65.0469,51.1286,84.3761,19.0778,51.5725,48.2927,46.177,33.0584,20.1213,29.0431,48.9702,25.0466,6.41716,3.01222,33.0735,11.1053,37.1603,56.4327,38.2425,49.384,17.1531,50.802,28.1273,38.1851,240.313,49.8854,21.0467,86.9117,46.1119,52.1208,44.1706,66.7165,60.1604,26.0464,27.1737,7.14269,17.4131,50.0508,11.0232,232.468,19.0684,16.0181,28.0708,36.1175,98.399,32.1062,77.2664,35.0248,42.3659,36.1213,53.8128,44.1705,42.1727,32.714,12.0291,34.0789,31.0571,45.1538,43.2514,22.2193,20.0933,29.1174,63.3247,18.0435
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_936337,18.1952,47.3999,12.1177,24.1466,27.4476,32.1578,15.0227,14.0452,32.2974,21.2228,50.052,56.2627,37.2236,25.1191,27.1409,42.2421,44.261,27.0911,24.1681,17.0253,32.1666,24.2156,55.2587,7.04451,24.0737,27.113,50.1928,17.1487,22.689,18.1262,29.2635,24.3257,72.3273,19.0777,38.1127,55.0227,14.0311,14.6305,15.3836,49.1696,24.0899,35.5603,46.5536,15.0657,18.2522,7.04229,21.1556,32.349,14.048,91.1353,20.2506,27.0573,32.1956,31.1278,28.3921,49.2523,20.0539,30.0213,40.3733,24.1157,32.2162,30.3222,37.3888,25.1836,18.0207,33.1786,34.0845,30.1909,20.1681,7.05774,21.1322,19.315,18.2266,17.0546
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_781876,26.2716,124.853,25.5086,86.564,54.0221,75.3712,56.0047,42.2429,66.3014,58.3808,141.018,84.0581,93.6787,31.0036,65.636,80.1038,106.935,55.8659,45.2119,31.24,57.5175,47.0137,70.8506,19.01,62.0158,28.0165,89.8414,70.6971,46.0604,32.0161,63.0227,45.0132,69.0159,41.1053,81.3063,86.7202,17.0175,59.4393,25.0032,109.635,81.6854,59.1618,71.2143,25.2079,37.0419,8.03627,45.0318,74.0296,29.0043,208.125,53.0218,62.0052,73.0331,46.2144,50.0348,84.0228,62.0044,69.0088,76.0422,63.0386,64.4441,49.5217,68.0088,41.2548,47.0099,67.0189,57.0221,47.0097,32.0189,21.0121,52.148,35.0607,43.7653,32.3153
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_590025,17.103,40.2537,8.03556,29.1377,16.029,20.0238,16.0862,16.0249,33.2773,23.0637,45.0325,54.5999,40.1701,20.0819,21.228,22.1342,42.4853,19.0336,25.1163,14.5817,25.5631,16.0298,35.2862,5.02037,15.0334,10.897,43.1693,12.6054,20.0609,25.614,78.2487,22.2492,30.1364,20.0934,26.0339,18.3735,7.01557,32.3045,4.23426,61.1297,31.1202,24.2544,25.0668,14.025,16.5278,4.08154,13.3159,14.0142,17.0359,98.9796,43.4253,29.0327,25.3382,17.0555,27.1002,33.1095,16.0185,29.0206,46.4007,20.494,28.4294,42.1628,24.0987,27.6024,28.0174,9.02089,32.2066,32.0687,17.0994,3.02153,13.6372,22.6869,22.1134,13.0293
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_836260,6.05067,10.5291,1.00228,5.02781,2.01869,7.03523,8.02891,0.0,7.08169,4.03608,16.049,5.04884,8.0582,2.01042,4.07179,2.01012,13.2973,3.01227,2.68374,9.00984,2.04283,16.389,3.27534,0.0,5.02847,2.2575,7.04853,7.29205,9.74941,1.0071,7.62465,3.16545,22.0949,1.00851,4.02158,11.2375,2.16989,5.76035,5.80258,2.00769,7.04817,7.1737,5.03272,2.00918,3.54926,0.0,1.01336,6.02972,4.33111,16.9016,4.01538,4.75177,3.48284,4.02571,7.05087,12.0769,3.28161,2.00623,2.01339,6.0939,3.06227,4.03623,5.03093,13.0726,7.81536,5.05027,10.0374,7.15976,4.03388,3.1426,5.76589,3.04719,5.05649,2.00711
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1139441,16.6193,77.6069,14.0542,24.2135,26.109,25.3738,20.6177,16.5163,23.957,13.0542,54.0166,26.5996,37.5287,9.02812,22.5891,34.7789,27.0385,21.4596,22.1262,21.0479,23.9486,18.2599,13.1647,7.32733,26.3314,14.685,41.6494,30.267,33.8504,10.2546,35.6028,32.3316,18.0621,15.0525,33.4378,25.4585,8.31096,19.8532,9.31441,54.815,21.0678,29.9667,30.0358,6.00353,12.1325,2.03251,14.9578,26.4417,11.2656,100.907,20.1052,14.0204,19.4588,12.0253,14.5817,50.6163,14.0418,25.0205,34.1726,23.1151,37.7729,36.4096,25.115,16.2188,20.5121,34.2153,19.6413,16.0963,20.5699,13.0536,14.0578,14.8141,25.3152,20.0782
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_884239,6.74754,22.464,1.40964,9.47459,2.1024,10.4733,1.02282,2.29584,10.7265,3.06579,1.0155,10.1729,16.8857,1.17314,4.39072,5.30152,6.55633,1.50719,1.02481,0.0,8.63814,1.12862,0.0,1.22079,1.31199,9.46501,7.34938,5.42793,0.0,3.0801,3.14895,4.55113,0.0,9.66577,28.6024,19.8974,0.0,10.0732,1.99326,1.6908,2.08674,3.70299,2.15878,5.86659,0.0,1.9875,6.84656,2.00366,5.05008,47.2639,3.32985,1.0999,35.5042,5.88471,2.70943,14.1561,4.23914,1.7015,7.7106,7.25025,8.79833,7.71255,2.00867,6.14047,1.00904,3.1656,3.16617,1.83758,0.0,2.09285,1.50728,7.67368,5.10191,1.6991
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_996493,51.1178,129.687,18.0196,116.619,58.6889,58.0174,73.0231,38.0652,94.1848,64.1785,180.137,107.183,121.146,52.081,70.0834,97.191,116.221,87.3627,90.5729,75.0717,82.3823,84.0644,65.7394,21.011,69.0311,31.3218,130.096,75.336,72.1341,33.0358,79.3238,53.0522,72.2069,62.4171,112.066,145.706,34.8347,65.4771,38.8769,162.083,80.2264,74.4461,108.084,57.0591,33.0709,7.05788,56.0951,105.073,25.0493,245.66,75.1051,61.0467,95.9576,70.05,76.0933,77.103,77.036,87.0263,80.0792,81.1109,67.0853,74.081,105.06,83.0885,69.0145,69.0522,79.1192,59.0327,28.0862,24.1616,65.1312,50.2778,69.2073,53.076
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1472958,12.048,46.2772,12.947,15.4499,20.1242,15.048,13.0209,12.9006,25.2718,18.071,60.2432,36.1229,32.2565,21.0528,15.6269,30.0768,31.5791,17.0253,11.0431,18.0346,16.3006,21.0358,24.5847,8.06063,36.0467,4.12685,25.0942,23.6504,21.8644,13.1221,20.4849,13.4063,19.0655,7.02546,17.0322,26.3334,8.13322,23.2505,10.7363,40.715,21.0279,18.1408,24.0328,10.0104,10.7331,3.47783,14.8357,22.0351,9.2409,72.5776,15.0258,44.3199,18.9266,17.0291,26.0601,23.0636,20.0501,26.0743,17.0502,18.066,25.2667,30.1298,13.0551,13.1801,27.8743,17.0597,20.046,15.0463,10.083,8.06758,21.4597,22.1415,18.0845,8.02395
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1024746,30.0556,91.3408,9.00981,80.4268,47.1658,38.0229,53.0167,27.0136,57.1086,28.1201,99.1125,54.1069,47.0677,31.0483,59.0893,52.0787,62.1077,34.6246,30.6196,32.0218,44.7407,58.0292,72.9296,16.0084,34.0153,22.4353,73.0087,29.0973,42.9576,22.0239,53.1864,59.0628,46.423,27.1708,54.0551,93.1615,18.6279,51.3995,18.0585,84.0681,42.1312,38.2488,65.0394,9.00932,28.0716,2.0211,20.026,53.0506,8.01167,131.738,42.0722,37.0283,53.233,38.0268,35.0808,74.1143,33.0154,32.0097,74.0889,26.0297,40.0711,41.0706,51.0536,60.064,26.0055,49.0384,41.0457,47.0567,33.1016,12.6561,25.059,23.1198,47.1693,21.0227
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1310519,2.73285,23.2206,6.13353,0.0,0.0,1.51675,63.4124,7.62126,6.55763,24.9946,0.0,2.05619,2.73116,2.39724,4.57567,6.7969,19.2943,4.44691,7.38385,0.0,4.17696,9.91204,11.8127,4.89188,0.0,3.1154,45.4503,16.1548,15.631,11.9831,0.0,9.0247e-05,17.1306,40.5323,5.81722,5.42907,4.54049,34.3538,49.6977,51.6318,35.2035,0.0,4.48116,6.01655,7.64125,5.28411,0.0,6.25464,0.0,65.3926,33.5598,0.0,0.0,2.21892,15.862,0.0,4.25453,0.0,10.449,6.8662,7.36053,4.02952,2.15358,4.31714,3.85269,5.52778,20.6739,0.0,34.3035,4.80969,0.0,8.4591,5.24538,2.78196
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_698939,3.3421,7.57409,5.64058,6.93734,1.97248,2.60963,5.00757,0.0,3.47953,1.30254,2.00138,5.47157,3.09364,2.00685,6.51553,5.86211,2.94347,3.71958,3.0178,1.00141,2.45611,4.45707,2.00733,0.0,0.0,5.02093,2.84624,2.68029,1.34818,0.0,5.83097,5.09935,3.01266,6.12366,10.3583,3.56833,2.00398,5.02743,2.38471,6.39537,1.00291,8.19035,0.0,2.00876,1.00772,1.42541,3.21477,2.00265,0.0,19.8469,5.9488,0.0,8.56598,3.37705,2.57001,4.01331,2.00437,5.41951,2.23488,0.0,9.056,18.5076,4.01836,8.80687,0.0,5.01213,5.00889,1.54414,2.01169,0.0,2.65277,8.14374,6.72591,2.61447
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1206288,8.04214,66.2354,10.0109,49.2603,29.2871,30.4777,27.4691,33.1085,43.3347,21.165,55.0529,52.4232,56.699,14.0532,20.7821,39.1492,51.0103,31.0437,42.7799,32.035,22.4492,36.1237,61.0355,7.07512,22.0836,12.3609,77.4586,49.3786,36.4082,47.2446,33.7087,20.2203,34.1466,19.3212,44.1306,116.101,11.0984,38.5693,17.8511,61.2346,44.7116,51.1172,60.319,11.0369,17.1818,2.05106,24.5003,47.1996,8.04662,154.379,36.0924,22.0415,43.2946,27.1058,45.2908,42.1849,32.1351,47.0142,34.1741,29.2037,46.5548,31.2123,26.1277,42.3792,23.0165,34.3677,36.1267,36.1494,26.2202,17.677,30.4669,24.3546,27.2924,20.0711
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1231474,5.10387,12.9893,1.42168,9.35985,57.4612,15.5452,0.0,11.9374,5.48942,3.31012,3.17921,2.28719,2.9897,6.63386,19.0146,3.11774,3.84332,3.37947,28.1336,1.11687,6.89952,2.08681,0.0,0.0,4.57712,10.0946,1.32228,0.0,0.0,10.9687,54.7078,3.4525,0.0,3.95266,0.0,4.93723,0.0,26.6776,22.781,4.41194,1.50442,11.3846,15.5319,5.8823,9.83194,12.4466,5.14529,0.00964107,7.15729,42.4136,0.00761847,2.12796,31.9127,14.2069,9.72245,16.6656,5.14878,6.99469,0.0,35.7408,11.0438,2.21953,0.0,3.17906,4.15404,9.98411e-06,0.607293,3.24696,5.34515,3.23567,12.6296,14.5149,3.9024,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_749704,21.1272,184.33,9.94347,41.6314,33.0598,30.4341,24.1294,21.0327,57.5861,32.5024,101.073,49.7199,48.8688,23.4156,34.873,52.1808,70.7322,34.1338,16.0745,33.5737,34.2919,37.9513,45.979,6.77025,17.0378,23.6576,57.8985,70.7012,36.5855,16.1254,46.0822,27.993,30.6848,21.9132,43.6457,78.6879,10.434,70.3891,13.7928,82.2722,38.1473,41.3372,51.023,16.5275,16.5142,4.65638,40.8942,35.4898,13.0275,149.03,25.09,29.0327,31.353,47.2383,33.6428,37.1228,33.7135,56.8626,56.2068,48.8288,43.3098,48.9847,41.8937,29.6471,21.0131,39.0905,32.059,37.8032,13.166,22.6426,50.1789,20.8167,59.6966,30.0677
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1205667,71.9446,394.011,42.643,186.164,115.8,80.9706,123.468,118.185,135.018,106.734,230.496,208.997,142.123,70.3461,131.505,110.18,194.872,169.536,56.6381,136.508,99.7874,113.941,114.357,1313.54,127.8,56.9143,181.359,173.082,146.549,92.2067,106.795,115.755,61.2238,76.5368,136.061,173.772,60.2132,176.118,78.9681,258.897,131.655,196.002,248.839,54.273,85.8464,15.4546,76.7873,87.6232,36.604,656.179,100.265,128.908,164.943,106.041,118.332,168.974,134.416,128.172,111.261,139.84,110.699,148.606,145.347,120.541,88.1772,88.2914,179.118,100.634,79.4852,52.8319,105.453,58.836,108.129,83.6137
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_682350,2.01689,70.0572,0.0,11.3655,12.0554,5.45731,6.02168,4.01315,13.9117,11.6918,30.0918,31.6959,19.4203,3.36386,19.6266,8.17662,16.7516,9.43918,4.26661,10.0109,10.4107,5.13911,14.1931,13.1589,7.03986,8.78297,13.6417,21.9999,9.65371,9.05128,7.62465,4.2741,11.5034,8.1087,134.019,10.5512,8.18178,6.47398,3.15891,18.9258,5.0344,26.59,13.0851,12.0551,24.1158,3.60896,18.2404,32.6324,3.12222,73.7642,6.09241,5.00943,15.7701,7.69104,3.34504,7.04486,21.1326,12.1909,15.1005,4.1107,30.2666,10.6129,11.2772,5.10736,3.00548,10.1005,5.01871,17.7618,11.0029,4.73351,19.6118,9.95208,15.797,5.01777
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1229081,19.4729,50.8749,9.46751,20.8955,13.0601,22.7641,8.02033,7.89041,27.6902,19.518,41.1255,21.6213,35.6314,5.02081,29.3551,25.9817,36.9828,19.0777,11.9819,12.0131,27.3338,11.0426,26.6059,3.70263,11.0626,9.44666,25.6658,18.5454,12.1441,14.5143,15.1273,10.1172,35.1509,14.0702,28.9515,44.1108,5.53158,22.1245,8.68604,27.4903,25.8312,25.3924,26.3126,8.25772,8.5277,1.00662,15.7559,27.8527,15.1189,79.7261,8.27911,16.2903,28.1693,19.1088,23.9998,22.4111,23.0656,22.7578,26.5817,19.4153,25.0242,16.6904,23.1873,10.0249,7.0666,19.1287,32.2901,12.0571,15.127,5.04084,14.1437,19.1283,10.8,17.6852
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1765377,23.092,153.797,13.0245,51.1493,45.0682,41.1313,50.0803,32.0549,52.1028,19.075,106.033,74.2527,66.1895,21.0528,51.7588,31.4405,64.9095,45.0671,27.1057,50.0961,37.5293,47.5801,36.3426,13.0985,30.0389,26.1464,69.734,49.2317,27.1384,28.4335,44.0615,34.0314,58.2,20.0727,40.4686,66.6064,13.1197,44.4793,19.6057,76.1622,58.1237,41.8272,60.0819,18.9192,24.1938,1.01524,31.2451,44.0703,9.04141,152.442,39.0671,43.0627,59.1384,31.0531,39.5338,60.166,43.1076,44.3999,65.192,47.1723,37.3947,55.1856,50.2118,41.583,29.9489,52.4392,28.0644,33.1019,27.2241,11.2003,38.1083,33.0995,33.1549,20.0599
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_742602,29.0,132.0,25.0,65.0,59.0,71.0,59.0,57.0,112.0,50.0,195.0,106.0,118.0,59.0,74.0,78.0,125.0,91.0,41.0,68.0,86.0,74.0,96.0,10.0,70.0,41.0,111.0,71.0,62.0,46.0,88.0,57.0,97.0,46.0,79.0,97.0,25.0,73.0,41.0,144.0,88.0,82.0,103.0,25.0,44.0,9.0,47.0,118.0,33.0,268.0,61.0,63.0,62.0,63.0,64.0,92.0,60.0,99.0,100.0,57.0,70.0,68.0,89.0,73.0,46.0,83.0,85.0,70.0,42.0,23.0,70.0,31.0,67.0,61.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1136879,10.0521,69.5971,6.04309,9.03785,16.0737,10.0392,6.01222,5.02686,19.0705,10.7282,25.5584,34.2414,27.1228,7.0334,13.1854,11.0681,19.4514,16.043,11.5469,15.0342,6.11272,18.0695,11.7904,55.518,13.0426,8.43202,59.4374,9.19409,14.3788,11.1468,5.30819,9.54629,18.0621,11.0673,19.1108,32.6064,12.7523,17.2142,9.73076,26.0884,11.0435,11.2612,16.05,4.00414,8.11007,2.10727,10.2306,20.0782,4.099,47.5685,6.10848,9.01312,29.1221,13.033,19.4366,23.1001,14.4769,5.00978,20.0696,15.0997,15.2494,11.0647,15.0914,5.06814,10.0061,18.114,15.0585,13.1893,10.1141,4.14512,13.68,6.08638,20.2198,5.02356
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1173229,10.04,165.459,16.0302,49.2822,28.0424,33.1057,40.0643,27.0463,51.1488,39.1482,72.0222,59.2015,45.1292,25.0628,38.5065,51.1305,59.5673,58.2668,25.0979,32.155,37.8318,28.6327,33.1359,25.087,27.035,14.0857,42.1583,31.8766,34.6619,15.1198,27.2761,22.6876,30.1035,25.0909,31.3821,49.6283,23.6493,36.8433,15.4561,62.6902,42.0883,38.8556,42.3153,8.00829,17.5554,10.1524,16.3499,47.0751,10.046,127.61,16.0275,47.0685,31.8205,39.0668,22.0509,28.0775,37.0926,25.0205,51.1506,32.175,37.3947,39.1316,45.9973,42.6383,20.0123,25.0877,36.0829,25.0772,17.9464,8.78719,24.0684,20.1287,27.2165,20.0599
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_822123,7.47436,62.2829,13.0142,30.1355,23.8417,34.0763,21.0652,81.9852,24.3309,19.6995,61.0587,44.4269,61.2956,20.076,21.3211,28.1071,55.3107,32.0451,18.0773,26.0177,31.1446,30.0909,29.4278,7.07512,32.1215,10.875,54.5038,22.2431,40.6337,21.2485,31.4809,38.2585,22.0949,24.1516,32.095,33.581,17.1024,49.416,14.9798,46.9221,29.1413,35.3937,25.1298,15.0155,25.0784,1.02553,14.1775,29.1232,17.0991,91.137,26.7095,12.0226,31.425,39.1528,15.075,34.1177,18.067,27.0082,21.0944,104.656,45.5102,48.2934,33.1501,28.5887,11.0079,29.1583,32.0907,19.0696,16.7816,15.6617,43.3132,26.789,26.3689,24.9307
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_106905,13.545,112.369,19.2135,26.005,22.009,38.3407,54.9205,28.4254,55.8921,28.0194,112.014,70.4297,72.8082,27.0746,75.7618,29.0321,70.243,33.6794,21.0078,37.0112,36.0097,36.5912,64.6682,10.0,30.0025,19.1589,56.7873,50.1054,22.8815,33.3048,45.0108,29.4792,63.0036,28.6938,42.0049,36.9731,5.00103,48.4283,14.4532,69.535,54.3013,47.5734,65.0719,12.0767,29.4932,3.08609,27.0127,47.2257,5.11058,131.89,30.2068,19.0,35.3408,30.7511,25.0101,40.0087,36.3089,46.0059,53.1356,33.8184,40.7189,51.6252,74.284,43.0225,35.6589,37.2386,35.4305,28.0058,28.407,37.1571,31.4613,23.494,22.0109,30.0138
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_587841,29.2274,239.668,4.53786,65.2002,48.8804,46.6378,50.6898,40.3105,75.9186,47.6654,166.097,67.6906,102.802,38.67,75.9493,60.8097,114.797,39.6111,27.1041,57.3822,64.1225,77.9252,77.7394,11.0248,38.7206,23.6658,87.1056,79.7162,46.4943,24.3121,56.0131,39.4051,101.377,29.0465,66.0521,75.0487,9.51204,48.3053,32.6779,110.663,64.0209,52.235,84.9974,28.5684,37.4102,3.12005,29.2356,71.3948,19.4358,207.029,56.491,71.7862,80.1511,41.4246,55.1506,60.1459,48.4666,60.0269,77.7208,45.9858,51.2885,57.7619,94.5501,28.3899,32.3345,41.4388,59.8731,38.6302,28.5464,25.0034,53.4709,43.3865,65.3134,41.0372
