target_id,DM_NI_24H_1,DM_I_24H_1,LB_NO_0H_2,LB_I_3H_4,LB_NI_3H_3,LB_NI_24H_1,LB_I_48H_1,LB_NO_0H_3,LB_I_3H_5,LB_NI_3H_2,LB_I_6H_1,LB_I_9H_1,LB_NI_24H_2,LB_NI_48H_4,DM_I_24H_3,DM_NI_24H_3,LB_I_48H_2,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_NI_3H_1,DM_NI_48H_5,DM_I_48H_5,LB_NI_6H_5,LB_NI_9H_5,LB_NI_24H_3,LB_NI_48H_5,DM_I_24H_2,LB_NO_0H_1,LB_I_48H_3,DM_NI_24H_2,DM_NI_48H_4,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,LB_NI_6H_4,LB_NI_9H_4,DM_I_48H_4,LB_NI_48H_2,LB_NI_24H_4,LB_NI_6H_3,LB_NI_9H_3,DM_NI_48H_3,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,LB_I_48H_4,DM_NI_24H_5,DM_I_24H_5,LB_NI_48H_3,LB_NI_24H_5,LB_I_3H_1,DM_I_48H_2,LB_NI_6H_2,LB_NI_9H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,DM_NI_48H_2,DM_NI_24H_4,LB_I_48H_5,DM_I_24H_4,DM_NI_48H_1,LB_NI_3H_5,LB_NI_9H_1,LB_NI_6H_1,LB_I_3H_2,DM_I_48H_1,LB_NO_0H_4,LB_NI_48H_1,LB_I_24H_1,LB_NI_3H_4,LB_I_3H_3,LB_NO_0H_5
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1291578,1.215,0.0,0.0,0.0,1.03654,3.08152,2.67334,0.0,4.44824,0.0,0.0,0.0,0.175316,0.0,0.0,8.06151,1.3115,3.5922,0.0,4.43573,1.02805,0.0,0.0,0.0,15.4662,57.541,1.32041,2.47347,2.28629,1.74612,1.81025,0.0,0.0,0.0,0.0,0.43432,0.0,0.0,0.0,0.350628,0.0,0.0,0.0,0.0,3.42428,0.0,1.51848,0.0,1.22486,1.38541,0.0,1.02915,0.0,14.4219,0.0,0.0,0.0,0.0,1.88001,0.0,3.2589,4.07222,0.339936,0.0,1.26312,1.16391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_I_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_906691,6.14487,24.6277,36.6414,5.51177,26.1417,57.9775,44.3568,32.606,23.1741,27.9282,14.4187,13.7779,9.23614,1.98649,4.82943,14.0716,20.4419,12.2574,19.1063,12.1037,24.3117,34.1724,198.584,14.6065,8.17969,28.7764,30.3369,11.8957,56.9112,23.6816,18.4215,14.8827,34.7696,19.2921,20.9346,0.0,56.9648,20.7408,11.0163,9.10264,27.8529,12.6447,15.9193,16.172,40.7342,17.6635,16.82,11.5601,12.9729,15.2289,16.0827,30.3755,14.9914,4.33089,0.0,12.2245,8.31546,28.1073,11.8897,38.7049,11.7612,18.7053,3.63205,18.395,18.0516,15.2215,3.63765,11.449,110.611,29.6634,30.3092,10.5844,32.1789,45.4837
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1224458,1.03405,0.0,6.75084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.20675,0.0,0.0,0.0,20.8911,0.0,0.0,0.0,0.0,3.12601,0.00981417,0.0,0.0,0.0,0.0,2.27837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73477,1.03714,0.00413215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05896,0.0,0.0,0.0,0.0,2.11204,16.0683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411964,0.0,1.11922,5.27566,0.0,11.3512,0.0,68.6326
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1665495,4.10798,10.3303,13.5233,0.0,7.34409,0.0,4.00672,10.9847,26.6484,7.2691,2.71829,17.2476,14.8322,1.47552,0.0,4.80187,0.0,4.31077,14.2627,0.0,10.4024,5.80966,120.076,7.99397,15.4919,0.0,25.46,3.74764,31.4699,12.0091,3.65373,7.67343,31.9773,11.5698,11.8288,12.9899,16.8977,11.3499,22.21,11.4404,2.83384,0.0,12.5563,2.14788,7.53095,5.75362,1.69204,9.64399,12.3076,12.7959,7.64164,9.45628,3.63515,12.7385,17.7522,23.4158,15.3603,10.4397,11.3396,8.09283,0.0,8.83452,1.81249,6.79931,10.3331,5.54428,4.16132,14.6631,36.0438,42.5076,30.6968,1.7333,13.627,32.1863
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_960547,35.138,58.4947,57.4258,16.1984,59.5756,0.0,48.1058,83.2833,61.067,30.7975,40.0876,85.119,32.7294,25.1743,39.1091,43.4245,62.2297,30.1031,50.9541,26.2775,83.2529,59.5479,569.762,57.373,38.1292,73.0093,71.4758,24.796,149.45,77.4101,21.1687,43.2904,32.1662,51.7778,41.3352,22.3384,52.8134,62.4831,47.9587,41.1599,39.4983,25.1189,30.6662,25.9249,82.6228,51.098,42.7444,30.6949,37.8451,73.6213,46.2453,55.1446,45.5728,39.916,24.8532,67.4894,51.6754,68.5931,51.4857,54.1464,65.006,56.6201,25.6608,35.1918,72.6401,25.6324,14.9819,31.5161,289.279,116.788,104.07,42.2064,75.9327,137.54
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_403328,17.3402,18.399,31.0572,4.28703,15.3706,12.8051,14.1205,32.7481,18.851,47.0323,7.77187,14.3004,4.8071,7.71237,18.3328,8.14527,15.5525,38.7177,19.9185,18.5653,35.1773,19.4882,204.22,16.8537,13.019,4.74747,24.6675,11.3228,75.88,34.4213,16.6878,20.7001,0.0,27.6392,16.5973,17.4079,10.4233,31.1927,20.7337,15.2539,23.9171,10.6009,4.325,9.95889,14.8561,6.27608,6.10392,0.0,11.2476,33.5745,19.5573,30.9997,11.7343,16.2082,0.0,12.7951,3.03718,4.41735,10.5314,15.3614,25.4148,32.069,17.9521,19.3673,0.0,3.66449,4.50413,16.4531,64.8523,26.7218,59.0068,26.7421,33.7178,29.5612
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1841289,11.7639,41.2057,32.3605,8.20136,23.3949,10.3558,42.5791,35.1058,30.5503,18.3912,22.8347,22.933,24.8951,18.0815,14.5692,11.2696,45.1483,21.8796,21.7877,17.8871,43.401,36.359,334.317,30.5716,17.7088,49.0043,45.5707,15.0758,95.9014,50.6416,15.2105,30.2203,22.6512,30.3646,26.1946,23.931,50.3531,36.3137,22.6691,22.5866,13.6623,15.2554,15.5947,20.6289,41.92,29.9218,39.9291,16.1295,19.6726,21.1195,26.0178,27.2612,19.6196,16.9216,25.4685,37.9222,40.752,41.5428,26.9152,30.4178,36.624,29.5943,9.70124,16.3191,31.8546,15.1374,6.02669,13.0102,130.497,58.7379,70.8052,22.7514,43.4104,42.7375
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_645531,23.5987,26.8739,36.7652,13.3298,36.8071,6.30459,38.0324,28.677,38.7292,19.5976,19.8021,29.7153,12.4822,14.3099,15.2945,17.2619,24.5884,17.2699,29.4896,15.5373,44.4576,31.6287,302.447,22.8102,13.3693,55.9587,23.7207,12.4666,102.355,30.9083,5.09366,24.6013,24.9942,17.4464,25.9091,19.4044,67.6555,21.4477,27.3925,13.331,15.4305,4.27796,21.5182,13.8469,49.0282,17.5574,17.3192,10.4327,15.2992,30.9588,23.528,23.6185,29.7273,16.2706,8.2529,25.8777,29.8327,30.7019,13.4833,19.7334,25.4331,17.3536,9.27257,14.2022,20.8009,19.4259,5.17762,15.4534,127.917,48.4636,81.4367,13.4759,27.7044,34.2247
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_694176,81.9745,154.268,227.71,71.7743,172.001,157.783,246.844,242.199,198.499,111.151,117.052,144.648,137.019,81.996,68.731,128.012,133.931,96.1326,120.67,109.114,244.564,183.89,1881.73,172.57,119.349,277.581,172.951,78.1937,507.005,202.63,46.6698,151.37,149.989,146.968,114.227,112.128,229.53,149.972,153.178,91.5034,143.455,95.4278,139.352,117.957,221.846,118.17,92.4267,71.6281,87.0273,198.297,131.139,167.554,132.507,103.283,162.834,169.519,151.475,204.662,117.893,165.231,175.653,141.823,52.9809,86.1679,124.895,61.6683,23.7997,112.424,766.651,332.238,362.327,72.2883,180.734,246.549
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_648590,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.00246,1.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0
DM_I_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_479387,16.714,24.3516,47.4464,5.35188,32.765,27.5663,29.0989,47.4078,39.8107,13.8297,28.2366,14.7218,32.6525,18.207,10.3447,39.9534,28.8134,19.0267,45.1778,19.7032,35.4158,32.3132,355.561,16.7597,45.1454,38.1819,38.3663,26.1024,76.4986,25.1777,10.3628,20.4654,16.8471,55.4144,26.9417,20.5642,53.5693,35.7891,33.9835,13.9551,58.1612,27.0262,21.9764,14.5714,41.7768,29.9025,28.8745,8.91928,19.2803,47.7824,38.6926,44.0679,23.6012,15.9096,37.0079,34.46,23.0664,34.3341,40.5158,42.202,28.0629,36.1624,15.2785,21.8635,10.6683,23.0138,5.87716,20.1862,105.44,52.852,74.8362,17.832,25.3823,42.1633
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1748596,56.1382,116.786,128.044,35.9966,108.755,77.4203,123.525,144.683,119.116,91.4209,71.0629,57.1684,96.9981,51.2464,44.9771,65.146,84.3184,59.0458,99.7971,77.9059,125.569,83.8989,986.614,73.3224,117.038,145.863,96.153,57.245,280.699,83.3409,24.5114,79.1654,83.1654,67.4629,126.441,87.0195,240.527,89.1091,62.4444,82.2273,75.9292,65.7811,53.9568,41.8801,156.312,39.3462,69.4522,45.0374,47.0354,108.795,77.9236,100.976,65.8419,68.3515,70.978,109.015,116.939,80.6754,58.2616,91.1811,89.671,89.0313,52.2516,46.7477,55.1794,41.0055,19.6978,61.9868,462.163,191.57,189.097,41.107,92.6064,155.036
I_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1018327,13.1258,20.4867,21.9557,17.3704,50.7085,9.98385,40.5432,47.0654,22.3057,15.8149,19.0387,13.0116,13.1088,5.87083,9.26634,30.1987,24.2534,7.09592,23.0523,35.6659,36.5732,28.6156,283.194,30.4143,10.8834,58.3969,42.5014,13.5257,123.656,17.2556,6.18198,10.7592,22.7841,21.0147,43.4143,21.5474,88.9704,29.1149,36.4539,7.30396,31.8115,15.154,17.5648,19.6955,29.1238,24.5787,4.28934,21.1521,4.7536,33.9523,28.3186,32.7394,24.6548,13.1713,16.9816,24.7725,36.4516,21.0958,15.9893,33.1039,21.9665,29.4379,13.8632,17.6193,46.1744,3.08618,10.0248,21.9873,182.026,54.3855,68.4966,8.13661,19.9019,42.1279
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_966966,43.8308,47.3234,94.2629,29.3101,86.8007,29.8053,95.9766,97.4495,79.2996,65.3532,42.7767,41.6115,41.264,21.0264,35.5368,37.411,68.243,23.185,63.4452,46.1538,80.4114,62.4556,733.807,68.4633,91.3483,68.5443,93.865,24.7416,170.527,131.11,29.1285,67.449,79.2323,53.0156,78.7236,41.2265,136.279,52.3352,50.0132,57.3281,55.3332,35.0954,43.5319,36.9795,48.7358,48.0325,50.6482,39.3049,42.005,77.824,57.1137,89.1452,49.5519,53.6237,38.4847,73.802,46.1058,70.1245,46.4288,54.2899,80.0279,54.6559,15.7978,43.8647,44.8894,14.9013,7.99776,35.3832,318.993,139.043,102.71,22.8802,85.7949,108.927
I_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_992017,14.6928,38.8536,24.7278,14.1655,22.4341,18.1774,35.7876,53.7149,37.7825,21.4553,35.4208,23.5322,57.0118,10.2984,18.5792,32.227,54.7528,16.0561,18.4368,24.0188,49.7096,33.5109,360.717,18.4824,7.52082,52.6331,30.4266,22.157,81.708,29.8771,10.922,15.7788,24.6405,34.6457,20.8604,23.6519,36.193,37.5554,33.7205,22.6739,29.042,15.0972,20.7913,20.1742,51.5248,30.4078,25.5011,4.09979,20.9212,33.3176,22.7042,33.3511,33.3381,23.7822,9.03822,17.0631,44.0846,33.3216,18.9964,18.1409,44.6464,40.8609,25.32,18.0876,17.3839,14.7634,6.21314,13.4716,146.801,50.6283,50.855,8.63597,42.9353,36.0741
NI_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_847366,0.0,0.0,25.1991,0.0,1.06006,0.0,17.6409,6.86692,20.2469,0.0,0.0,0.0,0.0,4.73719,1.10752,5.01904,1.09602,0.0,0.0,1.18579,24.7004,9.31578,0.0,5.67885,106.991,6.84061,0.0,2.34899,14.8908,0.0,0.0,1.04784,0.0,16.839,0.0,0.0,0.0,1.09608,14.831,0.0,1.21458,0.0,3.13582,0.0,0.0,0.0,0.0,0.0,6.65101,3.17814,0.0,1.04811,0.0,22.2141,0.0,0.00955907,0.0,8.45044,25.9005,1.05739,0.0,6.75429,2.15469,3.64995,0.0,5.93131,0.0,0.0,2.31129,10.7465,2.14717,0.0,6.35031,0.0
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1691878,80.3721,162.52,155.368,70.3808,156.401,65.5885,220.587,242.098,148.451,133.688,72.3973,129.009,65.2713,87.3265,89.6829,104.384,154.104,84.0292,96.9138,128.904,182.632,108.587,1512.89,165.796,136.03,185.943,146.176,71.4756,498.601,209.913,37.5058,131.649,71.3529,112.973,143.518,89.1446,206.33,126.022,121.952,95.9482,112.248,86.2871,91.0046,99.195,190.181,58.4019,116.152,74.2844,74.9102,195.337,114.1,152.987,106.521,128.027,66.3606,148.804,144.922,141.612,129.505,141.29,135.719,161.061,69.1317,102.555,120.396,61.8997,11.6579,56.721,701.99,279.562,303.51,76.3377,152.21,139.066
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_722888,35.5604,75.012,86.7546,21.8,100.006,87.9153,107.197,92.1974,70.8647,36.244,53.278,70.9783,49.4933,31.8576,26.5326,59.2633,63.3845,53.0677,31.8319,51.322,103.316,60.8335,736.283,75.1876,68.2553,84.7315,82.3579,28.5077,228.199,81.0003,21.5972,56.2374,66.9002,48.3824,64.6407,58.8977,94.7853,60.6478,61.2853,40.9766,48.699,62.5138,29.4235,38.0871,97.556,60.6631,43.4798,28.6963,39.7776,70.4868,56.5136,77.7702,49.4553,35.9021,46.4953,64.4334,97.7907,78.0159,59.6825,73.5905,76.1894,57.2183,33.7218,48.2818,63.5854,26.2805,12.0212,40.6317,319.761,124.498,170.904,24.1519,83.612,101.87
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1198089,33.8914,46.4505,73.7139,21.5559,71.6715,85.2345,65.2705,88.4669,48.9912,34.9012,34.9559,82.6085,52.9395,14.3222,32.6565,53.6197,46.7917,39.9051,56.9833,54.4039,90.8412,61.3024,644.745,45.7059,62.1834,71.4414,57.1773,21.7269,191.48,62.6428,20.3952,45.5612,51.5335,56.2896,53.9829,37.8172,87.1458,52.9261,52.8021,32.5182,60.9125,27.2147,50.8371,35.2843,43.9724,44.4663,37.0523,19.8616,33.685,68.2746,68.6048,67.8912,57.4899,55.9855,34.4229,60.517,58.3815,59.4941,52.3671,47.8354,59.34,49.8655,22.7052,36.5548,58.3437,21.5041,9.32553,46.4191,218.599,93.7863,142.004,32.5419,54.4642,84.5177
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_581962,21.031,41.49,52.7812,13.3942,52.1244,42.6585,49.1895,54.1334,55.0582,33.7165,28.142,24.4753,31.8737,17.6708,18.6284,20.1589,48.8702,19.1332,36.3326,26.5497,54.2603,27.7773,434.768,29.6539,20.9737,91.2613,37.5084,22.3777,113.986,43.8749,9.36032,37.5315,32.5386,38.7521,34.0511,27.3373,74.6677,31.0853,28.1708,32.8826,25.1501,18.1514,27.9113,12.9207,42.4763,25.4448,20.1082,14.6989,10.3783,71.6729,32.8947,40.6872,35.1118,26.0678,50.5802,17.1006,39.1674,64.5845,38.0997,36.0855,46.4408,49.1722,10.3775,20.5418,34.3369,21.0246,0.0,26.9391,171.047,71.5487,101.928,13.5193,30.2742,51.2501
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1458816,18.4809,13.7384,35.1367,9.05735,25.5234,13.7858,33.4607,24.5461,17.1208,45.3876,25.4745,46.5933,28.3579,8.78777,14.7452,26.7172,31.7156,17.1889,29.94,30.0021,24.5382,34.0814,204.941,32.3485,28.6956,22.1277,33.7727,13.14,61.539,15.3373,4.18676,17.8042,45.8838,37.8266,22.9922,20.2511,111.802,28.5246,13.5259,12.1023,16.7119,0.0,19.0105,15.2169,25.3287,22.9758,14.5662,6.04924,15.262,28.2371,30.7293,25.1771,24.4732,13.5767,9.4594,34.5353,25.7939,35.4123,29.7389,32.013,20.662,37.5016,16.5694,13.4747,3.754,5.40036,1.52122,23.4703,105.326,44.9882,45.9472,11.9859,20.4841,39.7772
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1002253,0.0,2.36285e-05,1.05169,0.0,2.3997,0.0,0.0,5.09556,1.0244,0.0,0.0,0.0,0.0,1.06617,0.0,0.0,2.0963,0.0,1.00328,0.0,0.0655186,0.0,0.0,0.0,361.41,1.0651,0.0,0.0,0.0,1.02476,0.0,3.03296,0.0,0.0,0.0,1.03978,0.0,0.0,0.0,1.0217,0.0,2.051,4.15116,0.0,1.00816,0.0,21.6884,2.0753,0.0,0.0,2.10062,0.0,27.4596,0.0,1.01629,0.0,0.0,2.00493,0.0,0.0,1.03174,1.04543,0.0,10.167,0.0,7.33459,0.0,0.0,59.6245,2.04433,0.0,0.0,2.0342,0.0
NI_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1185904,53.5747,97.0945,76.8846,26.6454,60.2403,14.2938,128.847,75.9588,114.542,45.6489,78.1034,91.1528,114.41,39.4062,89.3755,39.3284,66.9646,54.8269,26.1484,39.0055,102.343,127.029,782.999,104.899,186.564,18.7029,78.2539,67.5573,326.002,53.4713,20.9211,96.7163,99.7237,43.0078,92.9457,100.746,185.921,116.597,97.6774,87.7213,88.6234,25.5678,22.3581,63.8091,77.618,104.744,52.8958,52.3534,50.2104,45.3084,100.641,142.01,37.8661,41.3874,55.7042,88.3587,120.417,79.0118,38.3855,113.379,107.446,46.4539,39.6029,85.4955,67.2863,46.1067,8.97848,54.3011,311.187,97.6402,151.366,14.6832,108.999,93.6329
NI_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_756994,20.4499,48.4993,30.8234,36.1424,24.2424,0.0,39.6084,55.0658,47.8203,24.4473,14.3132,11.39,33.9184,11.4564,10.3054,20.665,21.6283,4.87715,7.71953,10.312,57.7486,12.3381,231.401,31.244,7.02441,49.4326,38.291,7.61742,99.7555,42.7217,14.9589,13.0036,34.4224,16.6221,44.1721,38.7026,2.45354,13.6866,4.07772,14.753,21.2828,22.3272,3.78397,17.7498,17.027,35.5115,18.9088,15.0885,17.3695,25.5079,19.9963,30.6031,21.303,14.9665,24.6667,73.3925,28.9631,17.3861,26.9969,19.2839,25.057,20.1238,9.28415,24.1691,21.1919,13.7335,2.47384,19.8572,101.483,52.7527,85.4609,13.5557,11.4457,42.9684
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_880990,27.4752,40.0164,55.5381,19.1363,59.9025,59.7142,39.331,63.2244,42.0299,29.2695,34.6371,49.4807,53.5774,18.0529,20.053,34.1532,48.5169,17.6333,49.1016,30.0434,57.9734,54.8898,491.371,38.8041,87.8065,124.297,54.7115,27.9032,128.841,118.442,15.1374,48.8857,38.4563,38.3564,62.2649,29.0466,80.136,42.9376,48.41,24.8356,43.927,43.71,27.7455,19.5596,56.2789,37.6304,35.4719,19.689,25.9062,75.3021,38.7188,43.3834,39.3489,35.8434,31.6175,37.352,68.3117,57.0418,31.3556,53.9546,41.9999,34.3162,23.0679,33.7948,30.8558,25.7944,8.70166,36.1229,203.125,78.2845,68.3513,44.9094,64.7881,76.8884
NI_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_365313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06962,0.0,0.0,0.0,1.08459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07721,0.0,0.0,0.0,0.0,0.0,0.0,1.04762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26142,0.0,0.0,0.0,0.0,0.0,1.08547,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_116195,1.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.06498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39493e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_167816,18.9331,36.5488,76.4822,16.7427,54.472,107.604,57.4293,48.3224,60.5714,40.6026,41.7276,36.8741,42.1847,20.0286,30.3031,45.006,72.3729,19.4559,51.7911,58.2376,94.3851,76.3405,548.213,61.32,63.2514,64.6058,65.6799,41.0253,166.577,89.4059,16.5697,48.0206,71.0355,38.3692,53.5552,40.8302,154.66,57.544,50.5184,27.035,73.459,30.0297,34.2984,41.9988,88.8993,61.5615,51.8883,41.0008,26.7498,44.3497,55.7083,89.3276,65.1999,54.9362,40.6651,90.4537,71.5446,54.1241,64.2982,48.4748,64.1623,61.0273,28.1675,47.6529,61.6745,39.1744,5.54201,36.5395,233.311,92.0192,160.93,23.5962,69.9014,66.7726
I_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_741620,0.0,0.0,9.71137,8.52773e-08,3.40657,1.06593,1.14143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07444,41.9917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0796,0.0,0.0,0.0,1.13055,1.10471,0.0,1.21259,0.0,0.0,0.0,0.0,0.0,2.13698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000305233,0.0,0.0,0.0,0.0,0.0,0.0,1.14666,5.6374e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.07513,0.0,0.0,1.11454,2.25293
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_355571,21.5167,41.7123,60.5543,21.703,67.2836,56.6836,57.7229,59.9203,54.2511,36.2888,30.3269,50.9801,39.1281,24.8827,21.7619,40.6689,61.6697,19.87,46.03,35.0771,59.0338,47.4499,390.915,41.0579,98.3141,93.5328,51.1582,18.6497,112.843,40.2417,13.3697,41.7954,36.2426,52.9351,50.0152,25.325,105.209,47.4822,18.7862,39.267,55.1992,11.3713,43.5374,28.1601,63.1423,26.7715,19.7172,20.4154,27.2093,68.6008,46.6828,53.8907,45.4329,21.208,31.464,86.7623,45.406,41.4843,42.0038,36.1979,43.3748,47.2152,28.7288,27.69,35.0749,19.3877,8.66273,30.1937,220.196,82.1285,53.9348,14.8794,44.7641,50.4836
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_750724,5.18445,21.8088,17.0202,9.75844,32.6943,9.20399,32.3566,28.9356,15.5643,23.7974,5.77173,54.9516,26.1222,5.49661,5.16255,13.6227,18.1022,13.5415,70.1398,12.6222,26.388,12.6334,169.888,7.98618,0.0,19.9686,17.3348,6.76171,89.0959,28.3048,6.87554,11.5925,13.7308,16.768,14.7436,6.86523,93.648,15.0842,9.50027,19.4504,30.9805,16.4484,12.1541,23.8526,13.1734,26.1636,22.7943,2.97399,11.0058,12.5348,3.44354,22.4078,0.0,15.4304,10.6324,19.4084,33.5761,7.47499,16.6445,9.35563,13.6724,26.7989,13.4632,12.297,13.1295,15.1801,0.0,10.5553,93.8449,17.1847,57.7698,9.28595,23.778,28.31
DM_I_48H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_844169,0.0,1.0468,60.6693,0.0,0.0,0.0,0.0,0.0,6.94496,3.01304,1.07041,0.195936,0.0,0.0,0.0,0.0,2.16487,0.0,0.0,0.0,15.8451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1422,46.2469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05284,0.0,0.0,0.0,0.0,16.7567,0.624731,2.11793,3.14398,0.0,38.6961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.012,11.2273,1.07845,0.0,0.0,0.0,84.3945,0.0,0.0,19.2555,7.42963,10.6217
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1273503,2.55566,2.14603,0.0,0.0,4.51024,0.0,0.0,0.0,1.04803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03856,1.03285,2.21786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000596246,0.0,3.58174e-08,1.02372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9268e-08,0.0,2.50482,0.0,1.35033,0.0,0.0,1.89061,2.37987,0.0,0.0,1.01418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9167,1.01532,0.0,1.02564,3.83011,0.0
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_751977,30.845,67.2786,83.6536,18.539,66.508,59.6184,66.3178,84.74,53.3745,48.882,34.0562,58.7622,45.2324,23.8539,25.458,47.3854,57.0929,33.5718,56.5611,42.8114,75.9432,47.0259,615.599,79.5596,48.1168,78.7693,66.2486,39.3223,204.572,53.3679,19.7969,53.012,33.1932,55.0982,34.7168,52.3112,73.8257,66.2928,53.3268,45.3961,55.3605,45.6973,57.1449,32.1128,58.7622,48.8007,28.7089,36.6488,29.105,45.691,48.4744,68.9614,35.6361,28.1814,61.8131,37.2714,39.6058,60.0142,50.2684,58.7563,36.2581,51.5997,19.9419,48.5341,49.3842,27.0902,6.09348,65.8847,266.245,146.96,126.579,21.1442,64.7254,71.44
