target_id,DM_NI_24H_1,DM_I_24H_1,LB_NO_0H_2,LB_I_3H_4,LB_NI_3H_3,LB_NI_24H_1,LB_I_48H_1,LB_NO_0H_3,LB_I_3H_5,LB_NI_3H_2,LB_I_6H_1,LB_I_9H_1,LB_NI_24H_2,LB_NI_48H_4,DM_I_24H_3,DM_NI_24H_3,LB_I_48H_2,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_NI_3H_1,DM_NI_48H_5,DM_I_48H_5,LB_NI_6H_5,LB_NI_9H_5,LB_NI_24H_3,LB_NI_48H_5,DM_I_24H_2,LB_NO_0H_1,LB_I_48H_3,DM_NI_24H_2,DM_NI_48H_4,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,LB_NI_6H_4,LB_NI_9H_4,DM_I_48H_4,LB_NI_48H_2,LB_NI_24H_4,LB_NI_6H_3,LB_NI_9H_3,DM_NI_48H_3,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,LB_I_48H_4,DM_NI_24H_5,DM_I_24H_5,LB_NI_48H_3,LB_NI_24H_5,LB_I_3H_1,DM_I_48H_2,LB_NI_6H_2,LB_NI_9H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,DM_NI_48H_2,DM_NI_24H_4,LB_I_48H_5,DM_I_24H_4,DM_NI_48H_1,LB_NI_3H_5,LB_NI_9H_1,LB_NI_6H_1,LB_I_3H_2,DM_I_48H_1,LB_NO_0H_4,LB_NI_48H_1,LB_I_24H_1,LB_NI_3H_4,LB_I_3H_3,LB_NO_0H_5
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1262965,0.0,1.11992,2.32675,0.0,1.0799,0.0,2.18881,1.12311,1.7896,1.21891,0.0,1.07384,0.0,2.13246,0.0,0.0,1.13904,0.0,1.02413,1.06496,2.4788,0.0,1.29633,1.0795,1.28052,18.0595,42.2728,0.0,0.0,0.0,0.0,2.11751,1.06871,2.89227,0.0,0.0,0.0,0.0,2.14315,0.0,0.0,1.03026,1.15225,0.0,0.0,10.5479,0.0,1.30601,0.0,1.45017,1.21995,0.0,0.0,2.12797,0.0,0.0,0.0,2.30856,29.5506,1.07127,0.0,1.07514,0.0,1.08372,9.98563,0.0,13.8644,0.0,6.76622,3.27192,2.15344,1.70093,0.0,3.45786
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1202312,0.0,1.16854,5.46082,1.13732,1.08169,1.36254,1.06465,2.19936,4.73163,1.10843,2.11586,1.21235,2.66539,1.11319,0.0,0.0,4.30818,0.0,0.0,1.09288,2.18578,4.24021,3.48409,1.03825,5.296,59.1971,45.549,3.28248,1.06398,0.0,0.0,0.0,1.74997,1.46869,0.0,1.11258,1.13303,3.44498,1.15595,0.0,0.0,1.05387,2.59983,0.0,0.0,9.80695,0.0,0.0,2.16182,0.0,0.0,9.52738,1.05006,2.09445,1.0202,1.19892,0.0,0.0,30.3691,2.21611,3.07249,0.0,3.26947,2.18411,7.86356,0.0,10.52,1.04931,11.4204,3.22742,1.04107,2.2866,1.35973,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1216752,182.93,380.804,417.697,252.746,455.215,793.896,605.592,555.062,505.085,439.509,510.096,254.123,372.222,201.385,187.431,162.288,622.218,166.733,270.843,546.648,782.866,416.051,9242.79,603.823,674.99,6682.17,771.214,161.197,1668.7,539.136,130.068,365.39,717.635,417.629,765.47,267.799,906.307,284.701,224.052,334.798,397.813,290.982,378.943,459.494,435.737,466.626,286.885,480.243,169.921,923.172,377.383,625.19,320.796,199.659,408.73,717.672,491.058,387.684,672.416,870.013,246.183,409.107,267.306,137.564,653.168,143.205,91.1341,423.003,3985.64,1242.16,1138.61,169.258,568.073,1401.96
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1199477,0.0,1.0,2.03121,0.0,0.0,0.0,0.0,1.00045,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.00248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1241264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1261418,0.0,0.0,1.03168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00192,6.01808,0.0,0.0,0.0,0.0,0.0,31.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01554,0.0,0.0,0.0,0.0,3.02413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1344881,18.8393,51.4657,62.7116,26.3123,46.9113,11.7983,28.4614,85.8479,54.0098,21.873,18.8213,43.7009,28.0052,18.3872,22.0043,20.7119,58.3031,40.2717,46.4901,6.57448,59.5075,65.5132,1529.13,43.7393,30.8071,45.4974,28.871,9.62867,170.809,37.4569,10.1995,34.8986,63.7693,47.3022,23.1387,20.6063,60.934,51.8277,32.1325,23.1128,25.7338,7.93774,44.2932,27.8894,109.743,37.7442,47.5035,9.07491,43.7828,27.7883,46.5574,70.3428,31.6283,12.9762,9.5422,37.7681,15.2401,48.2428,25.6414,46.6921,31.682,40.9227,22.2784,36.6848,17.9493,6.61449,7.33538,18.2243,306.34,50.6431,92.3857,25.9209,37.8396,145.697
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_866563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_938146,15.3244,1.01621,13.7893,6.112,55.1488,0.0,5.14044,4.66842,12.236,1.12382,13.6434,1.22432,10.5242,3.11811,2.10753,4.47444,18.9303,0.0,1.02679,17.2429,5.15353,3.04675,0.0,3.05761,0.0,2.10025,24.9994,4.24375,56.0758,8.33012,8.21175,20.3746,3.04846,0.0,14.7543,3.04661,8.14207,2.11401,9.38856,9.19584,1.19685,0.0,6.24071,7.23583,4.0839,8.23036,1.02492,0.0,10.1177,12.3015,3.11434,0.0,19.9353,0.0,5.07097,1.02369,57.8258,3.0792,6.20447,11.2697,8.47655,14.814,4.01642,8.20691,6.168,4.02202,2.06496,5.44629,18.8485,18.4233,0.0,14.711,5.12318,40.1742
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_936337,0.0,1.0468,5.96957,0.0,6.82082,0.0,1.04442,0.0,17.0193,0.0203379,5.27148,0.0418075,0.0,3.10925,3.19837,2.20456,5.27676,0.0,0.0,3.13778,3.15834,0.0,0.0,0.0,3.04657,0.0,3.12448,0.0,2.57032,3.20918,1.06595,0.0,0.00052875,1.04204,0.0,7.66053,0.0,1.06021,2.09247,0.0,4.37109,0.0,0.0,0.0,2.04856,2.06153,1.043,0.0,3.28748,1.04234,2.53749,0.0,8.61261,0.241812,0.0,0.0,0.0,0.0,4.76267,1.85401,3.45457,0.0,0.0,7.77555,0.0,3.03665,0.0,0.0,5.92987,11.5318,0.0,3.79317e-05,0.0,2.54412
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_781876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_590025,0.0,4.06483,0.0,1.01867,1.75208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05175,2.08253,0.0,1.01497,0.0,0.0,0.0,1.01554,0.0,4.86839,1.04317,0.0,0.0,0.0,0.0,0.0,0.0,20.3955,1.73684,0.0,13.1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05814,2.00821,0.0,0.0,11.5748,0.0,0.0,0.0,0.0,1.01866,0.0,0.0,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_836260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51589,0.0,0.0,0.0,0.0,1.12643,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1139441,2.07363,3.57015,3.16261,4.25976,1.75465,0.0,1.52813,8.95568,1.19641,1.53612,1.28653,2.08455,0.0,1.02225,0.0,2.1001,3.50493,0.0,0.0,0.0,3.55969,4.72617,0.0,0.0,0.0,0.0,2.48547,1.51221,25.7421,1.03933,1.03231,1.04505,1.02492,0.0,0.0,2.08138,1.02113,5.13147,1.02374,0.0,1.03629,2.03808,1.07061,9.53956,1.02724,0.0,2.05913,4.17565,2.09401,7.24458,3.15612,1.25311e-05,0.0,3.0927,1.02284,1.03359,0.0,0.0,3.80157,2.07148,3.06988,3.95094,1.01981,0.0,2.49305,0.0,1.03455,0.0,32.8603,1.41699,0.0,1.02112,3.10483,12.2846
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_884239,5.44667,32.7074,23.3017,0.0,8.50912,0.0,6.14258,3.63323,0.0,2.03323,4.27493,11.0456,2.65291,17.6161,2.40784,5.97102,9.53939,0.0,0.0,7.25546,4.34249,1.05655,4.00891,1.04517,3.10016,21.4194,11.5285,5.52653,26.0467,13.9189,2.97676,1.09117,2.2739,13.7432,4.39756,2.16135,1.13776,7.1418,2.66206,2.38827,3.15043,0.0,0.0,4.55839,3.23004,2.00471,1.6526,0.0,5.50518,9.04263,1.06107,48.53,5.24463,4.97746,1.03786,23.8829,0.0,1.51199,3.27146,7.96503,8.90418,4.63533,7.43059,1.27229,2.17156,2.73587,2.60067,7.74255,33.2377,6.40281,1.84674,3.91974,3.05587,7.38307
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_996493,0.0,0.0,1.8918e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35533e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1472958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82108e-07,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1024746,1.04283,5.01958,34.2305,0.0,0.0,0.0427701,0.0,0.0,0.0,0.0,1.00584,0.0,0.0,0.0,0.0,0.0,15.1004,0.0,0.0,0.0,0.0,15.379,0.0,0.0,0.0,0.0,1.00821,0.0,0.0,13.2935,0.0,0.0,0.0,1.00684,0.0,0.0,0.0,0.0,1.0201,0.0,0.0,0.0,5.07224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01105,0.0,0.0,3.02024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03166
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1310519,33.6081,10.0273,7.40567,2.92996,34.9472,11.2527,55.0936,16.3619,12.9599,0.0,14.2716,6.42517,0.531485,4.01599,3.13737,2.03655,8.43342,15.7195,0.0,5.47926,16.5226,3.09601,1.25433,0.0,1.13199,1.254,2.53599,3.93499,24.0532,0.0,6.71484,4.93519,23.1376,8.9034,63.353,53.7269,0.0,5.83574,10.1064,2.66961,7.24789,0.0447094,45.6097,1.62218,16.2217,0.0,0.0,4.11102,9.85828,5.83234,1.40022,0.0,3.92642,30.6681,0.0,0.0,6.7305,1.71702,11.1604,16.3955,11.1889,7.45357,6.86184,8.98969,1.69508,1.85815e-05,6.5935,0.0,75.0725,4.88079,54.1086,58.1157,35.9576,4.27013
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_698939,2.35115,9.01224,2.66363,1.02829,3.0951,1.30977,2.71408,1.35909,3.10491,3.44673,0.0,13.1875,1.14882,1.03642,3.15577,5.46261,8.77512,2.10595,1.04544,2.35687,4.87387,1.25752,0.0,3.10758,0.0,0.0,2.31095,2.38892,4.74663,4.59562,4.371,2.12116e-05,0.0,1.20739,1.03743,3.06421,0.0,0.0,4.77684,1.69999,8.06448,2.24651,1.0567,2.08495,1.02097,1.47172,1.53668,0.0,6.90087,13.6503,2.10735,6.30236,2.13628,2.82685,0.0,4.30552,0.0,5.03768,2.6186,0.0,1.54558,3.16593,2.10845,1.06525,1.04104,1.34447,2.02039,3.13392,16.0205,2.12372,7.90541,2.27983,1.0241,6.32191
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1206288,0.0,0.0,67.5083,0.0,0.0,0.0,6.21467,15.9521,0.0,0.0,7.16346,0.0,0.0,3.11029,0.0,0.0,10.96,0.0,0.0,0.0,4.64778,0.0,0.0,0.0,0.0,3.36148,0.0,0.0,1.10778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03392,0.0,0.0,0.0,0.0,0.0,0.0,2.2661,0.0,0.0,4.13512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0511,2.12459,0.0,0.0,0.0,0.0,0.0,0.0,9.83723,0.0,0.0,0.0,19.7957,5.27704
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1231474,2.37608,0.0,4.75437,0.0,26.8516,0.0,1.52634,0.0,0.0,0.0,7.38972,62.2057,2.82879,10.0761,5.02808,0.0,18.2694,28.7818,0.0,7.02115,3.19268,3.97092,4.27994,1.08786,0.0,2.45647,2.13523,6.09735,11.3481,3.40431,1.5794,9.69241,51.2979,16.213,0.0,7.068,1.06784,3.52345,1.56672,0.0,2.48488,7.16679,5.83547,0.0,0.0,1.23827,11.3164,2.15625,14.366,2.0602,0.0,29.5013,10.559,0.0,0.0,14.7923,0.0221894,0.0,5.90622,33.1809,0.0,6.40683,6.19366,7.44871,1.18723e-08,6.77358,12.3179,4.84086,39.2986,13.948,4.41867,18.8858,1.5117,9.90012
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_749704,0.0,1.94919,26.5741,0.0,0.000171321,1.94655e-08,0.0,25.4489,0.0,0.0,0.0,0.0,0.0,0.0,2.35344,5.59305,0.0,0.0,0.0,0.0,6.53241,0.0,0.0,8.62571e-07,0.0,0.0,0.0,0.0,49.2754,0.0,0.0,2.02994,0.0,0.0,0.0,0.349004,1.01776,10.57,0.0,3.05374,0.0,0.0,0.0,0.0,1.02097,0.0,11.7797,0.0,0.0,0.0,2.42847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63855,33.8885,0.0,0.0,0.0,3.07391,1.78822
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1205667,57.3749,104.25,134.654,51.2038,150.135,52.4157,137.374,137.136,122.133,95.8071,79.077,77.7605,113.248,43.9122,56.0121,83.2066,102.292,40.5834,102.587,76.5426,153.763,141.639,1225.59,78.6716,82.1919,157.823,99.9078,58.0067,312.813,133.731,32.5676,97.21,83.1721,65.5617,87.9104,87.7466,173.037,108.153,82.1117,70.6886,103.77,85.8049,65.4956,64.6947,148.941,76.3305,85.4581,44.7655,45.8293,116.453,107.234,130.196,87.0122,81.2855,102.994,136.446,91.4632,94.003,89.027,101.578,87.4,86.662,42.19,69.9064,69.4965,31.6467,14.4875,56.5652,535.558,199.652,203.786,58.8736,108.63,165.621
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_682350,6.30553,125.813,8.63773,8.38164,0.00910751,9.72795,3.54263,14.3186,2.65565,0.0,8.39986,2.54326,4.26262,5.52371,0.0,0.0,13.5213,3.46652,0.0,2.34021,6.15931,2.70144,13.6482,1.55827,0.0,3.14507,6.02961,0.0,125.16,5.47715,0.0,2.10274,0.0,2.17372,0.0,0.0,1.13303,5.98119e-05,15.1401,0.0,0.0,0.0,3.16454,0.0,1.0178,17.2897,18.9359,0.0,11.8819,6.75956,1.31987,11.3618,0.0,5.53041,0.0,0.0,3.12261,19.6946,2.40245,2.34083,2.15149,26.1699,10.2654,21.4424,31.5376,0.0,2.18816,12.9971,45.6095,6.32532,0.0,2.25025,3.13521,23.7583
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1229081,5.18152,15.4007,22.579,2.08488,6.33515,21.1446,3.56506,3.26159,0.0,3.3253,2.64311,8.25075,0.0,3.90939,0.0,10.5731,5.12629,5.2219,0.0,4.39983,2.10679,3.2831,1.04986,1.03825,3.07908,4.70179,14.8224,3.17455,16.8916,6.30094,3.84652,2.09509,3.11823,4.29174,0.0,8.23012,1.13303,5.79451,1.06545,6.24651,0.0,0.0,2.1097,3.23734,9.92782,2.06858,1.05865,2.10668,14.7719,7.08742,2.84816,3.14559,0.0,3.11434,2.03958,3.69405,8.35385,1.03656,7.88487,5.03239,5.32124,9.31379,3.07963,4.0128,3.17055,3.10882,0.0,1.39935,19.9906,2.50452,0.0,1.05387,8.31676,1.07178
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1765377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02586,2.08872,0.0,0.0,0.0,0.186306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03605,0.0,5.89574e-08,0.0,6.38004,0.0,0.0,0.0,0.0,0.0,3.07698,0.0,0.0,0.0,0.0,7.94533e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39286e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03881e-07,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_742602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1136879,1.05171,3.13135,21.7252,0.0,1.05698,0.0,3.15735,0.0,0.0,0.0,2.21561,0.0,0.0,4.73525,0.0,0.0,0.0,0.0,0.0,0.0,1.13722,4.09343,54.1362,0.0,0.0,1.07554,1.04861,1.04037,18.0987,0.0,1.04722,0.0,0.0,1.03195,0.0,0.0,0.0,1.04881,9.72725,0.0,1.12558,0.0,0.0,0.0,2.07459,0.0,1.67238,0.0,0.0,0.0,6.39682,20.5829,3.08916,1.10382,0.0,0.0,0.0,0.0,0.0,0.0,2.07163,2.26061,0.0,0.0,1.12669,0.0,0.0,0.0,3.42639,0.0,0.0,0.0,4.21432,1.09154
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1173229,1.01439,1.21994e-06,1.04239,4.91317,1.09593,0.0,7.1791,1.13527,0.0,1.11181,0.0,4.50168,0.0,4.30416,0.0,7.31051,5.34364,0.0,0.0,2.28804,0.0,16.1277,6.16869,0.0,0.0,0.0,0.0,0.0,131.684,0.0,1.01127,1.01294,0.0,3.07115,0.0,7.96334,1.00314,5.17426,0.0,0.0,0.0,0.0,0.0,0.0,1.02169,1.02586,1.01166,5.2151,0.0,0.0,0.000126678,0.0,10.1174,0.0,0.0,0.0,0.0,0.0,2.03305,2.05185,3.07543,2.14647,1.00635,1.17283,0.0,0.0,0.0,0.0,26.2094,4.05184,1.25176e-05,0.0,40.0627,3.10194
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_822123,1.02696,1.02548,1.06373,0.0,46.1911,0.0,14.423,4.71748,26.2796,26.0582,14.1101,8.01227,0.0,1.43073,0.0,2.12372,0.0,3.3934,0.0,1.15844,12.782,12.1901,0.0,0.0,2.20616,2.35816,31.3819,0.0,19.746,5.19945,0.0,66.0731,1.35671,2.0709,0.0,2.38007,0.0,0.0,3.21031,0.0,4.5249,0.0,1.05042,3.18594,0.0,2.0399,2.49878,0.0,4.21786,2.05299,7.45259,4.29833,9.17253,6.34398,1.01629,0.0,0.0,2.00493,1.03288,8.90224,0.0,12.6944,1.0,6.58393,0.0,0.0,1.0426,2.13911,10.8417,3.10456,4.12978,4.97009,3.07538,3.13457
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_106905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_587841,0.0,1.0074,42.4193,0.0,4.08226,0.0,10.3267,8.0349,2.01114,0.0,0.0,0.0,0.0,0.0,3.14335,0.0,2.0242,0.0,2.04151,1.12112,29.8971,0.0,0.0,1.34155,0.0,2.02417,13.7844,0.0,6.37021,4.06944,2.04171,1.34653,0.0,7.00364,0.0,0.0,0.0,3.05055,8.25331,0.0,12.8675,0.0,0.0,1.01769,1.0118,2.01756,2.20736,0.0,0.0,1.20022,2.03606,35.6186,3.07686,2.03353,6.59929e-07,0.0,0.0,1.0174,0.0,8.10642,4.17021,4.63369,3.01231,1.22311,0.0,0.0,0.0,0.0,16.5148,3.03472,0.0,2.45675,3.14366,23.9075
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_649498,0.0,0.0,2.34514,0.0,0.0,0.0,0.0,0.00418716,1.01148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.426,0.0,0.0,0.0,1.35027e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01769,0.0,0.0,1.01053,17.3682,0.0,0.0,0.0,0.0,4.1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02873,0.0,0.0,0.0,0.0,0.0,4.40985,0.0,0.0,0.0,0.0,1.50863
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_669019,0.0,1.03542,18.4094,0.0,10.5134,0.0,1.05464,20.3455,0.0,3.65959,0.00982624,2.47322,0.0,0.0,0.0,0.0,3.19657,1.21539,0.0,0.0,13.4865,0.0,0.0,2.05489,0.0,5.37128,0.0,0.0,2.27905,0.0,1.54787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19979,72.8309,4.80525,0.0,5.20059,0.0,0.0,0.0,0.0,0.0,1.01955,3.1266,0.0,1.02534,0.0,0.0,0.0,1.03254,0.0,0.0,0.0,0.0,3.23224,0.0,0.0,23.7991,0.0,2.01866,1.04335,1.10492,5.95396,10.423,1.03597,2.10796,6.70215,1.03972
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_819109,17.2685,26.8529,40.9226,9.26278,39.349,13.8616,33.8473,45.8883,24.2117,27.7364,15.7594,18.3913,15.5656,6.03747,19.069,21.4122,24.7667,9.18494,33.7896,14.6565,43.2246,22.5985,345.788,31.4881,41.5912,36.2303,31.427,21.0903,109.654,32.985,4.405,17.6632,23.4723,42.8468,24.4621,22.6212,68.7925,25.2416,26.9746,21.8751,20.7901,22.379,17.1741,22.3965,22.6058,22.6394,21.2519,13.7863,17.4795,27.1923,37.1091,33.445,18.595,14.287,13.4434,38.8269,29.7724,35.5372,31.836,31.9745,36.6644,28.9505,14.5377,23.6382,22.1266,15.5626,4.34778,30.8284,136.717,53.6276,56.0139,9.19413,42.649,30.6297
