target_id,LB_I_3H_4,LB_NI_3H_3,DM_NI_24H_1,LB_NO_0H_2,DM_I_24H_1,LB_NI_24H_1,LB_I_3H_5,LB_NI_3H_2,LB_I_9H_1,LB_I_6H_1,LB_I_48H_1,LB_NO_0H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_6H_2,LB_I_24H_4,LB_I_9H_2,DM_NI_48H_5,LB_NI_3H_1,DM_I_48H_5,LB_NI_9H_5,LB_NI_6H_5,DM_I_24H_3,DM_NI_24H_3,LB_I_48H_2,LB_NI_48H_5,LB_NI_24H_3,DM_NI_48H_4,LB_I_24H_5,LB_I_6H_3,LB_I_9H_3,LB_NI_9H_4,LB_NI_6H_4,DM_I_48H_4,LB_NO_0H_1,DM_I_24H_2,LB_I_48H_3,DM_NI_24H_2,LB_NI_24H_4,LB_NI_48H_2,LB_I_48H_4,DM_NI_24H_5,DM_I_24H_5,LB_NI_9H_3,LB_NI_6H_3,DM_NI_48H_3,LB_I_6H_4,LB_I_24H_2,LB_I_9H_4,LB_NI_24H_5,LB_NI_48H_3,DM_NI_24H_4,LB_I_48H_5,DM_I_24H_4,DM_I_48H_2,LB_I_3H_1,LB_NI_9H_2,LB_NI_6H_2,LB_I_24H_3,LB_I_6H_5,LB_I_9H_5,DM_NI_48H_2,LB_NO_0H_4,LB_NI_3H_5,DM_NI_48H_1,LB_NI_6H_1,LB_NI_9H_1,DM_I_48H_1,LB_I_3H_2,LB_NI_48H_1,LB_NO_0H_5,LB_I_24H_1,LB_NI_3H_4,LB_I_3H_3
NI_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_130925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01372,1.02035,0.0,0.0,0.0,0.0,3.03713,1.01336,4.03622,0.0,2.0407,1.01883,0.0,1.00186,0.0,1.01745,4.08064,0.0,0.0,1.01112,0.0,1.00966,0.0,0.0,2.03781,0.0,2.05025,0.0,0.0,2.02666,1.00299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01201,1.02748,0.0,0.0,1.0137,0.0,1.02485,1.00328,0.0,0.0,0.0,0.0,0.0,3.06614,1.00812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_813958,0.0,0.0,0.0,1.00802,2.0,3.0032,2.01438,1.0,3.00573,0.0,0.0,4.0,1.0,1.0,1.0,1.00198,1.0,1.0,2.002,0.0,1.0,0.0,0.0,3.01963,0.0,4.0,4.66281,1.0,1.01186,1.0,2.00383,6.00472,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.01018,0.0,0.0,2.0,1.14548,2.0,6.0,2.00462,1.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,5.01005,0.466736,0.0,2.0,2.00403,1.0,0.0,2.15159,1.0,3.01003,0.0,1.00987
NI_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_1964940,3.0,1.0,2.0,2.00291,7.0,12.0,2.0,2.00441,6.0074,4.01277,8.00808,6.55753,2.0,4.0,3.0,3.0,3.0,9.8979,5.00428,2.00217,7.00778,4.0,1.0,10.0,2.0,7.0,22.023,1.0,5.0,2.0,3.00458,18.0,1.00273,7.0,3.00907,1.0,1.0016,1.0,4.0,8.0,2.28571,4.0,3.0,4.0,2.0,3.0,2.0,1.0,6.0,4.01234,10.0127,5.0,7.00822,6.01182,0.0,5.00775,3.0,5.0,9.01281,3.0,10.0184,0.0,14.8326,0.0,4.0,0.0,5.0,5.0,1.0,5.0,3.00391,8.0,0.0,2.0
DM_I_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_671568,0.0,0.0,0.0,0.0,0.0,1.0063,1.01261,0.0,0.0,0.0,0.0,0.0,0.0,2.02713,0.0,0.0,0.0,3.04009,1.00906,2.18064,1.01759,1.01883,0.0,1.00186,0.0,3.05234,2.0357,1.02446,2.04179,0.0,0.0,4.03865,0.0,1.00802,1.02227,0.0,1.02512,0.0,1.00648,0.0,0.0,0.0,1.01243,0.0,0.0,0.0,0.0,0.0,0.0,2.02402,3.08244,1.02969,1.01258,1.0137,0.0,1.02485,0.0,1.01829,0.0,1.01594,2.03874,0.0,3.05645,0.0,0.0,0.0,1.01575,0.0,0.0,0.0,0.0,1.0094,0.0,0.0
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_612108,2.04862,0.0,0.0,0.0,1.01857,1.0063,1.01261,1.02309,3.02509,0.0,1.01372,1.02035,1.01755,0.0,0.0,0.0,0.0,0.0,1.00744,0.0,1.01759,2.03766,0.0,2.00372,0.0,3.05982,7.12097,1.02446,1.01746,1.00761,2.03468,5.04831,1.01294,0.0,3.05741,1.00864,1.02512,0.0,1.00648,1.01333,0.0,0.0,0.0,0.0,2.02255,1.02036,1.02158,1.00758,1.0171,3.03603,3.08244,1.02969,1.01057,1.0137,0.0,2.0497,1.00328,0.0,0.0,1.01141,4.07129,4.07041,3.05375,0.0,0.0,0.0,1.01575,3.05868,0.0,2.0398,2.05309,2.22068,1.01108,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1594682,0.0,0.0,0.0,2.01604,2.0,3.0032,3.02157,0.0,2.00382,0.0,1.0053,0.0,2.0,1.0,2.0,0.0,3.0,3.0,5.00499,0.0,0.0,2.0,1.0,0.0,1.0023,3.59501,3.0,0.0,2.52791,1.0,1.00191,8.0,0.0,0.0,1.0,2.0,3.75,0.0,0.0,1.0,0.0,2.0,0.346111,0.0,1.01018,0.0,1.0,1.0,1.0,1.0,3.0,2.00462,2.0,3.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,10.0201,1.00527,2.0,1.0,0.0,3.0,0.0,1.0,1.0,2.00668,1.0,1.39629
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_42798,1.02431,0.0,1.00546,1.00637,1.01857,2.01937,1.05278,1.02309,1.00836,0.0,0.0,0.0,0.0,1.01357,3.03053,0.0,1.01238,0.0,1.3465,1.10748,0.0,0.0,0.0,2.00372,0.0,4.06068,2.05776,0.0,0.0,0.0,1.01734,0.0,2.02587,1.00802,1.01891,0.0,3.07537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01127,0.0,0.0,1.00758,0.0,1.01201,0.0,2.05938,2.02516,2.02336,0.0,0.0,2.00657,0.0,0.0,1.01594,0.0,0.0,2.04409,0.0,1.01424,0.0,1.22002,0.0,0.0,0.0,0.0,2.0188,0.0,0.0
DM_I_48H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_1026402,0.0,1.00437,2.03295,1.00637,1.01857,1.29564,1.52367,0.0,0.0,0.0,0.0,0.204007,0.0,0.0,0.0,1.18565,0.0,0.0,1.00744,0.0,2.04154,2.03766,1.34208,2.40446,1.52765,3.04551,1.01785,0.0,1.02089,2.69632,0.0,0.0,0.0,1.26002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01243,1.0085,0.0,0.0,0.0,2.01515,2.01881,0.506005,3.59618,1.02969,1.35162,4.51856,0.0,0.0,0.0,0.0,2.0353,0.0,3.05811,0.0,1.14604,0.0,0.0,0.0,0.0,0.0,0.0,3.0597,1.02655,2.86296,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1235926,0.0,0.0030176,0.0,1.14735,2.01096,2.00213,4.40943,3.49661e-06,0.0,0.5,1.6219,1.00303,0.0,0.0,0.0,0.0,0.00485313,0.0,0.680912,0.0,0.389779,0.5,1.49354,1.58994,0.0,0.5,2.0,1.0,0.0,0.5,1.00759,0.926775,0.0,0.500716,0.0,0.5,0.00975131,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.525016,0.0,1.5,1.0,1.0,0.5,0.0,0.0,1.00378,2.19049,1.00243,1.34512,0.0,0.0,1.54415,1.0,0.00323252,0.0,0.0,0.0,0.0,0.364306,0.0,0.5,0.0955332,0.616497,0.0,3.17751
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_303336,0.0,0.0,1.01648,1.00637,0.0,1.01185,0.0,0.0,1.00836,0.0,1.01372,1.02035,0.0,0.0,1.01018,0.0,0.0,0.0,1.00906,0.0,0.0,1.01883,0.0,0.0,0.0,0.0,1.02016,0.0,0.0,0.0,0.0,1.00966,0.0,0.0,0.0,0.0,1.02512,0.0,0.0,0.0,0.0,0.0,1.01243,0.0,0.0,0.0,0.0,1.00758,1.01175,0.0,1.02748,0.0,2.02516,0.0,0.0,1.02485,0.0,0.0,0.0,0.0,0.0,1.0176,1.36396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094,1.02425,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1028507,0.0,0.0,0.0,3.01912,1.01857,1.01185,3.03783,0.0,3.02509,0.0,5.06861,1.02035,0.0,3.0407,0.0,1.01627,2.02475,2.02673,1.00906,1.09439,0.0,1.01883,0.0,2.00372,1.01473,3.05234,10.2016,0.0,0.0,1.01112,1.01734,3.02898,2.02587,1.00802,1.01891,1.00864,2.05025,1.00639,0.0,1.01333,1.00299,1.01015,1.01243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02748,1.02969,5.06291,1.0137,0.0,0.0,1.00328,1.01829,3.05295,1.01594,2.03874,1.0176,6.13228,0.0,0.0,1.0144,1.01575,1.02346,0.0,0.0,5.13273,6.05641,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_216323,0.0,0.0,0.0,2.02256,1.00548,2.00213,0.0,1.03897,2.00382,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0457,0.0,1.00945,1.0,0.0,2.0,0.0,0.0,2.16667,0.0,1.00507,1.0,0.0,2.81002,0.0,1.00143,1.01401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.01266,0.0,0.0,0.0,0.0,0.0,0.0,0.501156,1.00179,0.0,0.0,1.03841,0.0,2.0,1.00221,0.0,1.0,1.16667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.125,3.0,1.34001,0.0,1.02003
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_169315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02309,0.0,0.0,5.32204,0.0,0.0,0.0,3.03053,1.04377,0.0,0.0,1.15321,6.07559,0.0,0.0,0.0,3.00558,0.0,4.06978,3.36343,0.0,0.0,0.0,0.0,3.02898,2.09466,0.0,2.04792,0.0,1.02512,0.0,1.00648,1.01333,1.20359,0.0,1.01243,0.0,1.21353,0.0,0.0,1.00758,0.0,0.0,1.02748,1.54453,0.0,1.21644,0.0,1.02485,0.0,0.0,2.90233,0.0,1.01937,2.03521,1.16406,1.05195,0.0,0.338135,5.07877,0.0,0.0,1.0199,1.53982,1.0094,0.0,0.0
NI_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1175167,0.0,0.0,0.0,0.0,2.01096,0.0,0.0,0.0,0.684208,0.0,1.2634,0.156718,0.0,0.503875,0.0,0.50099,0.0,0.0,0.85064,0.0,0.662493,0.5,0.5,0.5,0.324596,0.0,0.5,1.0,0.502536,1.97368,0.0,1.50118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.757889,0.5,0.0,1.0,0.0,0.42653,0.501889,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.673083,0.0,0.0
NI_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1172165,0.0,0.0,0.0,2.0,0.0,1.00107,0.0,1.02326,1.00191,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.00555,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,1.00358,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.01266,1.0,0.0,2.0,1.0,1.0,2.0,1.00231,1.00179,1.0,1.00378,0.0,1.00243,1.0,1.00221,0.0,1.0,1.16667,3.02502,0.0,0.0,1.0,1.00202,3.0321,1.0,2.0,0.0,3.74883,0.0,1.01369
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_674538,0.0,0.0,0.0,0.0,0.0,0.500533,1.10236,1.68715e-06,0.500955,0.0,0.0,1.00303,0.0,0.503875,0.5,0.0,0.0097737,0.75,1.35571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.07254,0.0,2.0151,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.460951,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DM_I_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_643480,0.0,0.0,0.0,1.00637,0.0,0.0,0.0,0.0,1.00836,0.0,0.0,1.02035,1.01755,0.0,1.01018,0.0,0.0,0.0,1.00744,1.62984,3.05277,0.0,1.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00966,1.01294,0.0,1.01914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0085,0.0,0.0,0.0,0.0,1.0094,0.0,0.0,0.0,0.0,0.0,1.0263,1.02485,0.0,0.0,2.0353,0.0,1.01937,1.0176,0.0,1.00812,0.0,0.0,0.0,0.0,0.0,1.0199,0.0,2.0188,0.0,0.0
DM_I_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_629513,1.05764,0.0,2.0,2.01604,0.0,2.00213,2.24261,1.0,3.00573,0.0,1.0053,0.0,1.0,1.0,0.0,1.00198,2.0,0.0,3.27412,0.0,2.0,2.07143,1.01218,4.02617,0.0,0.0,7.0,1.0,0.0,0.0,0.0,5.00393,0.0,3.00429,2.0,0.0,0.0,1.00714,0.0,0.0,0.0,0.0,3.0,1.0,1.01018,0.0,1.05211,0.0,1.0,3.0,0.0,2.00462,0.0,1.00394,0.00387171,2.0,4.00973,0.0,0.0,0.0,0.0,0.0,1.00515,0.0,0.0,0.0,1.00876,0.0,2.39496,1.0,0.0,2.67379,1.0,1.02062
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_111839,0.0,0.0,0.0,0.0,0.0,1.01185,0.0,0.0,1.00836,0.0,1.01372,2.0407,0.0,2.02713,0.0,0.0,0.0,0.0,1.00906,0.00433829,1.02035,1.01883,0.0,0.0,0.00924596,0.0,3.06048,2.04891,0.0,1.01112,1.01734,0.0,0.0,0.0,1.01891,1.00864,2.05025,0.0,0.0,0.506666,2.00598,0.0,0.0,0.0,1.01127,1.02036,0.0,0.0,0.0,0.0,0.0,3.08907,1.01258,0.544247,0.0,0.0,0.0,0.0,0.0,0.0,1.01937,0.0,0.0,0.0,0.0,0.0,1.01575,0.0,0.0,0.508312,1.02655,1.0094,0.0,1.00782
DM_NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_327411,1.125,1.04452,0.0,3.03384,2.01096,1.00107,0.0,1.06695,1.00191,0.0,5.01292,1.0,1.0,1.00775,0.0,3.00594,3.03884,0.0,0.0,1.00431,0.0,0.0,0.0,3.0,2.00459,3.0,2.0,0.0,3.01522,2.0,1.00191,5.01789,0.0,4.00573,3.04203,0.0,1.01841,1.00714,1.0,0.0,0.0,0.0,1.0,2.33333,1.01266,0.0,1.0,2.0,3.0,0.0,1.0,1.0,3.00536,0.0,0.0,2.07682,0.0,0.0,2.00442,1.0,2.0,2.0,1.01879,1.00527,0.0,0.0,2.0,0.0,0.0,5.0,0.0,3.042,0.0,1.12203
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_828032,0.0,0.0,0.0,1.01128,1.00548,1.00107,1.0,2.13389,1.00191,3.0,0.0,0.0,0.0,1.00775,0.0,0.0,0.0,0.0,0.0,0.0,1.00945,0.0,1.0,1.0,1.0023,1.0,3.0,0.0,0.0,1.0,1.00191,4.01431,1.0,0.0,1.01401,0.0,0.0,1.00714,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.00231,1.04161,3.01181,0.0,1.03841,1.00243,2.0,0.0,1.0,2.0,0.0,3.03692,0.0,1.0,0.0,2.0,1.0107,0.0,1.0,0.0,2.01002,0.0,0.0
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_650249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.501991,0.0,0.0,0.0,0.0,0.0,0.0,2.05929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00772,0.5,0.0
NI_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_528910,0.0,0.0,1.0,0.0,1.00548,2.00213,0.0,2.0,3.00573,2.0,1.01204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00683,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.01507,0.0,1.00079,1.0,1.00143,0.0,0.0,1.0,0.0,1.00921,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.00231,1.00751,0.0,0.0,0.0,2.00487,0.0,0.0,0.0,3.0,0.0,1.00395,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
NI_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_313640,0.0,0.0,1.00546,0.0,0.0,0.0,0.0,1.01748,1.00836,0.0,1.34863,0.0,0.0,2.31468,0.0,1.09502,0.0,0.0,1.14292,1.39923,1.2327,0.0,0.0,0.0,0.0,0.0,1.04016,2.04215,2.03076,0.0,1.14467,0.0,0.0,0.0,0.0,0.0,0.0,0.503195,0.0,0.0,0.0,0.0,1.01243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09168,0.0,1.0431,0.0,0.0,0.0,0.0,2.03659,0.0,0.0,0.0,0.0,1.23116,0.0,0.0,0.0,1.01431,1.48358,0.0,0.0,0.0,0.0,0.0,0.0
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1210240,0.0,0.0,0.0,1.00637,0.0,0.0,0.0,0.0,0.0,1.02887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02673,0.0,0.0,1.03298,0.0,1.0062,0.0,0.0,1.09332,1.04591,1.02446,1.02089,0.0,0.0,2.01932,1.01294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02036,0.0,0.0,1.01175,0.0,1.02516,2.05938,0.0,0.0,0.0,1.02485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_815575,0.0,0.0,0.0,0.0,2.03715,0.0,0.0,0.0,0.0,0.0,0.0,1.02035,0.0,1.01357,0.0,1.01627,0.0,0.0,2.01489,0.0,1.01759,0.0,0.0,0.0,0.0,1.36067,1.01728,0.0,0.0,1.00761,0.0,0.0,1.01294,0.0,0.0,0.0,1.02512,0.0,0.0,0.0,1.00299,1.01015,0.0,2.01699,0.0,1.02036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02485,0.0,0.0,1.01474,0.0,2.03565,0.0,2.03583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094,0.0,0.0
NI_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1615913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01372,1.02035,0.0,0.0,0.0,0.0,0.0,1.01336,0.0,1.08903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01112,0.0,0.0,0.0,2.01603,0.0,0.0,0.0,0.0,1.00648,1.01333,0.0,0.0,0.0,0.0,2.02255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02485,0.0,0.0,0.0,0.0,1.01937,0.0,1.01882,0.0,0.0,0.0,1.01575,0.0,0.0,1.0199,0.0,2.0188,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_934532,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.00382,0.0,2.01881,1.00691,0.0,0.0,1.0,0.0,0.0,1.0,3.01389,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.00753,0.0,5.00393,0.0,3.00429,2.0,0.0,2.0,0.0,1.00921,1.0,1.0,0.0,0.0,1.04348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.04087,0.0,2.0,2.00756,1.0,0.0,1.00844,1.33694,0.0,0.0,2.0,2.00789,1.00527,0.0,0.0,1.00202,1.0,1.0,1.0,1.0,2.02581,0.0,1.0
I_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_413171,0.00348235,0.0,0.0,0.0,0.502741,0.0,1.50657e-05,0.0,0.660526,0.0,0.0,1.85602,0.0,0.503875,1.0,0.0,0.977436,0.0,0.663428,1.20518,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0575465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.593684,0.5,0.0,0.575723,1.00378,1.50597,0.501217,0.0,0.0,0.0,0.5,0.0,1.02965,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.00308424,0.332838,0.0,0.0
NI_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_725424,0.0,0.0,0.0,1.00637,0.0,3.02906,0.0,0.0,2.01673,1.02887,0.0,1.02035,0.0,0.0,0.0,0.0,1.01238,2.02673,2.01811,2.21496,0.0,1.01883,1.0062,1.00186,0.0,1.01517,8.23104,1.02446,0.0,1.01112,1.01734,2.0672,1.01294,2.01603,1.35801,0.0,1.02512,0.0,0.0,1.01333,0.0,0.0,0.0,2.12811,0.0,0.0,0.0,0.0,1.01175,0.0,3.07548,1.02969,2.09049,1.01168,0.0,1.06817,1.00328,3.05488,1.01474,5.07971,3.05811,0.0,0.0,0.0,0.0,1.0144,1.01575,0.0,0.0,3.04987,0.0,1.0094,1.02425,1.00782
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_730928,1.02431,0.0,0.0,0.0,0.0,5.4375,0.0,0.0,2.01673,3.08662,3.04116,1.27564,1.01755,4.05427,1.26319,0.0,2.02475,2.27897,2.01811,3.37813,0.0,1.18864,1.25825,1.00186,0.0,4.06068,1.12875,2.04891,2.04179,0.0,3.05202,10.0966,3.03881,1.13415,2.03781,0.0,1.02512,0.0,0.0,2.02666,1.33732,0.0,1.01243,4.03398,2.02255,0.0,1.02158,0.0,1.01175,2.53002,2.05032,0.0,1.01258,1.0137,1.02338,1.22993,0.0,1.01829,2.02948,1.01594,3.05811,0.0,5.11023,0.0,0.0,0.0,0.0,0.0,2.02608,1.01662,0.0,6.05641,0.0,1.00782
I_6H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_678602,1.0,1.0,1.0,2.0,7.0,7.0,1.0,5.83333,5.0,2.0,6.0,0.0,1.0,3.0,6.0,3.0,3.0,9.0,8.0,2.0,2.0,1.0,5.0,7.0,2.0,4.0,13.0,1.0,1.0,5.0,3.0,10.0,3.0,7.0,1.0,1.0,4.0,1.0,4.0,6.0,0.0,3.0,1.0,3.0,5.0,1.0,0.0,0.0,6.0,0.0,4.0,2.0,4.0,2.0,0.0,5.0,2.0,4.0,11.0,0.0,4.0,2.0,15.0,0.0,1.0,0.0,4.0,2.0,1.0,7.0,5.0,4.0,1.0,0.0
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_973721,0.0,0.0,0.0,1.00637,0.0,0.0,0.0,0.0,0.0,0.0,1.01372,0.0,0.0,0.0,0.0,1.01627,0.0,1.01336,2.01811,0.0,0.0,0.0,0.0,1.00186,0.0,0.0,1.02448,0.0,0.340298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02516,0.0,1.01258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339854,0.0,0.0,0.0,0.0,0.0,0.0
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_705065,0.0,0.0,0.0,0.0,1.01857,2.0169,0.0,0.0,0.0,0.0,1.01372,0.0,0.0,0.0,1.01018,0.0,1.01238,0.0,0.0,0.0,2.04709,1.01883,0.0,0.0,0.0,1.01745,4.08064,0.0,0.0,0.0,0.0,2.01932,0.0,0.0,1.02227,1.00864,1.02512,0.0,0.0,2.02666,0.33433,0.0,0.0,1.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01258,3.0411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02011,0.0,0.0,0.0,0.0,0.0,1.01304,1.01662,2.05309,0.0,0.0,0.0
DM_I_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1435758,0.0,0.0,0.0,1.00637,0.0,1.00845,0.0,0.511547,1.00836,0.0,0.0,1.02035,0.0,0.0,0.0,0.0,0.0,0.0,3.02717,0.0,1.02077,0.0,0.0,1.00186,0.0,0.0,3.49434,0.0,2.04179,0.0,1.01734,2.01932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01201,1.02748,0.0,1.01258,0.0,0.513148,0.0,0.0,0.0,0.0,0.0,2.07306,0.508801,3.05645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1621313,0.341436,1.00437,0.0,1.00637,0.0,1.01185,0.0,0.0,0.0,0.0,0.0,1.02035,0.0,0.0,0.0,0.0,0.0,0.0,1.00906,0.0,1.02355,1.01883,0.0,1.00186,0.0,0.0,2.04032,0.0,0.0,0.0,0.0,0.0,0.0,1.00802,1.01891,0.0,0.0,0.0,0.0,1.01333,1.00299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01201,1.02748,0.0,1.01258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0176,0.0,0.0,0.0,0.0,0.0,1.02346,0.0,1.01662,0.0,2.0188,0.0,0.0
NI_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1287885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.50099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682285,0.0,0.721198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65798e-05,0.0,0.624291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00556835,0.0,0.0,0.0,0.0,0.0,0.501106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332838,0.0,0.503085
