target_id,LB_I_3H_4,LB_NI_3H_3,DM_NI_24H_1,LB_NO_0H_2,DM_I_24H_1,LB_NI_24H_1,LB_I_3H_5,LB_NI_3H_2,LB_I_9H_1,LB_I_6H_1,LB_I_48H_1,LB_NO_0H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_6H_2,LB_I_24H_4,LB_I_9H_2,DM_NI_48H_5,LB_NI_3H_1,DM_I_48H_5,LB_NI_9H_5,LB_NI_6H_5,DM_I_24H_3,DM_NI_24H_3,LB_I_48H_2,LB_NI_48H_5,LB_NI_24H_3,DM_NI_48H_4,LB_I_24H_5,LB_I_6H_3,LB_I_9H_3,LB_NI_9H_4,LB_NI_6H_4,DM_I_48H_4,LB_NO_0H_1,DM_I_24H_2,LB_I_48H_3,DM_NI_24H_2,LB_NI_24H_4,LB_NI_48H_2,LB_I_48H_4,DM_NI_24H_5,DM_I_24H_5,LB_NI_9H_3,LB_NI_6H_3,DM_NI_48H_3,LB_I_6H_4,LB_I_24H_2,LB_I_9H_4,LB_NI_24H_5,LB_NI_48H_3,DM_NI_24H_4,LB_I_48H_5,DM_I_24H_4,DM_I_48H_2,LB_I_3H_1,LB_NI_9H_2,LB_NI_6H_2,LB_I_24H_3,LB_I_6H_5,LB_I_9H_5,DM_NI_48H_2,LB_NO_0H_4,LB_NI_3H_5,DM_NI_48H_1,LB_NI_6H_1,LB_NI_9H_1,DM_I_48H_1,LB_I_3H_2,LB_NI_48H_1,LB_NO_0H_5,LB_I_24H_1,LB_NI_3H_4,LB_I_3H_3
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1262965,0.0,0.00622792,0.0,0.0,0.502741,0.0,0.0,0.0,0.519327,0.0,2.02786,0.0,1.0,0.503875,0.25,2.00396,0.0,0.0,0.452818,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.48174,0.0,0.230313,0.0,0.501889,0.0,0.200487,0.0670364,0.0,0.0,2.0,1.0,2.53016,0.154483,0.0,0.0,0.0,0.0,2.5,0.0,2.05356,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1202312,0.0,0.0,0.0,2.0,0.502741,0.0,0.0,0.0,0.244752,1.0,0.0,0.0,0.0,0.503875,0.25,0.0,0.0,0.0,0.0,1.20518,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.3401,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.775459,0.0,0.501889,0.0,0.200487,0.87323,0.0,0.0,2.0,0.0,0.0,0.154483,0.0,0.0,0.0,0.0,2.0,0.0,0.00624143,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1216752,0.0,0.0,0.0,2.46196,1.40455,2.259,3.54783,2.04619,1.00836,0.0,6.71261,3.25263,1.01755,1.15972,4.71619,5.47512,1.01238,4.4253,5.10512,63.2123,6.15541,3.05649,2.93688,4.80892,3.3858,3.18923,31.7275,0.0,1.16886,0.0,7.24668,4.61727,1.69295,6.6842,5.41216,0.0,5.12562,0.0,3.32287,0.0,0.0,1.3499,0.0,2.54535,2.36259,1.54223,1.02158,0.0,2.31511,4.51108,2.18996,3.08907,1.19523,1.65862,1.17293,6.78447,0.0,2.03659,1.12045,1.27372,2.87701,2.56705,16.9853,2.01624,0.0,0.0,3.04726,1.75498,0.0,4.59393,6.15927,1.20488,0.0,5.03909
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1199477,0.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,10.0,0.0,1.0,2.0,2.0,6.85703,0.0,4.00573,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.5,3.0,1.0,2.0,2.00462,0.0,3.0,1.0,1.0,0.0,1.0,2.25,1.0,2.0,2.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.33057,2.0,1.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1241264,3.0,0.0,0.5,7.0,7.0,9.56222,4.56004,2.0,2.0,0.0,15.9373,5.71429,5.0,7.0,4.0,7.0,3.0,2.0,10.0,2.0,7.40778,5.0,2.0,6.0,7.0,7.79886,21.8335,3.33206,4.01329,1.00346,3.14852,18.2183,3.0,5.55618,3.0,1.5,2.0,2.0,4.39915,4.0,3.0,3.0,4.2,5.43058,5.0,1.0,4.01321,5.0,4.0,5.54606,4.5,1.0,5.83304,3.3607,3.0,3.75834,6.0,5.0,4.0,4.0,5.27664,6.0,14.6431,3.0,0.0,0.0,5.71382,0.0,2.0,7.0,5.0,12.5714,2.02576,4.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1261418,1.0,1.0,3.0,3.0,1.0,6.0,4.0,1.0,5.0,1.0,5.0,2.0,1.0,2.0,2.0,3.00594,2.0,0.0,7.00699,0.0,3.0,5.17857,5.0,1.0,2.0,4.0,6.0,3.0,2.0,3.0,2.00383,2.0,3.0,2.00286,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,2.0,1.0,1.05263,1.0,3.0,2.0,2.0,1.00231,2.0,3.0,1.0,2.0,6.0,2.0,5.0,2.0,8.0,5.0,6.00767,1.0,1.0,0.0,3.0,6.0,0.0,3.0,1.49018,6.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1344881,0.0,0.5,1.0,0.0,2.39835,0.0,0.0,0.0,2.0,0.0,2.20993,0.0,0.0,1.142,0.0,0.0,0.0,0.0,0.0,4.2446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.09979,0.00159502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.14231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_866563,1.0,0.0,0.0,0.0,2.0,1.33507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.00299,1.0,4.0,1.0,2.0,0.0,0.0,1.33333,4.56663,0.0,1.0,0.0,2.00383,5.0,0.0,1.00143,1.0,0.0,0.0,2.0,2.01843,1.0,1.0,2.0,1.49537,0.0,2.2,1.0,1.0,0.0,0.0,1.0,1.32536,1.00231,2.5,2.0,1.0,0.0,1.00719,0.0,1.2,0.0,1.0,0.0,3.50789,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0618,4.0,0.0,1.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_938146,0.0,0.0,1.0,0.0,3.0,4.00427,1.0,0.0,0.0,1.0,2.00517,2.0,1.0,0.0,2.0,6.01187,3.03884,2.0,3.01665,1.0,3.0,2.0,3.0,1.0,1.0023,0.0,6.0,0.0,3.0,1.0,2.00383,5.01789,1.0,0.0,1.0,0.0,3.05522,1.00714,1.0,0.0,0.0,1.0,1.0,0.0,1.01266,0.0,2.0,1.0,2.0,1.0,1.0,2.0,2.00358,1.0,0.0,4.0,1.0,3.0,3.00664,1.0,3.0,3.0,5.0255,0.0,0.0,1.0,2.0,2.0214,1.0,3.0,2.0,6.0,2.0,1.01369
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_936337,0.0,1.04452,1.0,0.0,0.0,0.0,0.0,1.03897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.662702,0.0,1.00945,0.0,0.0,0.0,2.00459,0.0,3.0,0.0,0.0,0.0,0.000444335,3.01073,0.0,1.00143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_781876,0.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,6.0,2.0,5.0,1.0,2.0,3.0,5.0,0.0,1.0,2.0,0.0,4.0,2.0,6.0,9.0,2.0,3.0,2.0,4.0,5.0,0.0,1.00143,0.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,2.00462,5.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,5.0,1.0,8.0,3.0,0.0,0.5,4.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_590025,1.0,0.0,1.0,0.0,0.0,2.00213,1.0,0.0,2.00382,2.05232,0.0,0.0,0.0,0.0,0.0,0.0,1.01295,1.0,1.00555,0.0,1.0,2.0,0.0,0.0,2.00459,2.0,7.0,1.0,0.0,1.0,1.00191,3.01073,0.0,1.00143,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.16667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.00179,4.0,1.00378,0.0,2.0,0.0,2.00442,1.0,1.0,2.0,3.0153,0.0,1.0,0.0,2.00403,0.0,0.0,1.0,0.0,1.0,0.0,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_836260,0.0,3.6,0.0,0.0,1.00548,4.00427,1.0,0.0,3.00573,0.0,0.0,1.00691,0.0,3.04345,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,1.16667,1.00507,1.00753,1.00191,3.00236,1.25,0.0,1.98664,1.0,1.0,0.0,1.00921,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.01019,0.0,0.0,1.04087,0.0,2.00787,2.00756,0.0,2.00487,1.00844,1.00221,0.0,0.0,0.0,3.5534,0.0,1.02712,0.0,1.00202,0.0,0.0,3.0,3.0,1.0129,1.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1139441,0.0,0.0,1.0,1.00802,1.0,2.00213,3.12411,0.0,2.00382,0.00954244,2.01061,1.0,1.0,3.0,2.0,1.00198,1.0,4.0,1.0109,0.0,4.0,0.0,0.0,3.01963,0.0,1.0,3.0,1.0,2.02372,1.0,1.00191,4.00315,0.0,3.00429,1.0,0.0,0.0,0.0,2.66667,1.0,1.0,0.0,1.0,2.0,1.01018,0.0,1.0,0.0,6.0,2.0,1.33333,3.00694,2.00358,3.0,0.0,1.0,0.0,4.0,1.00221,1.0,0.0,0.0,4.58971,0.0,0.0,2.0,1.00202,1.0,0.0,4.0,1.0,8.02674,1.0,2.04124
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_884239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.962141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00243,0.0,0.0,0.0,1.0,0.0,0.0,0.115815,0.0,4.44634e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_996493,2.0,0.0,0.0,2.0,2.0,4.00427,1.0,0.0,4.0,0.0,11.9165,1.0,0.0,6.0,1.0,0.0,4.0,1.0,6.00599,1.0,4.0,5.0,1.0,3.0,1.0023,3.0,14.3342,3.0,2.0,1.0,1.00191,6.85664,1.0,5.00716,4.0,3.0,4.0,1.0,3.0,0.0,3.0,2.0,3.0,2.0,1.9658,0.0,2.0,3.0,3.0,6.0,2.08678,2.00462,3.0,2.0,1.0,2.0,2.0,1.0,6.75,1.0,3.0,3.0,7.70792,0.0,3.0,0.0,2.0,1.33019,0.0,3.0,2.0,8.0,0.0,4.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1472958,0.0,1.0,0.0,1.00802,0.0,2.00213,2.01438,0.0,1.00191,0.0,2.59726,1.0,2.0,1.0,0.0,1.00198,2.0,1.0,2.002,0.0,2.0,0.0,0.0,3.01963,0.0,2.0,3.0,0.0,0.0,0.0,3.00574,3.00236,0.0,3.00429,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.346111,0.0,1.01018,0.0,0.0,0.0,0.0,0.0,1.0,1.04087,0.0,0.0,0.0,1.0,0.0,1.0,2.66601,0.0,1.49281,0.0,1.00201,0.0,1.0,0.0,1.00202,1.0,0.0,1.02625,1.0,0.0,0.0,1.00987
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1024746,0.0,0.0,0.0,3.0,1.0,3.0032,2.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,3.00594,0.0,1.0,6.00599,0.0,2.0,1.0,1.0,3.0,2.00459,5.0,4.0,0.0,0.0,3.0,3.00574,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,2.0,3.0,2.00462,2.0,2.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,3.00384,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0,1.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1310519,0.0,0.0,0.0,1.14735,0.502741,0.500533,1.09549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345292,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.00079,0.0,0.0,0.0,0.0,2.65798e-05,0.503571,0.0,0.0,0.0,0.0,0.0,0.0,0.686199,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.500894,0.0,0.0,0.0,0.0,0.0,0.501106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.23513,0.0,0.0,0.0,0.0,0.0,0.5,1.05917
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_698939,1.0,2.08251,0.0,0.5,0.0,0.0,0.0,1.01316,0.244752,0.0,0.0,0.0,0.0,0.0452559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.00279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.00179,2.00787,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.115815,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1206288,0.0,0.0,1.0,5.0,0.0,1.00107,2.0,1.0,1.00191,2.0,1.00941,3.02074,2.0,1.00663,0.0,1.00198,2.01424,1.0,2.51272,2.00863,2.0,3.0,1.0,0.0,3.02728,6.0,10.0,2.0,1.0,0.0,0.0,5.00393,0.0,3.00429,7.0,0.0,2.0,1.00714,1.00921,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,3.02254,0.0,0.0,0.0,1.00966,1.00844,1.33628,2.0,6.0,0.0,5.01973,0.0,2.05423,0.0,3.00605,0.0,0.0,1.0,4.26667,7.53757,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1231474,0.0,0.0,0.0,0.0,0.502741,0.500533,0.00665206,0.0,0.0,0.0,0.0,0.0,0.0,0.335917,0.0,0.0,0.0,0.0,0.0,0.0,0.662493,0.0,0.0,0.0,0.0,0.5,1.25,0.0,0.0,0.0,0.0,1.00079,0.0,0.0,0.0,0.0,1.03684,0.503571,0.0,0.0,0.0,0.0,0.0,0.0,0.320693,0.5,0.5,0.0,1.5,0.2,1.59408,0.0,0.500894,0.0,0.0,0.0,0.200487,0.0670364,0.501106,0.0,0.0,1.0,1.26508,0.0,0.0,0.0,0.775567,0.0,0.0,0.0,0.0,0.0,0.5,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_749704,0.0,0.0,0.0,3.0,4.0,5.00533,0.0,0.0,3.00573,2.05232,5.0,1.0,1.0,2.0,1.0,1.00198,1.01295,2.0,1.25664,0.0,2.0,2.0,1.0,3.0,0.0,6.0,12.0,0.0,1.0,2.0,2.00383,7.02504,2.0,1.00143,1.33333,0.0,0.0,2.01428,1.0,1.0,1.0,0.0,0.333333,0.0,0.0,2.0,0.0,0.0,4.0,1.0,6.0,0.0,3.00536,2.49877,1.00378,3.0,1.0,4.0,4.00885,0.0,0.0,1.0,4.0204,2.01055,0.0,0.0,1.00202,3.0321,0.0,7.0,2.0,4.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1205667,0.0,0.0,1.00546,0.0,0.0,2.41511,2.70029,0.0,0.0,0.0,0.0,1.01779,0.0,0.0,2.01125,1.01627,1.01238,0.0,1.00744,1.08656,1.01452,1.0164,0.0,4.0,1.01233,0.0,6.09471,0.0,0.0,1.00761,2.03468,4.02476,0.0,0.0,1.01351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00592,0.0,0.0,1.01816,0.0,0.0,0.0,2.05032,0.0,1.00897,0.0,0.0,3.06745,0.0,0.0,1.01474,0.0,2.03314,1.0176,2.03167,0.0,1.00908,0.0,1.01275,0.0,0.0,0.0,3.06923,1.0094,0.0,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_682350,0.0,1.0,0.0,0.0,5.02741,0.0,1.16251,0.0,1.00191,0.0,2.02408,1.00691,1.0,0.0,0.0,1.00198,1.00712,1.0,3.77591,3.01294,1.0,0.0,0.0,0.0,1.00909,0.0,0.0,0.0,0.0,0.0,1.00191,3.00236,0.0,1.00143,2.66667,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.333333,3.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.51107,0.0,1.00398,0.0,0.0,1.00221,1.0,1.0,0.0,2.00789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1229081,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.01204,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.33333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.00143,0.0,0.391331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.00395,1.50791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1765377,1.56032,0.0,0.0,4.03208,2.66667,5.00533,2.01438,4.0,2.00382,1.0,0.0,3.74838,1.0,1.0,1.0,0.0,0.0,2.0,2.002,1.0,1.0,2.0,3.0,3.01963,1.0023,4.0,3.0,0.0,1.01186,3.0,1.00191,4.00315,1.0,3.00429,0.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.02036,0.0,2.0,0.0,2.0,1.0,2.5,1.00231,3.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,5.0,2.0,7.01408,1.00527,0.0,0.0,7.01412,1.0,1.0,4.105,1.06667,6.02005,0.0,1.00987
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_742602,1.0,1.0,1.0,6.0,9.0,9.0,6.0,5.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,6.0,2.0,8.0,6.0,2.0,6.0,3.0,0.0,0.0,1.0,5.0,21.0,2.0,2.0,1.0,3.0,16.0,2.0,6.0,6.0,0.0,3.0,0.0,3.0,0.0,2.0,3.0,1.0,7.0,6.0,1.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,1.49027,11.0,3.0,3.0,5.0,0.0,9.0,4.0,6.0,2.0,1.0,0.00974784,3.0,2.0,3.0,2.0,4.0,12.0,3.0,3.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1136879,1.05764,1.0,0.0,1.00802,0.0,0.0,2.43759,0.0,1.00191,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0327,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.23077,0.0,0.0,0.0,0.0,3.00236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01018,0.0,0.0,0.0,0.0,0.0,0.0,2.00462,1.00179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14286,1.0,2.01029,0.0,0.0,0.0,2.42357,0.0,0.0,1.0,0.0,1.11875,0.0,2.04124
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1173229,0.0,0.0,1.0,3.02406,0.0,3.0032,1.08177,1.0,2.00382,0.0,4.02121,2.0,0.0,1.0,3.0,0.0,0.0,1.0,3.00299,2.0,2.0,0.0,2.0,1.00654,0.0,1.0,7.0,2.0,1.01186,1.0,0.0,4.00315,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.01018,1.0,1.05263,1.0,0.0,0.0,3.0,2.00462,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.00402,0.0,0.0,0.0,2.00403,0.0,1.0,7.18374,0.0,6.02005,0.0,1.06599
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_822123,0.5,1.5,1.0,4.0,0.0,2.00213,0.0,0.0,4.00764,0.0,1.00941,1.00691,0.0,1.00663,1.0,1.00198,2.01424,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,2.0,4.0,2.01507,1.00191,2.00157,0.0,2.00286,2.0,0.0,1.0,1.00714,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.00179,0.0,0.0,0.0,0.0,1.00844,3.00664,0.0,3.0,1.0,2.00789,0.0,1.0,0.0,2.00403,1.0,0.0,1.0,1.0,2.0,1.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_106905,0.0,0.0,0.0,2.0,1.0,3.74773,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.14286,8.42031,1.0,2.0,1.0,2.0,1.0,0.0,3.0,6.0,0.0,1.0,1.0,1.0,7.0,2.0,2.00286,0.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,1.04348,0.0,0.0,4.0,0.0,3.0,3.0,10.0,0.0,1.0,2.0,0.0,5.0,4.0,0.0,1.0,1.0,4.0,1.0,5.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,4.0,4.24746,1.0,1.0
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_587841,0.0,1.0,3.0,2.0,2.0,3.0032,2.0,0.0,1.0,2.05232,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.14286,2.11737,0.0,1.0,1.0,1.0,0.0,1.0023,3.5,5.2,0.0,0.0,0.0,1.00191,4.01115,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,1.04348,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.03937,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,4.50905,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,3.22927,0.5,1.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_649498,1.0,0.0,0.0,0.0,0.0,3.0032,0.0,0.0,2.0,1.02616,3.0,0.0,2.0,0.0,0.0,1.00198,1.0,1.0,3.01665,0.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,2.00383,1.00358,0.0,3.00429,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.02531,1.0,1.0,0.0,3.0,3.0,2.0,1.00231,4.0,3.0,0.0,3.0,1.0,1.0,6.0,1.0,2.0,0.0,1.00201,0.0,0.0,0.0,3.00605,0.0,1.0,0.0,0.0,2.0,1.0,0.0
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_669019,1.0,0.0,0.0,2.0,0.0,1.00107,1.0,0.0,1.00191,2.05232,2.0,0.0,0.0,0.0,0.0,2.00396,0.0,0.0,2.0111,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.00574,2.00716,0.0,2.00286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.00231,1.00179,1.0,1.00378,0.0,0.0,1.0,1.00221,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0107,0.0,3.0,0.0,3.01503,1.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_819109,0.0,0.0,1.35694,2.01274,1.01857,1.0063,1.01261,0.0,0.0,0.0,0.0,1.02035,1.01755,2.02713,0.0,0.0,1.01238,1.01336,0.0,0.0,1.02077,1.01883,0.0,2.00372,2.02946,4.06068,5.08926,1.02446,0.0,1.01112,2.03468,2.01932,0.0,1.00802,1.01914,0.0,0.0,0.0,3.01943,1.01333,2.00598,0.0,0.0,0.0,1.01127,2.04073,0.0,0.0,0.0,2.02402,1.02748,0.0,0.0,0.0,0.0,0.0,0.0,1.01829,2.0353,0.0,2.03874,3.05281,6.1129,0.0,0.0,1.0144,2.03151,1.02346,0.0,0.0,2.05309,3.1046,0.0,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_894020,1.03559,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.01061,1.0,1.0,0.0,0.0,1.00198,1.0,0.0,2.01158,0.0,1.0,0.0,0.0,2.01309,2.00459,0.0,3.0,0.0,1.01186,1.0,1.00191,2.00157,1.0,1.00143,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.00462,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00202,0.0,2.0,2.0,0.0,4.01337,0.0,0.0
